id_colegio,internado,politica_uniforme,orientacion_religiosa,alumnos_matriculados,alumnos_prom_curso,genero,actividades_extra,apoyo_academico,deportes,idioma,infraestructura,programas
1700,0,1,1,252,25,1,3,5,4,2,6,4
1701,0,1,1,145,14,1,5,6,8,1,9,7
1702,0,1,1,148,14,1,3,7,5,2,3,6
1703,0,1,1,234,26,1,1,1,5,1,4,1
1704,0,1,1,196,19,1,4,6,3,1,8,8
1705,0,1,1,254,25,1,3,5,10,1,7,7
1707,0,1,1,306,21,1,2,8,5,1,3,6
1708,0,0,1,229,22,1,2,8,5,1,6,6
1709,0,1,1,75,7,1,7,5,3,1,4,6
1712,0,1,1,226,22,1,0,5,2,0,4,5
1714,0,0,1,67,6,1,1,6,3,1,4,6
1716,0,0,1,262,20,1,4,7,4,1,6,6
1717,0,1,1,163,16,1,3,7,7,1,6,5
1718,0,0,1,165,16,1,1,7,5,1,2,4
1720,0,0,1,230,23,1,3,7,1,2,6,5
1721,0,0,1,169,16,1,2,7,5,1,7,7
1722,0,1,1,151,18,1,2,7,3,1,5,5
1724,0,0,1,384,21,1,1,7,4,1,6,6
1728,0,1,1,75,7,1,4,7,2,1,4,7
1732,0,1,1,128,12,1,3,6,3,1,8,8
1734,0,1,5,925,38,3,3,1,5,2,7,8
1735,0,0,5,1792,42,1,5,6,9,2,10,8
1738,0,1,5,1021,36,1,3,8,5,2,10,9
1739,0,0,1,544,34,3,5,6,6,1,7,7
1741,0,1,5,464,38,1,3,6,7,2,6,8
1742,0,1,5,373,31,1,1,6,1,2,8,9
1743,0,1,5,791,30,1,5,5,4,2,8,8
1747,0,1,5,437,36,1,5,5,8,1,4,9
1748,0,1,5,966,37,1,5,6,4,2,8,7
1749,0,1,5,570,31,1,4,5,4,2,8,8
1750,0,1,5,568,40,1,3,7,5,2,9,6
1751,0,1,5,639,31,1,5,3,2,1,6,3
1752,0,1,5,614,32,1,1,6,4,1,7,7
1755,0,1,5,1225,33,1,2,5,8,2,8,8
1756,0,0,5,1035,32,1,6,7,6,2,9,7
1757,0,1,1,2457,33,1,4,6,9,2,10,7
1759,0,1,1,150,18,1,1,3,3,1,3,6
1761,0,1,1,420,30,1,1,2,2,2,4,5
1769,0,1,1,465,33,1,2,5,3,2,7,7
1772,0,1,1,346,34,1,3,5,2,1,6,6
1795,0,1,1,819,27,1,4,4,4,2,8,5
1801,0,1,5,825,29,1,8,1,5,2,6,8
1807,0,0,1,163,16,1,3,7,1,2,6,6
1819,0,1,4,160,16,1,2,4,3,1,4,5
1842,0,1,1,516,25,1,5,5,3,1,6,6
1847,0,1,1,150,18,1,3,4,3,1,6,4
1851,0,1,1,484,23,1,3,6,3,2,9,6
1853,0,1,1,324,32,1,4,7,6,1,6,7
1855,0,1,1,630,35,1,5,8,6,1,5,6
1856,0,1,1,165,16,1,5,6,5,1,6,7
1857,0,1,1,113,14,1,5,5,1,1,4,5
1858,0,0,5,1308,40,1,7,7,7,2,9,8
1859,0,1,5,545,38,1,3,6,5,2,6,9
1860,0,1,1,1113,37,1,3,4,6,2,7,5
1863,0,1,1,790,30,1,2,7,3,2,6,5
1864,0,0,1,816,29,1,5,7,4,2,4,5
1867,0,0,1,277,27,1,4,5,5,1,7,6
1868,0,1,1,300,30,1,3,6,7,1,7,5
1869,0,0,1,17,3,1,2,6,4,1,4,7
1870,0,0,1,94,11,1,1,6,5,2,8,6
1871,0,1,1,109,13,1,0,5,6,1,5,5
1873,0,1,1,222,22,1,1,5,5,2,4,4
1874,0,1,1,133,13,1,3,7,7,1,6,6
1875,0,1,1,206,20,1,5,7,7,1,8,5
1876,0,0,1,19,3,1,5,4,3,1,8,7
1877,0,1,1,21,4,1,4,5,3,1,6,7
1878,0,0,1,115,14,1,1,5,4,1,5,5
1880,0,1,1,295,24,1,3,3,3,1,9,5
1881,0,1,1,624,32,1,5,7,6,2,9,8
1884,0,1,1,531,22,1,5,6,11,2,10,8
1885,0,1,1,101,10,1,4,5,1,1,8,4
1886,0,1,1,432,30,1,3,6,6,2,7,7
1887,0,1,1,690,25,1,5,8,7,2,9,8
1888,0,0,1,281,28,1,2,6,3,1,8,4
1889,0,1,1,362,25,1,5,7,5,2,8,7
1890,0,0,1,222,22,1,5,7,6,1,7,8
1891,0,1,1,292,20,1,4,5,7,1,7,6
1892,0,1,1,197,19,1,5,7,5,1,8,5
1893,0,1,1,285,28,1,5,7,5,2,8,4
1895,0,0,1,327,16,1,3,7,6,2,8,6
1898,0,0,1,279,27,1,4,5,7,2,6,7
1899,0,0,1,255,25,1,6,7,6,1,5,7
1900,0,0,1,52,6,1,5,5,6,1,7,3
1901,0,1,1,67,6,1,4,5,3,2,5,6
1906,0,0,1,48,4,1,3,5,6,2,5,4
1908,0,1,1,173,14,1,6,5,7,2,4,7
1909,0,0,4,1221,38,1,8,3,8,2,8,8
1911,0,1,1,558,39,1,3,5,8,2,8,6
1917,0,1,1,200,20,1,1,6,6,1,8,8
1918,0,1,1,971,32,1,2,6,3,2,6,3
1919,0,1,1,561,40,1,0,3,2,2,6,8
1923,0,1,4,721,24,1,3,4,6,2,8,6
1924,0,1,5,208,23,1,2,4,5,1,6,6
1927,0,1,1,173,19,1,6,4,6,1,7,8
1930,0,0,1,263,29,1,6,6,5,1,9,7
1932,0,0,2,59,14,1,6,8,6,2,8,8
1934,0,1,7,1187,38,1,3,5,5,2,9,8
1941,0,1,1,692,31,1,7,5,9,2,10,7
1958,0,1,1,318,19,1,3,6,4,2,9,6
1959,0,1,1,423,30,1,3,7,3,2,8,7
1961,0,1,1,286,28,1,2,4,4,1,8,3
1963,0,1,1,280,28,1,4,6,5,1,5,4
1965,0,1,1,217,21,1,4,7,5,1,7,7
1966,0,0,1,281,28,1,4,6,4,1,8,7
1967,0,1,1,1438,35,1,4,6,8,2,7,7
1968,0,1,1,113,14,1,3,5,3,1,5,5
1969,0,1,1,447,29,1,2,6,1,2,5,8
1970,0,1,1,279,27,1,4,6,2,1,7,5
1971,0,1,1,462,33,1,4,6,3,2,7,4
1975,0,1,1,280,28,1,4,6,2,1,7,7
1976,0,1,1,55,6,1,1,1,1,1,5,4
1977,0,1,1,2095,36,1,4,5,5,2,7,4
1980,0,1,1,482,34,1,4,3,3,2,7,4
1985,0,1,7,96,12,1,4,3,1,1,4,6
1987,0,1,5,413,21,1,0,5,4,2,7,4
1996,0,1,1,643,29,1,7,7,7,2,8,7
1997,0,0,1,470,33,1,5,5,4,2,6,6
1998,0,1,1,341,34,1,7,8,5,1,3,7
1999,0,1,1,443,24,1,5,7,7,1,8,7
2003,0,1,1,89,8,1,6,5,5,1,8,7
2005,0,1,1,139,13,1,1,4,1,1,5,6
2007,0,1,5,403,28,1,1,1,1,2,7,4
2008,0,1,5,190,23,1,2,7,3,1,4,9
2009,0,1,1,182,13,1,5,6,6,2,5,5
2012,0,0,1,310,22,1,2,5,4,0,10,5
2013,0,0,1,820,30,1,6,6,8,2,10,8
2014,0,1,1,389,38,1,3,6,8,1,7,6
2017,0,0,1,223,22,1,4,4,5,1,5,5
2018,0,1,1,924,30,1,4,8,5,3,7,5
2019,0,1,1,462,33,1,3,8,6,3,10,4
2020,0,0,1,311,31,1,4,6,6,1,6,5
2021,0,0,1,693,27,1,7,7,10,2,9,8
2022,0,1,1,203,20,1,6,6,6,1,6,6
2023,0,0,1,173,17,1,4,6,9,1,5,7
2024,0,1,1,186,18,1,0,6,4,1,5,6
2026,0,1,1,580,32,1,5,7,7,1,6,7
2027,0,1,1,174,17,1,7,6,4,1,6,5
2035,0,1,1,187,13,1,3,6,1,2,7,5
2036,0,1,1,85,8,1,5,6,6,2,5,7
2037,0,0,1,175,17,1,3,7,6,2,6,3
2038,0,1,1,22,2,1,0,3,1,1,8,5
2040,0,1,1,911,35,1,4,4,1,2,8,7
2041,0,1,5,734,28,2,4,5,3,2,8,7
2042,0,1,5,1221,43,1,3,5,7,2,10,8
2043,0,1,5,477,34,1,5,7,8,2,10,8
2044,0,0,5,718,39,1,5,6,5,1,7,9
2045,0,1,1,528,44,1,4,3,4,3,8,7
2047,0,0,5,537,38,1,2,5,3,1,7,6
2048,0,1,5,344,34,1,6,6,2,1,8,9
2049,0,0,5,625,44,1,5,3,6,2,8,8
2050,0,1,5,494,35,1,1,4,2,2,5,5
2052,0,1,1,418,32,1,3,6,3,2,6,7
2054,0,1,1,161,16,1,0,6,4,1,3,6
2055,0,0,1,514,36,1,1,1,4,2,5,4
2057,0,1,5,96,6,1,4,1,3,2,6,5
2064,0,1,1,514,25,1,4,7,6,1,10,8
2065,0,1,1,818,43,1,3,7,4,1,7,7
2066,0,1,1,609,32,1,1,6,3,2,5,5
2068,0,1,1,142,14,1,4,6,2,1,4,5
2069,0,1,1,60,10,1,2,5,6,1,5,6
2071,0,1,1,50,6,1,3,6,1,1,5,6
2074,0,1,1,460,41,1,4,7,4,1,5,6
2075,0,0,1,759,36,1,4,6,5,2,9,7
2078,0,1,1,463,33,1,0,6,5,2,6,7
2079,0,0,1,419,41,1,6,8,6,1,8,6
2081,0,1,1,350,35,1,2,8,5,1,7,7
2083,0,1,5,432,43,1,5,8,4,1,6,7
2084,0,1,1,1190,32,1,7,8,7,2,10,8
2085,0,1,1,187,18,1,2,5,5,0,4,5
2087,0,1,1,123,12,1,6,6,3,2,3,6
2089,0,0,4,88,8,1,4,1,3,1,5,5
2090,0,1,5,554,39,1,2,5,7,2,6,8
2091,0,1,1,1104,36,1,5,8,7,2,10,7
2092,0,1,1,196,19,1,1,6,2,1,6,6
2093,0,1,1,13,2,1,4,3,2,2,4,6
2095,0,1,1,13,2,1,1,3,3,1,5,6
2096,0,1,1,172,17,1,0,5,3,1,3,5
2099,0,1,5,488,34,1,5,4,6,2,7,5
2101,0,1,1,653,24,1,3,7,4,3,8,7
2102,0,1,1,698,34,2,2,5,5,1,8,7
2103,0,0,1,1052,35,1,2,3,4,1,9,5
2104,0,1,1,1752,43,1,8,8,6,1,10,7
2105,0,0,1,1272,39,1,4,6,8,1,9,6
2109,0,1,1,575,33,2,5,4,2,2,7,6
2110,0,1,1,2428,39,1,7,6,9,2,10,5
2111,0,1,1,650,30,1,4,8,7,1,9,8
2112,0,1,1,693,28,3,3,7,7,1,7,7
2114,0,1,1,929,30,2,5,8,8,1,8,5
2115,0,1,1,343,34,1,5,7,1,1,9,6
2116,0,1,1,644,35,1,7,7,4,1,10,7
2118,0,1,1,558,31,1,4,8,8,1,8,7
2119,0,1,1,285,28,1,5,7,3,2,9,7
2120,0,0,1,970,33,1,4,8,3,1,7,8
2121,0,1,1,972,34,2,8,8,8,1,8,8
2122,0,1,1,498,27,1,4,8,5,1,7,6
2123,0,1,1,842,33,1,5,8,8,2,9,7
2124,0,1,1,819,34,1,1,8,5,2,8,6
2125,0,1,1,294,22,1,5,8,6,1,7,7
2126,0,1,1,378,37,1,8,6,7,1,9,7
2129,0,1,1,776,38,1,5,8,9,1,8,9
2131,0,1,1,200,20,1,1,6,4,1,6,6
2132,0,1,1,249,24,1,4,8,3,2,6,8
2134,0,1,1,446,29,1,0,6,5,1,6,7
2135,0,1,1,409,37,1,4,6,5,2,7,6
2136,0,0,1,314,28,1,4,8,1,2,8,9
2138,0,0,1,145,14,1,8,7,7,1,5,7
2139,0,1,1,228,22,1,2,7,1,1,8,2
2140,0,1,1,351,35,1,4,8,3,1,7,8
2143,0,1,1,293,29,1,1,8,3,1,7,4
2145,0,1,1,106,13,1,3,6,3,1,8,5
2146,0,1,1,134,16,1,5,8,3,1,6,7
2147,0,1,1,203,25,1,3,8,3,2,5,7
2150,0,1,5,549,34,2,6,7,2,2,5,8
2151,0,1,5,619,32,1,3,1,5,1,5,1
2155,0,1,5,441,24,1,2,4,1,1,7,5
2159,0,1,1,793,39,1,4,2,4,1,8,8
2160,0,1,5,445,23,1,5,6,6,1,10,8
2162,0,1,8,360,36,1,3,7,6,1,5,7
2163,0,0,1,173,24,1,3,3,4,1,6,8
2164,0,1,1,678,37,1,0,6,4,2,7,7
2165,0,0,5,924,38,1,5,6,7,2,7,7
2166,0,1,5,969,32,1,3,5,5,2,7,9
2167,0,1,5,249,20,1,5,2,6,2,4,6
2171,0,1,5,482,34,1,0,1,4,2,1,8
2174,0,1,1,598,33,1,5,3,7,1,8,8
2178,0,0,1,583,30,1,4,5,1,0,7,6
2179,0,1,1,828,41,1,4,6,3,2,8,7
2182,0,1,5,347,31,1,3,4,2,1,7,8
2183,0,1,5,491,37,1,6,2,7,2,8,8
2184,0,0,5,53,5,1,2,4,5,1,3,4
2205,0,1,1,266,26,1,5,7,7,1,8,6
2206,0,1,1,434,24,1,1,6,3,2,8,7
2207,0,1,1,482,26,1,4,8,5,1,7,6
2209,0,0,1,286,28,1,3,6,4,2,6,5
2210,0,1,1,328,32,1,6,6,3,1,7,5
2212,0,1,1,139,13,1,5,6,3,1,6,7
2217,0,1,5,611,43,1,7,6,4,2,7,8
2218,0,1,5,905,34,1,2,6,3,2,8,5
2219,0,1,5,307,38,1,4,3,3,1,6,5
2220,0,1,5,238,23,1,1,3,2,1,6,5
2222,0,1,1,512,34,1,4,7,8,1,8,8
2223,0,1,1,417,23,1,5,5,6,1,7,6
2224,0,0,1,408,25,1,7,8,9,2,7,8
2226,0,1,1,300,30,1,6,6,6,2,8,8
2227,0,1,1,208,20,1,5,6,2,1,6,6
2228,0,1,1,308,30,1,6,4,3,1,6,7
2231,0,1,1,169,16,1,4,8,8,1,8,7
2233,0,0,1,221,18,1,3,6,4,2,7,7
2234,0,1,1,683,28,1,5,7,5,1,6,5
2235,0,1,1,95,11,1,5,6,5,1,5,5
2236,0,1,1,94,11,1,2,7,2,2,6,7
2237,0,1,1,65,8,1,3,5,3,1,4,2
2238,0,1,1,51,6,1,3,6,4,1,4,6
2240,0,1,1,127,12,1,3,8,5,1,8,8
2244,0,0,1,157,11,1,6,4,7,2,8,8
2247,0,1,1,643,24,1,5,7,7,1,9,8
2249,0,0,1,536,29,1,4,8,2,1,6,7
2250,0,1,1,352,27,1,3,6,1,2,7,6
2251,0,1,1,171,17,1,0,7,6,1,9,6
2255,0,1,1,60,7,1,3,4,2,2,2,3
2257,0,1,1,35,4,1,3,5,1,1,3,7
2258,0,0,5,166,16,1,2,3,4,1,6,3
2259,0,1,1,907,33,1,4,5,3,2,7,7
2262,0,1,1,668,33,1,5,4,3,1,4,6
2263,0,1,1,346,24,1,0,6,4,2,7,5
2264,0,1,1,211,21,1,4,6,6,1,7,6
2265,0,1,1,380,38,1,4,6,5,1,6,4
2266,0,1,1,266,26,1,4,7,4,2,7,7
2267,0,1,1,212,21,1,3,5,4,1,9,7
2268,0,1,1,43,5,1,4,3,6,1,9,5
2271,0,0,1,13,2,1,5,3,5,1,4,5
2274,0,0,1,55,9,1,4,1,3,0,5,4
2275,0,1,1,304,30,1,7,5,7,1,8,7
2278,0,1,5,1807,39,1,3,6,5,2,9,8
2279,0,1,1,425,42,1,5,6,8,2,9,4
2280,0,1,1,568,35,1,6,7,8,1,8,8
2282,0,1,1,183,18,1,3,7,2,1,7,6
2283,0,0,1,613,30,1,7,8,6,1,8,7
2284,0,1,1,741,37,1,6,7,5,1,9,8
2285,0,1,1,320,22,1,5,8,5,2,7,5
2286,0,0,1,987,32,1,6,8,8,1,10,7
2288,0,1,1,145,14,1,1,7,1,1,6,5
2289,0,1,1,405,21,1,6,8,2,1,5,7
2292,0,1,1,240,24,1,4,7,5,1,6,6
2293,0,1,1,101,12,1,4,6,5,1,5,6
2294,0,0,1,236,23,1,5,8,6,1,8,7
2296,0,0,1,148,14,1,3,5,1,2,5,6
2297,0,1,1,111,11,1,5,7,4,2,5,6
2299,0,1,1,86,8,1,3,6,5,1,7,5
2300,0,0,1,262,26,1,5,6,3,2,6,7
2301,0,1,1,215,21,1,3,7,3,1,7,6
2302,0,0,1,191,23,1,4,5,3,1,3,7
2304,0,1,1,81,10,1,3,4,1,1,4,5
2307,0,1,1,73,7,1,4,5,4,1,5,5
2308,0,1,5,1195,36,1,5,7,8,2,8,8
2309,0,1,5,797,36,1,5,6,3,2,6,6
2310,0,1,1,375,20,1,6,7,6,1,6,6
2311,0,0,1,264,26,1,2,7,1,1,5,6
2312,0,1,1,232,23,1,2,7,6,1,5,6
2313,0,0,1,251,25,1,4,6,2,1,6,3
2314,0,0,1,111,11,1,5,6,2,1,5,5
2319,0,1,1,657,26,1,7,8,5,2,8,6
2320,0,1,1,207,20,1,4,4,5,1,6,4
2321,0,1,1,147,14,1,4,5,6,1,8,7
2322,0,1,1,17,3,1,1,1,3,1,4,3
2324,0,1,1,241,24,1,3,6,6,1,5,5
2325,0,1,1,159,15,1,6,6,4,2,8,8
2326,0,1,5,763,38,1,8,5,3,2,9,9
2329,0,1,1,1506,38,1,9,7,8,2,10,6
2330,0,1,1,914,28,1,5,8,6,1,10,6
2331,0,1,1,61,6,1,5,7,6,1,6,7
2333,0,0,1,146,14,1,2,6,1,0,6,7
2334,0,1,1,199,19,1,5,7,7,1,7,7
2335,0,1,1,69,6,1,3,6,7,1,7,7
2336,0,1,1,151,15,1,1,7,5,2,9,7
2338,0,1,1,149,14,1,6,8,6,1,7,5
2339,0,1,1,513,27,1,6,7,7,2,8,7
2343,0,1,1,62,7,1,5,5,4,1,7,5
2347,0,1,1,122,12,1,0,5,3,1,6,4
2348,0,0,1,168,16,1,1,7,5,1,6,6
2350,0,1,1,12,3,1,1,1,4,1,7,4
2355,0,0,5,1003,41,3,4,7,8,2,10,8
2356,0,1,5,803,33,2,7,4,5,2,9,8
2359,0,1,1,215,21,1,6,8,8,1,6,8
2360,0,1,1,189,18,1,5,7,8,1,8,6
2361,0,1,1,323,23,1,8,8,5,1,9,7
2362,0,1,1,240,24,1,7,5,7,2,5,6
2363,0,1,1,229,22,1,2,6,8,1,7,6
2364,0,1,1,199,19,1,7,7,7,1,7,7
2365,0,1,1,273,27,1,3,7,5,1,7,6
2366,0,0,1,44,5,1,2,5,3,1,5,7
2367,0,1,1,108,13,1,5,8,3,1,7,7
2372,0,0,1,33,5,1,4,3,3,2,3,5
2373,0,1,1,63,7,1,1,6,1,1,5,8
2374,0,0,1,51,6,1,3,5,5,1,5,6
2375,0,1,1,415,27,1,7,7,8,1,10,7
2378,0,1,1,398,23,1,7,8,9,1,10,7
2379,0,1,1,345,20,1,8,8,9,1,10,8
2380,0,1,1,184,18,1,1,7,1,2,6,7
2381,0,1,1,167,16,1,2,7,6,1,7,6
2384,0,1,1,112,11,1,2,7,5,1,6,5
2386,0,0,5,427,42,1,6,4,9,1,5,9
2387,0,1,1,244,24,1,5,7,7,2,6,8
2388,0,1,1,246,24,1,2,6,3,1,5,6
2389,0,1,1,308,28,1,4,6,4,1,7,4
2390,0,1,1,163,16,1,3,6,6,1,7,6
2391,0,1,1,66,8,1,3,5,4,1,5,5
2392,0,0,1,73,9,1,4,5,6,1,7,6
2393,0,1,1,56,5,1,3,7,8,1,6,6
2394,0,1,1,44,5,1,2,7,3,1,6,4
2395,0,0,1,172,17,1,5,7,6,1,8,5
2396,0,1,1,35,4,1,2,5,4,1,5,5
2397,0,1,1,257,25,1,2,7,5,1,6,4
2398,0,0,1,164,16,1,5,7,2,1,8,5
2400,0,1,5,486,37,1,3,6,4,1,7,5
2401,1,1,5,329,32,1,5,5,8,2,9,8
2406,0,1,1,170,24,1,4,6,5,1,8,8
2407,0,1,1,131,13,1,4,5,5,1,4,6
2409,0,1,1,245,24,1,6,5,3,1,7,8
2410,0,1,1,72,9,1,4,6,3,1,5,5
2411,0,1,1,570,30,1,5,7,7,2,9,9
2412,0,0,1,578,27,1,8,8,8,1,9,7
2414,0,0,1,236,23,1,7,7,9,1,8,7
2415,0,1,1,331,33,1,7,7,6,1,6,7
2416,0,1,1,256,25,1,6,6,7,1,6,7
2417,0,1,1,60,7,1,3,6,1,1,4,4
2419,0,1,1,199,24,1,4,7,4,2,5,6
2420,0,1,1,229,22,1,3,7,5,1,7,6
2422,0,1,1,930,30,1,1,7,6,1,7,8
2423,0,1,1,507,26,1,3,8,4,1,7,7
2424,0,1,1,175,19,1,1,7,7,1,5,8
2425,0,1,1,213,21,1,2,7,6,1,7,7
2426,0,1,1,382,38,1,4,8,7,1,8,5
2427,0,1,1,256,25,1,8,8,6,1,9,8
2428,0,1,1,301,25,1,4,6,9,1,6,7
2429,0,1,1,272,27,1,1,7,1,1,8,6
2432,0,1,1,315,31,1,5,7,8,2,9,7
2436,0,1,1,40,6,1,2,7,4,2,8,7
2437,0,1,1,35,5,1,2,6,3,0,5,4
2438,0,1,1,31,4,1,2,8,6,1,6,6
2439,0,0,1,13,2,1,1,4,4,1,5,8
2440,0,1,1,24,4,1,5,6,6,1,7,8
2442,0,1,1,615,27,2,4,4,7,1,7,7
2443,1,1,1,831,36,1,3,5,4,1,6,8
2444,0,1,1,647,29,1,4,8,6,1,9,7
2447,0,0,1,373,26,1,6,7,6,1,10,6
2448,1,1,1,420,26,1,6,7,5,1,8,7
2453,0,1,5,826,29,1,4,6,5,2,8,4
2454,0,1,1,1839,32,1,5,6,9,2,9,7
2455,0,1,5,1352,40,1,4,8,4,2,10,8
2456,0,1,1,429,23,1,0,6,3,1,8,6
2457,0,1,1,657,28,1,1,8,2,1,5,8
2458,0,0,1,269,20,1,4,6,4,1,10,6
2459,0,1,1,135,13,1,3,5,3,1,6,7
2460,0,1,1,110,11,1,3,8,1,1,9,7
2461,0,1,1,510,23,1,4,7,5,1,7,7
2462,0,1,1,173,17,1,3,5,5,2,6,8
2464,0,0,1,93,9,1,2,3,1,1,4,3
2465,0,1,1,280,28,1,4,4,6,1,5,5
2467,0,1,1,144,14,1,2,5,4,1,5,7
2469,0,1,1,161,16,1,1,3,2,1,4,1
2470,0,1,1,141,14,1,5,4,3,1,6,5
2471,0,1,1,145,14,1,2,6,4,1,7,7
2472,0,0,1,220,22,1,2,5,5,1,4,6
2475,0,0,1,14,3,1,1,6,1,0,3,1
2476,0,0,1,230,15,1,2,6,4,1,6,7
2485,1,1,1,474,31,1,5,5,8,1,9,9
2486,1,1,1,828,28,1,7,7,6,1,7,8
2487,0,1,1,331,19,1,0,8,5,2,9,6
2488,0,1,1,252,18,1,4,8,4,2,9,7
2489,0,1,1,241,21,1,3,6,7,1,5,8
2490,0,1,1,138,13,1,3,7,4,1,6,5
2491,0,1,1,117,11,1,4,7,6,1,7,6
2492,0,0,1,194,16,1,4,7,7,2,5,6
2493,0,1,1,239,23,1,4,7,2,1,3,5
2494,0,1,1,157,15,1,1,7,2,1,5,4
2495,0,1,1,173,17,1,7,6,8,1,7,6
2496,0,1,1,62,6,1,2,5,6,1,4,6
2498,0,1,1,126,12,1,6,7,5,0,9,5
2500,0,1,1,67,6,1,4,4,3,1,7,5
2501,0,1,1,52,6,1,1,5,5,1,5,6
2505,0,0,1,109,10,1,3,5,5,1,6,5
2506,0,1,1,50,5,1,2,7,4,1,5,6
2508,0,1,1,127,12,1,5,5,1,1,8,6
2509,0,1,1,55,5,1,0,5,4,1,4,6
2513,0,1,1,126,12,1,3,7,6,1,7,7
2514,0,0,5,263,26,3,2,2,5,2,8,5
2517,0,0,5,221,22,1,1,5,4,1,8,6
2518,0,1,1,253,15,1,7,6,1,2,6,6
2519,0,1,1,153,15,1,1,6,7,1,6,5
2520,0,1,1,179,17,1,3,7,5,1,6,7
2521,0,0,1,145,14,1,2,7,4,1,5,6
2522,0,1,1,13,2,1,0,4,4,1,4,5
2523,0,1,1,177,14,1,5,6,4,2,5,6
2524,0,1,1,133,13,1,2,6,2,1,7,8
2525,0,0,1,238,23,1,6,5,5,2,8,5
2526,0,1,1,38,4,1,3,5,4,1,5,5
2527,0,1,1,161,16,1,7,6,5,1,7,6
2528,0,1,1,269,26,1,4,7,4,1,7,6
2529,0,1,1,66,8,1,3,5,4,2,7,6
2530,0,1,1,499,29,1,9,8,8,1,8,9
2531,0,1,5,760,38,1,4,8,1,1,8,8
2532,0,1,1,866,27,1,8,8,9,2,10,7
2534,0,0,1,6,1,1,1,1,1,1,3,2
2535,0,0,1,22,3,1,1,4,3,2,4,4
2536,0,0,1,17,2,1,3,3,4,2,4,6
2537,0,0,1,113,11,1,5,7,7,1,4,7
2538,0,0,1,134,14,1,8,5,7,1,8,8
2539,0,1,1,153,15,1,2,6,1,1,6,7
2540,0,1,1,32,4,1,4,3,4,0,6,3
2541,0,1,1,15,3,1,1,3,4,1,5,5
2542,0,0,1,183,18,1,4,6,6,1,8,4
2543,0,1,1,18,3,1,1,3,1,1,4,3
2544,0,1,1,11,1,1,4,5,4,1,6,7
2545,0,1,1,6,1,1,3,3,1,0,3,5
2548,0,0,1,4,1,1,1,1,1,1,3,3
2551,0,0,1,652,32,1,5,7,8,1,9,7
2552,0,1,1,1214,40,1,5,8,6,1,8,8
2553,0,0,1,762,27,1,8,8,7,1,9,9
2555,0,1,1,211,21,1,2,8,5,1,7,6
2556,0,0,1,157,15,1,3,6,3,1,8,6
2557,0,0,1,113,11,1,2,3,6,2,8,6
2558,1,0,1,21,3,1,2,2,5,1,5,6
2559,0,1,1,314,28,1,7,8,4,2,8,8
2560,0,1,1,51,5,1,4,5,2,1,8,6
2561,0,1,1,93,9,1,3,4,3,1,6,2
2562,0,1,1,211,21,1,2,7,6,1,9,7
2563,0,1,1,86,8,1,1,4,3,2,6,7
2565,0,1,1,114,11,1,3,6,6,1,6,7
2566,0,0,1,228,20,1,1,5,6,1,9,7
2568,0,0,1,12,2,1,1,3,3,1,5,5
2570,0,0,1,99,9,1,4,4,3,1,5,4
2572,0,1,1,45,5,1,5,5,2,2,4,7
2575,0,1,1,30,3,1,1,5,1,1,6,5
2576,0,1,1,63,6,1,3,4,5,1,8,6
2577,0,0,1,76,7,1,2,6,6,1,5,7
2579,0,0,5,1738,40,3,6,7,10,2,8,9
2580,0,0,5,862,43,2,7,5,4,2,9,9
2583,0,1,1,327,27,1,6,8,4,1,10,8
2584,0,0,1,258,25,1,1,6,3,1,5,7
2590,0,1,1,10,2,1,0,5,4,1,6,6
2591,0,0,1,23,3,1,2,6,3,1,3,3
2592,0,1,1,12,2,1,0,4,3,1,4,4
2594,0,1,1,21,3,1,2,4,3,1,5,6
2598,0,1,1,17,3,1,4,5,4,1,5,6
2599,0,0,1,212,21,1,4,7,8,1,4,7
2601,0,0,1,146,14,1,4,7,9,1,7,8
2603,0,1,1,13,2,1,4,2,3,1,4,4
2604,0,0,1,5,1,1,3,2,4,1,3,5
2607,0,0,1,8,2,1,4,2,2,1,2,6
2609,0,0,1,6,1,1,2,0,2,1,2,4
2611,0,1,1,345,18,1,3,5,8,2,9,6
2612,0,0,1,467,21,1,6,6,2,2,6,7
2613,0,1,1,131,13,1,3,4,2,1,7,7
2615,0,1,1,200,20,1,1,6,5,1,7,7
2621,0,0,1,30,5,1,1,2,2,1,5,5
2622,0,0,1,7,1,1,0,3,2,1,4,5
2624,0,0,1,37,5,1,3,2,1,2,4,7
2625,0,0,1,405,33,1,6,8,6,1,8,8
2626,0,1,1,381,38,1,6,6,7,1,8,7
2627,0,1,1,209,20,1,3,5,1,1,6,7
2629,0,1,1,28,4,1,3,5,4,1,6,6
2633,0,0,1,7,1,1,1,3,5,1,5,5
2634,0,0,1,20,3,1,1,7,6,2,5,6
2635,0,0,1,685,34,1,8,6,6,1,7,5
2636,0,1,1,190,19,1,3,5,6,1,6,6
2637,0,0,1,29,3,1,2,6,3,1,6,6
2642,0,0,1,10,1,1,2,1,1,2,6,4
2643,0,0,1,25,4,1,2,4,6,1,5,5
2646,0,1,1,15,3,1,4,1,2,1,2,3
2650,0,1,1,185,23,1,4,6,10,1,5,6
2652,0,0,1,47,7,1,3,5,5,1,5,5
2654,0,1,1,285,28,1,5,5,7,1,6,3
2656,0,1,5,545,38,1,3,8,4,2,10,8
