mrun;cod_nivel;es_mujer;prioritario;lat_con_error;lon_con_error;calidad_georef;cod_com;nom_com
21025179;1;1;0;-29,989742;-71,340492;1;4102;COQUIMBO
21027532;1;0;1;-40,913002;-73,158173;2;10303;PURRANQUE
21028091;-1;1;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
21033119;0;0;1;-30,031363;-70,705238;1;4106;VICUÑA
21035250;9;0;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
21036811;1;1;0;-34,597839;-71,363297;2;6306;PALMILLA
21037092;9;1;1;-29,977842;-71,325409;1;4102;COQUIMBO
21040575;-1;1;0;-53,144516;-70,883965;1;12101;PUNTA ARENAS
21051826;0;0;0;-34,583561;-70,989891;2;6301;SAN FERNANDO
21052800;9;1;0;-40,574604;-73,135757;2;10301;OSORNO
21056586;9;0;0;-34,286243;-70,816078;2;6116;REQUINOA
21056696;1;0;1;-40,574604;-73,135757;2;10301;OSORNO
21063820;1;1;0;-29,963058;-71,251686;1;4102;COQUIMBO
21067589;0;0;0;-29,902227;-71,2509;2;4101;LA SERENA
21068142;0;1;0;-29,902227;-71,2509;2;4101;LA SERENA
21077076;-1;0;0;-30,604809;-71,205421;2;4301;OVALLE
21079664;-1;0;0;-34,269714;-70,951683;2;6103;COINCO
21080553;-1;1;1;-34,439323;-71,07608;2;6117;SAN VICENTE
21082650;9;0;1;-20,213099;-70,153725;2;1101;IQUIQUE
21085580;1;0;1;-34,583561;-70,989891;2;6301;SAN FERNANDO
21087375;-1;0;0;-34,170376;-70,740807;2;6101;RANCAGUA
21088645;9;0;1;-33,98008;-70,711525;2;6110;MOSTAZAL
21089752;-1;1;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
21103546;1;1;1;-30,604809;-71,205421;2;4301;OVALLE
21121859;-1;1;1;-34,396488;-71,169037;2;6112;PEUMO
21123357;0;1;1;-30,833839;-71,258026;2;4304;PUNITAQUI
21123852;9;0;1;-34,170376;-70,740807;2;6101;RANCAGUA
21126341;-1;0;1;-34,358288;-71,283089;2;6113;PICHIDEGUA
21127169;-1;0;1;-34,439323;-71,07608;2;6117;SAN VICENTE
21127563;9;0;1;-34,064541;-70,725945;2;6106;GRANEROS
21133728;9;0;0;-20,255342;-70,105721;1;1107;ALTO HOSPICIO
21135051;-1;1;0;-40,574604;-73,135757;2;10301;OSORNO
21136292;0;1;0;-29,953829;-71,338135;2;4102;COQUIMBO
21138189;1;1;0;-29,87138;-71,235138;1;4101;LA SERENA
21138883;9;1;0;-42,482834;-73,762733;2;10201;CASTRO
21141823;0;0;0;-30,604809;-71,205421;2;4301;OVALLE
21143833;1;0;0;-34,583561;-70,989891;2;6301;SAN FERNANDO
21144130;1;1;1;-20,267946;-70,102318;2;1107;ALTO HOSPICIO
21149089;1;1;0;-20,237816;-70,131485;1;1101;IQUIQUE
21153535;7;0;0;-34,728287;-71,273399;2;6302;CHEPICA
21154556;9;1;1;-42,468441;-73,776093;1;10201;CASTRO
21160350;0;0;1;-42,623821;-73,772224;2;10203;CHONCHI
21162066;0;1;1;-34,597839;-71,363297;2;6306;PALMILLA
21163427;9;1;0;-34,134529;-70,742088;1;6101;RANCAGUA
21167089;7;1;1;-20,213099;-70,153725;2;1101;IQUIQUE
21171750;-1;0;0;-29,953829;-71,338135;2;4102;COQUIMBO
21174480;0;0;0;-29,953829;-71,338135;2;4102;COQUIMBO
21174503;-1;0;1;-42,482834;-73,762733;2;10201;CASTRO
21177057;7;0;1;-34,651611;-71,206238;2;6305;NANCAGUA
21177182;1;0;0;-20,267946;-70,102318;2;1107;ALTO HOSPICIO
21179486;1;0;1;-29,902227;-71,2509;2;4101;LA SERENA
21180599;1;1;1;-20,267946;-70,102318;2;1107;ALTO HOSPICIO
21183775;-1;0;0;-53,157867;-70,912186;2;12101;PUNTA ARENAS
21183843;9;1;1;-41,462818;-72,931435;1;10101;PUERTO MONTT
21185319;-1;0;0;-41,472149;-72,937233;2;10101;PUERTO MONTT
21188603;0;1;0;-34,592716;-70,978912;1;6301;SAN FERNANDO
21188627;-1;0;1;-29,953829;-71,338135;2;4102;COQUIMBO
21197399;1;1;0;-31,633623;-71,168144;2;4201;ILLAPEL
21198391;7;1;1;-41,256516;-73,005882;2;10107;LLANQUIHUE
21201970;-1;1;1;-41,463932;-72,965744;1;10101;PUERTO MONTT
21202932;0;1;1;-53,294964;-70,369629;2;12301;PORVENIR
21203426;1;0;1;-29,880243;-71,249451;1;4101;LA SERENA
21206085;1;0;0;-29,881588;-71,231819;1;4101;LA SERENA
21206643;1;1;0;-29,902227;-71,2509;2;4101;LA SERENA
21207387;1;1;1;-41,772583;-73,127243;2;10102;CALBUCO
21213533;-1;0;1;-30,604809;-71,205421;2;4301;OVALLE
21213992;7;0;1;-30,604809;-71,205421;2;4301;OVALLE
21216698;0;1;1;-41,772583;-73,127243;2;10102;CALBUCO
21219060;9;1;1;-34,156895;-70,759521;1;6101;RANCAGUA
21221251;-1;0;1;-29,995125;-71,330048;1;4102;COQUIMBO
21225264;1;0;0;-29,940432;-71,254059;1;4101;LA SERENA
21226126;9;1;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
21228459;1;0;1;-20,265799;-70,124512;1;1101;IQUIQUE
21229376;-1;0;1;-31,788334;-70,958687;1;4204;SALAMANCA
21229840;9;0;1;-34,170376;-70,740807;2;6101;RANCAGUA
21233541;0;0;1;-29,933264;-71,251472;1;4101;LA SERENA
21238959;-1;1;0;-30,604307;-71,21225;1;4301;OVALLE
21241431;0;0;1;-29,953829;-71,338135;2;4102;COQUIMBO
21245586;9;1;1;-34,728287;-71,273399;2;6302;CHEPICA
21246530;1;0;1;-29,953829;-71,338135;2;4102;COQUIMBO
21248608;0;1;1;-31,633623;-71,168144;2;4201;ILLAPEL
21255198;9;0;0;-53,159439;-70,892838;1;12101;PUNTA ARENAS
21258762;7;0;0;-34,583561;-70,989891;2;6301;SAN FERNANDO
21261711;7;0;1;-20,260965;-70,125824;1;1101;IQUIQUE
21270336;1;1;1;-34,064541;-70,725945;2;6106;GRANEROS
21275613;-1;1;0;-41,866005;-73,830009;1;10202;ANCUD
21276864;1;1;1;-34,70842;-71,041237;2;6303;CHIMBARONGO
21288469;6;0;1;-53,157867;-70,912186;2;12101;PUNTA ARENAS
21290905;8;0;0;-53,157867;-70,912186;2;12101;PUNTA ARENAS
21291165;1;1;1;-29,902227;-71,2509;2;4101;LA SERENA
21296560;1;1;1;-29,953829;-71,338135;2;4102;COQUIMBO
21298757;-1;1;1;-34,064541;-70,725945;2;6106;GRANEROS
21309588;-1;1;0;-29,902227;-71,2509;2;4101;LA SERENA
21319419;1;0;0;-29,98847;-71,338394;1;4102;COQUIMBO
21325261;1;1;1;-34,170376;-70,740807;2;6101;RANCAGUA
21326262;9;1;0;-29,953829;-71,338135;2;4102;COQUIMBO
21328041;9;0;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
21335968;6;0;0;-53,157867;-70,912186;2;12101;PUNTA ARENAS
21339937;9;1;0;-34,170376;-70,740807;2;6101;RANCAGUA
21341278;7;0;0;-31,780977;-70,965851;2;4204;SALAMANCA
21342256;0;0;1;-43,118206;-73,61805;2;10208;QUELLON
21344971;1;1;1;-20,267946;-70,102318;2;1107;ALTO HOSPICIO
21346593;7;0;1;-42,482834;-73,762733;2;10201;CASTRO
21350414;1;0;1;-30,600069;-71,192215;1;4301;OVALLE
21355546;-1;0;1;-34,70842;-71,041237;2;6303;CHIMBARONGO
21365182;-1;0;0;-42,482834;-73,762733;2;10201;CASTRO
21366661;0;1;0;-53,157867;-70,912186;2;12101;PUNTA ARENAS
21370723;-1;0;0;-34,583561;-70,989891;2;6301;SAN FERNANDO
21371685;1;0;0;-30,604809;-71,205421;2;4301;OVALLE
21372110;9;0;1;-34,168446;-70,754585;1;6101;RANCAGUA
21376797;-1;0;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
21386885;0;1;0;-29,953829;-71,338135;2;4102;COQUIMBO
21392211;1;1;0;-29,959188;-71,251236;1;4102;COQUIMBO
21394155;1;0;1;-41,872826;-73,823456;1;10202;ANCUD
21397244;1;1;1;-34,408901;-70,860115;2;6115;RENGO
21403102;9;0;1;-34,358288;-71,283089;2;6113;PICHIDEGUA
21406428;1;1;0;-34,269714;-70,951683;2;6103;COINCO
21413861;1;0;1;-20,267946;-70,102318;2;1107;ALTO HOSPICIO
21414280;1;1;0;-41,463436;-72,95974;1;10101;PUERTO MONTT
21414713;-1;1;1;-29,902227;-71,2509;2;4101;LA SERENA
21414978;1;0;0;-34,170376;-70,740807;2;6101;RANCAGUA
21419890;1;0;1;-42,917061;-72,705544;1;10401;CHAITEN
21420048;0;1;0;-31,633623;-71,168144;2;4201;ILLAPEL
21424822;1;0;0;-29,976845;-71,329491;1;4102;COQUIMBO
21425607;9;1;0;-33,986576;-70,704735;1;6110;MOSTAZAL
21426415;9;0;1;-34,408901;-70,860115;2;6115;RENGO
21427601;7;0;0;-43,118206;-73,61805;2;10208;QUELLON
21428750;1;0;1;-33,98008;-70,711525;2;6110;MOSTAZAL
21429181;-1;1;0;-42,482834;-73,762733;2;10201;CASTRO
21430885;7;1;0;-34,170376;-70,740807;2;6101;RANCAGUA
21431860;7;0;0;-40,913002;-73,158173;2;10303;PURRANQUE
21433089;0;1;1;-34,064541;-70,725945;2;6106;GRANEROS
21435263;9;0;0;-42,144165;-73,472809;2;10209;QUEMCHI
21439516;1;1;1;-34,170376;-70,740807;2;6101;RANCAGUA
21444049;1;0;1;-31,638191;-71,174393;1;4201;ILLAPEL
21444995;9;1;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
21449044;0;1;0;-34,170376;-70,740807;2;6101;RANCAGUA
21459539;1;1;1;-41,868153;-73,828209;2;10202;ANCUD
21460043;-1;0;0;-29,970951;-71,254974;1;4102;COQUIMBO
21466832;0;0;1;-30,604809;-71,205421;2;4301;OVALLE
21470870;-1;1;1;-40,574604;-73,135757;2;10301;OSORNO
21473376;0;1;1;-20,269272;-70,099434;1;1107;ALTO HOSPICIO
21473706;1;1;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
21475823;0;1;1;-34,439323;-71,07608;2;6117;SAN VICENTE
21476108;7;1;0;-34,183483;-70,758713;1;6101;RANCAGUA
21481209;-1;1;1;-30,833839;-71,258026;2;4304;PUNITAQUI
21481993;9;1;0;-20,224087;-70,141182;1;1101;IQUIQUE
21482181;0;1;1;-34,170376;-70,740807;2;6101;RANCAGUA
21485454;0;1;1;-41,772583;-73,127243;2;10102;CALBUCO
21489262;9;1;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
21493222;1;1;0;-29,880568;-71,250504;1;4101;LA SERENA
21493312;0;0;1;-34,18259;-70,651115;2;6108;MACHALI
21493606;-1;0;0;-31,780977;-70,965851;2;4204;SALAMANCA
21494416;0;1;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
21496595;9;0;0;-34,125599;-70,741241;1;6101;RANCAGUA
21499069;1;1;0;-34,286243;-70,816078;2;6116;REQUINOA
21500022;9;0;0;-40,574604;-73,135757;2;10301;OSORNO
21500189;1;0;0;-20,223665;-70,144051;1;1101;IQUIQUE
21501059;9;1;1;-40,574604;-73,135757;2;10301;OSORNO
21502547;1;1;1;-34,583561;-70,989891;2;6301;SAN FERNANDO
21505573;1;1;1;-33,98008;-70,711525;2;6110;MOSTAZAL
21510799;10;0;1;-53,156353;-70,891571;1;12101;PUNTA ARENAS
21511963;0;0;0;-20,238375;-70,127296;1;1101;IQUIQUE
21514917;9;0;1;-40,972916;-72,883698;2;10302;PUERTO OCTAY
21515530;1;0;0;-40,574604;-73,135757;2;10301;OSORNO
21521456;0;0;1;-34,170376;-70,740807;2;6101;RANCAGUA
21523246;-1;1;0;-29,902227;-71,2509;2;4101;LA SERENA
21526157;1;1;1;-31,631723;-71,167603;1;4201;ILLAPEL
21527023;9;0;0;-34,408901;-70,860115;2;6115;RENGO
21532334;1;0;0;-29,953829;-71,338135;2;4102;COQUIMBO
21540385;8;0;0;-53,157867;-70,912186;2;12101;PUNTA ARENAS
21545346;0;1;0;-34,148731;-70,74231;1;6101;RANCAGUA
21545891;1;1;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
21546785;-1;1;0;-20,272768;-70,09359;1;1107;ALTO HOSPICIO
21547881;1;0;0;-31,633623;-71,168144;2;4201;ILLAPEL
21551810;-1;0;1;-51,725929;-72,509537;2;12401;NATALES
21552853;0;1;0;-30,604809;-71,205421;2;4301;OVALLE
21553471;0;0;1;-41,623501;-73,595055;2;10108;MAULLIN
21554146;1;0;1;-34,18959;-70,724266;1;6101;RANCAGUA
21562817;0;0;0;-40,574604;-73,135757;2;10301;OSORNO
21568257;9;1;0;-34,153084;-70,750931;1;6101;RANCAGUA
21574510;9;1;1;-34,20232;-70,752663;1;6111;OLIVAR
21577415;-1;1;0;-29,902227;-71,2509;2;4101;LA SERENA
21579628;-1;0;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
21579702;1;0;1;-20,267946;-70,102318;2;1107;ALTO HOSPICIO
21580462;9;1;1;-42,623821;-73,772224;2;10203;CHONCHI
21581368;0;0;0;-29,953829;-71,338135;2;4102;COQUIMBO
21584551;1;1;1;-33,98008;-70,711525;2;6110;MOSTAZAL
21585989;-1;0;1;-40,574604;-73,135757;2;10301;OSORNO
21587069;1;1;1;-30,033573;-70,713631;2;4106;VICUÑA
21587875;-1;0;1;-29,966541;-71,262238;1;4102;COQUIMBO
21589670;1;0;0;-20,213099;-70,153725;2;1101;IQUIQUE
21590023;-1;1;1;-53,157867;-70,912186;2;12101;PUNTA ARENAS
21590224;1;0;1;-34,170376;-70,740807;2;6101;RANCAGUA
21593628;-1;0;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
21596725;1;0;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
21599144;-1;1;1;-30,833839;-71,258026;2;4304;PUNITAQUI
21603887;0;0;0;-20,245489;-70,132912;1;1101;IQUIQUE
21607606;0;1;1;-41,772583;-73,127243;2;10102;CALBUCO
21612725;9;1;1;-34,170376;-70,740807;2;6101;RANCAGUA
21619483;-1;1;1;-34,70842;-71,041237;2;6303;CHIMBARONGO
21620551;-1;0;1;-34,18259;-70,651115;2;6108;MACHALI
21624538;9;0;1;-29,953829;-71,338135;2;4102;COQUIMBO
21626094;0;0;1;-41,396317;-73,462578;2;10106;LOS MUERMOS
21633795;-1;0;1;-31,780977;-70,965851;2;4204;SALAMANCA
21636799;9;1;1;-34,354427;-70,964424;2;6114;QUINTA DE TILCOCO
21637982;9;1;0;-29,916588;-71,225357;1;4101;LA SERENA
21643538;9;0;1;-34,206142;-71,6549;2;6202;LA ESTRELLA
21646550;-1;0;0;-20,230408;-70,14299;1;1101;IQUIQUE
21653831;1;0;0;-29,903923;-71,265556;1;4101;LA SERENA
21656027;1;1;1;-29,953829;-71,338135;2;4102;COQUIMBO
21657133;9;1;1;-34,208759;-70,817383;2;6111;OLIVAR
21657525;-1;0;1;-40,574604;-73,135757;2;10301;OSORNO
21658663;-1;0;1;-33,98008;-70,711525;2;6110;MOSTAZAL
21659327;8;1;0;-53,16666;-70,92382;1;12101;PUNTA ARENAS
21661457;-1;0;1;-20,267946;-70,102318;2;1107;ALTO HOSPICIO
21662163;1;0;1;-34,358288;-71,283089;2;6113;PICHIDEGUA
21672269;7;0;1;-29,924362;-71,211388;1;4101;LA SERENA
21673810;-1;0;1;-31,633623;-71,168144;2;4201;ILLAPEL
21678275;1;0;1;-34,170376;-70,740807;2;6101;RANCAGUA
21678902;9;1;0;-53,294964;-70,369629;2;12301;PORVENIR
21682489;-1;1;0;-34,358288;-71,283089;2;6113;PICHIDEGUA
21684100;-1;0;1;-53,157867;-70,912186;2;12101;PUNTA ARENAS
21688950;9;0;0;-34,170376;-70,740807;2;6101;RANCAGUA
21693492;-1;0;0;-31,909607;-71,511116;2;4203;LOS VILOS
21695292;9;0;0;-34,651611;-71,206238;2;6305;NANCAGUA
21697376;9;0;0;-41,153004;-73,421379;2;10104;FRESIA
21700251;8;1;0;-53,157867;-70,912186;2;12101;PUNTA ARENAS
21702546;9;0;0;-40,574604;-73,135757;2;10301;OSORNO
21708499;-1;0;1;-34,338917;-70,833588;1;6115;RENGO
21708639;7;0;0;-42,482834;-73,762733;2;10201;CASTRO
21709924;-1;0;0;-34,157017;-70,703239;1;6101;RANCAGUA
21711422;-1;1;1;-34,286243;-70,816078;2;6116;REQUINOA
21713083;0;1;1;-34,639771;-71,365753;2;6310;SANTA CRUZ
21717364;-1;1;0;-29,953829;-71,338135;2;4102;COQUIMBO
21717955;9;0;1;-41,256516;-73,005882;2;10107;LLANQUIHUE
21723101;9;1;1;-29,902227;-71,2509;2;4101;LA SERENA
21730808;-1;0;1;-20,213099;-70,153725;2;1101;IQUIQUE
21731979;-1;0;1;-34,358288;-71,283089;2;6113;PICHIDEGUA
21732195;0;0;0;-29,924528;-71,201965;1;4101;LA SERENA
21733411;7;1;1;-40,574604;-73,135757;2;10301;OSORNO
21733552;-1;0;1;-34,173965;-70,739532;1;6101;RANCAGUA
21735848;1;1;0;-34,651611;-71,206238;2;6305;NANCAGUA
21736587;1;0;1;-42,482834;-73,762733;2;10201;CASTRO
21737842;1;0;1;-30,604809;-71,205421;2;4301;OVALLE
21743221;-1;1;1;-34,439323;-71,07608;2;6117;SAN VICENTE
21744236;7;0;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
21745880;0;0;0;-20,213099;-70,153725;2;1101;IQUIQUE
21750768;0;0;1;-29,953829;-71,338135;2;4102;COQUIMBO
21750932;-1;1;1;-29,867895;-71,242592;1;4101;LA SERENA
21753571;1;0;0;-29,915916;-71,235321;1;4101;LA SERENA
21754845;1;1;0;-53,157867;-70,912186;2;12101;PUNTA ARENAS
21756045;1;1;0;-29,981495;-71,335777;1;4102;COQUIMBO
21756456;0;1;1;-29,902227;-71,2509;2;4101;LA SERENA
21759786;9;0;1;-42,471001;-73,488426;2;10210;QUINCHAO
21762423;9;1;0;-41,472149;-72,937233;2;10101;PUERTO MONTT
21766478;-1;1;1;-30,604809;-71,205421;2;4301;OVALLE
21768523;9;0;1;-34,439323;-71,07608;2;6117;SAN VICENTE
21768565;1;1;0;-20,267826;-70,122307;1;1101;IQUIQUE
21770899;7;1;0;-34,18259;-70,651115;2;6108;MACHALI
21771515;-1;0;0;-30,604809;-71,205421;2;4301;OVALLE
21774717;-1;1;1;-34,170376;-70,740807;2;6101;RANCAGUA
21779571;1;0;1;-20,274408;-70,107597;1;1107;ALTO HOSPICIO
21781111;0;0;1;-41,396317;-73,462578;2;10106;LOS MUERMOS
21783255;1;1;0;-34,583561;-70,989891;2;6301;SAN FERNANDO
21785927;7;1;1;-34,583561;-70,989891;2;6301;SAN FERNANDO
21792440;-1;0;1;-43,118206;-73,61805;2;10208;QUELLON
21793127;9;1;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
21793294;-1;1;1;-40,575996;-73,161926;1;10301;OSORNO
21794877;1;0;0;-53,15078;-70,916756;1;12101;PUNTA ARENAS
21797600;-1;1;0;-41,472149;-72,937233;2;10101;PUERTO MONTT
21798756;9;1;0;-53,165588;-70,942368;1;12101;PUNTA ARENAS
21799418;-1;1;1;-53,157867;-70,912186;2;12101;PUNTA ARENAS
21799445;-1;0;1;-34,408901;-70,860115;2;6115;RENGO
21801838;-1;0;1;-29,959766;-71,251579;1;4102;COQUIMBO
21805192;1;0;0;-20,219561;-70,140076;1;1101;IQUIQUE
21810523;9;0;1;-34,445213;-71,076744;1;6117;SAN VICENTE
21812280;1;0;0;-20,213099;-70,153725;2;1101;IQUIQUE
21816922;-1;0;0;-40,574604;-73,135757;2;10301;OSORNO
21816951;9;1;1;-40,574604;-73,135757;2;10301;OSORNO
21820294;9;0;1;-34,597839;-71,363297;2;6306;PALMILLA
21820576;1;1;1;-29,916517;-71,210548;1;4101;LA SERENA
21824355;9;0;1;-29,900459;-71,2435;1;4101;LA SERENA
21830590;9;0;1;-34,064541;-70,725945;2;6106;GRANEROS
21832231;1;1;0;-29,902227;-71,2509;2;4101;LA SERENA
21841801;9;1;1;-29,902227;-71,2509;2;4101;LA SERENA
21844203;0;0;1;-40,412209;-73,011978;2;10307;SAN PABLO
21844539;1;1;1;-29,877743;-71,227654;1;4101;LA SERENA
21845760;0;0;1;-29,96357;-71,338554;1;4102;COQUIMBO
21846243;9;1;1;-34,408901;-70,860115;2;6115;RENGO
21849726;1;1;1;-29,961565;-71,246048;1;4102;COQUIMBO
21851891;9;1;0;-29,953829;-71,338135;2;4102;COQUIMBO
21852957;0;1;1;-34,170376;-70,740807;2;6101;RANCAGUA
21853133;9;0;0;-29,902227;-71,2509;2;4101;LA SERENA
21861969;-1;1;0;-34,583561;-70,989891;2;6301;SAN FERNANDO
21864355;9;0;0;-34,1833;-70,717468;1;6101;RANCAGUA
21869873;1;1;0;-29,953829;-71,338135;2;4102;COQUIMBO
21871856;-1;0;1;-53,157867;-70,912186;2;12101;PUNTA ARENAS
21872373;0;0;1;-41,772583;-73,127243;2;10102;CALBUCO
21879310;1;0;0;-41,868153;-73,828209;2;10202;ANCUD
21886253;1;0;0;-29,953829;-71,338135;2;4102;COQUIMBO
21892906;0;1;1;-33,98008;-70,711525;2;6110;MOSTAZAL
21893996;9;0;0;-20,267946;-70,102318;2;1107;ALTO HOSPICIO
21894204;0;1;0;-41,472149;-72,937233;2;10101;PUERTO MONTT
21894544;9;1;1;-41,459408;-72,918304;1;10101;PUERTO MONTT
21895054;1;0;1;-34,156158;-70,75367;1;6101;RANCAGUA
21897665;-1;1;0;-34,639771;-71,365753;2;6310;SANTA CRUZ
21899873;-1;1;1;-40,684441;-72,600021;2;10304;PUYEHUE
21901077;1;1;0;-40,412209;-73,011978;2;10307;SAN PABLO
21902306;-1;1;0;-20,287531;-70,103035;1;1107;ALTO HOSPICIO
21903864;9;1;0;-34,269714;-70,951683;2;6103;COINCO
21904281;9;1;0;-53,157867;-70,912186;2;12101;PUNTA ARENAS
21905078;11;1;0;-53,182617;-70,937843;1;12101;PUNTA ARENAS
21907839;9;1;0;-53,157867;-70,912186;2;12101;PUNTA ARENAS
21911938;1;0;0;-29,902227;-71,2509;2;4101;LA SERENA
21912399;-1;1;1;-41,135899;-73,028061;2;10105;FRUTILLAR
21915218;1;0;0;-34,168846;-70,715195;1;6101;RANCAGUA
21915719;1;0;0;-20,213099;-70,153725;2;1101;IQUIQUE
21921618;9;1;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
21932908;1;0;1;-34,170376;-70,740807;2;6101;RANCAGUA
21935281;7;1;1;-20,267946;-70,102318;2;1107;ALTO HOSPICIO
21936049;1;0;1;-34,583561;-70,989891;2;6301;SAN FERNANDO
21936289;1;1;1;-29,871361;-71,236626;1;4101;LA SERENA
21942996;9;1;0;-41,472149;-72,937233;2;10101;PUERTO MONTT
21945763;-1;0;0;-40,574604;-73,135757;2;10301;OSORNO
21946074;0;0;0;-34,170376;-70,740807;2;6101;RANCAGUA
21946349;9;1;0;-41,772583;-73,127243;2;10102;CALBUCO
21947420;-1;0;0;-34,639771;-71,365753;2;6310;SANTA CRUZ
21947779;1;1;0;-29,902227;-71,2509;2;4101;LA SERENA
21948304;0;0;0;-34,159676;-70,716782;1;6101;RANCAGUA
21958753;4;0;0;-53,137215;-70,924904;1;12101;PUNTA ARENAS
21962495;1;0;1;-41,256516;-73,005882;2;10107;LLANQUIHUE
21965598;9;0;1;-20,213099;-70,153725;2;1101;IQUIQUE
21966439;9;0;0;-42,471813;-73,768311;1;10201;CASTRO
21967302;7;0;0;-41,868153;-73,828209;2;10202;ANCUD
21968819;9;1;0;-20,248312;-70,125404;1;1101;IQUIQUE
21971639;1;0;1;-34,170376;-70,740807;2;6101;RANCAGUA
21972412;1;1;0;-31,790121;-70,956673;1;4204;SALAMANCA
21973205;0;1;1;-20,213099;-70,153725;2;1101;IQUIQUE
21975204;-1;0;1;-30,604809;-71,205421;2;4301;OVALLE
21976514;-1;1;0;-40,549122;-73,16127;1;10301;OSORNO
21976814;1;0;0;-34,064541;-70,725945;2;6106;GRANEROS
21979299;9;0;1;-20,267946;-70,102318;2;1107;ALTO HOSPICIO
21983021;-1;1;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
21985066;-1;1;1;-34,202282;-70,878883;1;6105;DOÑIHUE
21987315;7;1;0;-29,953829;-71,338135;2;4102;COQUIMBO
21987607;9;1;1;-42,482834;-73,762733;2;10201;CASTRO
21989068;-1;1;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
21992743;-1;0;0;-53,139587;-70,901627;1;12101;PUNTA ARENAS
21994444;0;1;0;-30,604809;-71,205421;2;4301;OVALLE
21994949;9;1;1;-34,170376;-70,740807;2;6101;RANCAGUA
21997312;9;1;1;-34,18259;-70,651115;2;6108;MACHALI
21998138;8;1;0;-53,157867;-70,912186;2;12101;PUNTA ARENAS
21999567;0;0;0;-20,213099;-70,153725;2;1101;IQUIQUE
22003709;0;1;1;-40,580708;-73,108383;1;10301;OSORNO
22005747;1;1;0;-34,439323;-71,07608;2;6117;SAN VICENTE
22008310;9;1;1;-34,170376;-70,740807;2;6101;RANCAGUA
22011210;7;0;0;-34,583561;-70,989891;2;6301;SAN FERNANDO
22012478;9;1;1;-42,482834;-73,762733;2;10201;CASTRO
22013895;-1;0;0;-41,868153;-73,828209;2;10202;ANCUD
22015032;1;1;0;-20,213099;-70,153725;2;1101;IQUIQUE
22016831;-1;0;1;-30,604809;-71,205421;2;4301;OVALLE
22017891;-1;0;1;-42,380592;-73,647926;2;10205;DALCAHUE
22017999;0;0;1;-34,583561;-70,989891;2;6301;SAN FERNANDO
22019642;-1;1;0;-30,604809;-71,205421;2;4301;OVALLE
22019951;1;1;0;-29,953829;-71,338135;2;4102;COQUIMBO
22029672;9;1;1;-20,213099;-70,153725;2;1101;IQUIQUE
22030636;9;1;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
22031780;9;1;0;-31,909607;-71,511116;2;4203;LOS VILOS
22032480;0;1;1;-20,267946;-70,102318;2;1107;ALTO HOSPICIO
22036539;1;0;0;-34,170376;-70,740807;2;6101;RANCAGUA
22037009;0;1;0;-30,604809;-71,205421;2;4301;OVALLE
22037113;-1;0;1;-42,889313;-73,474136;2;10207;QUEILEN
22038172;1;0;0;-29,902227;-71,2509;2;4101;LA SERENA
22039530;-1;1;1;-34,170376;-70,740807;2;6101;RANCAGUA
22041978;9;0;1;-40,574604;-73,135757;2;10301;OSORNO
22045516;-1;0;0;-29,902227;-71,2509;2;4101;LA SERENA
22048426;-1;0;1;-34,18259;-70,651115;2;6108;MACHALI
22049573;9;1;0;-40,574604;-73,135757;2;10301;OSORNO
22049923;-1;0;1;-20,266087;-70,106171;1;1107;ALTO HOSPICIO
22062282;9;1;0;-29,902227;-71,2509;2;4101;LA SERENA
22063030;9;1;1;-34,439323;-71,07608;2;6117;SAN VICENTE
22063994;0;1;0;-29,953829;-71,338135;2;4102;COQUIMBO
22071302;0;0;1;-29,988197;-71,333969;1;4102;COQUIMBO
22074148;-1;1;0;-53,157867;-70,912186;2;12101;PUNTA ARENAS
22074750;0;1;0;-20,218483;-70,144592;1;1101;IQUIQUE
22079809;1;1;1;-31,633623;-71,168144;2;4201;ILLAPEL
22081077;-1;0;1;-40,913002;-73,158173;2;10303;PURRANQUE
22083130;-1;1;0;-34,583561;-70,989891;2;6301;SAN FERNANDO
22092818;9;0;0;-29,953829;-71,338135;2;4102;COQUIMBO
22095634;0;0;1;-30,605719;-71,202309;1;4301;OVALLE
22095722;9;0;1;-34,639771;-71,365753;2;6310;SANTA CRUZ
22102450;0;0;1;-42,482578;-73,76593;1;10201;CASTRO
