mrun;rbd_admitido_geo_con_error;cod_curso_admitido_geo_con_error;orden_postulantes
7057772;530;11100033;708
7058170;2153;11100031;1438
7058219;15840;13100033;4598
7060779;2112;11100032;6053
7061994;12602;40100033;3275
7063234;7397;50100032;871
7065229;2119;40100031;8964
7070111;2300;50100031;1963
7072506;8109;13100033;3177
7073497;12719;40100033;8700
7074370;2102;13100013;3748
7079190;22523;13100033;3067
7079352;7665;40100031;9108
7081992;24329;51100023;465
7082980;847;40100033;7611
7086114;12747;11100033;1462
7087560;40310;40100032;2109
7088043;7706;50100031;2353
7088411;15726;40100032;7808
7090740;2523;50100031;2368
7092121;7459;40100031;8095
7092379;31221;11100033;6387
7096162;2163;13100031;4199
7096524;7634;40100033;8409
7096678;8003;71100033;6437
7096834;13474;50100033;2388
7096992;2518;13100033;2721
7097612;13303;50100032;1511
7101779;15726;40100032;6901
7102803;1013;13100033;3828
7102973;13513;11100033;1886
7106101;8301;11100033;44
7111992;602;11100033;624
7113618;40457;13100033;2621
7120851;7832;40100031;7002
7122204;12715;11100033;1246
7123156;13383;40100033;1284
7123768;13486;11100033;1685
7129296;7706;50100031;1943
7129505;7774;71100033;4137
7137272;2458;40100031;7349
7139443;11105;13100033;3031
7139705;8438;50100033;4559
7141478;8438;11100033;525
7145238;22418;40100032;8265
7149793;13529;40100032;7483
7149817;709;50100033;4829
7154224;2714;11100033;2343
7156825;13539;11100031;6694
7157595;40025;13100033;4955
7158026;22418;71100033;6084
7161596;22608;40100032;8085
7163249;972;50100031;1851
7167282;13457;50100031;3595
7169489;8415;61100033;331
7170651;2136;50100031;2179
7170858;13587;50100033;1268
7171275;2456;40100031;9089
7172582;15811;40100031;8230
7173444;12711;40100033;659
7176624;13590;50100033;3209
7180862;2205;13100033;1290
7183416;8159;11100033;1542
7187133;13560;40100033;5688
7189445;13587;11100033;353
7196673;8454;50100022;5474
7196785;12594;50100032;2541
7199770;22493;11100033;1319
7201530;7541;11100033;529
7210221;12761;11100032;1401
7215961;2321;11100033;6039
7217314;15593;40100032;7926
7218652;2222;13100033;2491
7219171;12686;50100033;2512
7220894;12719;11100033;2711
7224381;103;71100033;6373
7226752;7639;50100031;2348
7227137;2447;13100033;2610
7228571;2714;11100033;1425
7235151;22565;40100033;8521
7239726;7628;13100013;4122
7242618;2173;13100033;3646
7243159;161;40100033;7082
7248001;7333;40100033;7422
7251622;11265;11100031;1119
7253650;706;40100031;5596
7256038;2444;13100033;3072
7262556;525;11100033;170
7266076;707;11100011;1933
7266752;2556;11100033;1248
7268217;13426;71100031;5905
7269833;40295;50100031;2479
7272183;22692;40100031;8734
7276585;637;40100033;8241
7277617;12747;11100033;1567
7282582;22309;50100031;6634
7282873;22260;50100033;2311
7282909;13587;11100033;5752
7287841;709;50100033;5689
7289002;2412;40100033;8232
7289266;22608;50100031;2460
7291345;40399;40100033;7594
7292839;772;17104133;4817
7293518;40298;13100033;4454
7294488;7629;13100033;4701
7297733;8162;13100033;4611
7299682;7958;11100033;6325
7299837;13608;40100032;8777
7300400;15769;13100031;5062
7300981;647;11100032;1422
7307283;7639;40100032;7479
7308361;7638;40100033;7224
7309179;15646;13100033;3342
7311676;7628;13100013;2935
7322736;2209;40100031;8446
7331579;22628;40100032;7742
7336731;11265;11100032;6558
7342098;2223;11100033;66
7342988;130;11100032;1074
7344480;2112;71100031;5778
7347260;7647;40100033;8858
7349063;7967;11100033;540
7352288;12686;50100033;1856
7352481;701;13100033;4092
7355524;13330;11100032;1047
7356525;31221;11100033;1547
7359269;2556;40100033;8260
7359616;40144;40100031;6955
7359887;8441;21100033;5228
7361984;2422;13100033;5703
7365660;13553;13100033;5237
7367168;129;40100032;7352
7368147;15593;40100032;7909
7370531;2125;40100032;2477
7377837;8430;13100033;4812
7379684;8413;40100033;7474
7379745;40298;50100032;2791
7385262;22608;11100032;6316
7390393;2625;13100033;3156
7391076;2124;13100033;3074
7393619;7331;13100033;4975
7395535;7647;40100033;7488
7401168;2579;40100032;9087
7402348;7850;50100031;2701
7402569;15501;71100031;6408
7408122;22692;40100031;7478
7412316;8434;50100033;6632
7423356;2339;40100031;7534
7428082;13552;11100033;1221
7428225;13553;13100033;4517
7428763;8444;31100033;2263
7429902;897;40100033;6973
7431041;13532;50100031;2457
7432639;15522;40100032;7050
7433221;22553;13100033;3787
7433910;8429;81100033;5246
7437006;13538;40100032;7872
7437380;2283;13100033;4931
7439616;2238;50100031;328
7441665;701;13100033;5138
7445869;2319;11100033;73
7450046;12715;50100033;5945
7451905;706;40100031;6862
7453780;13457;40100032;8296
7454828;40422;40100033;6533
7455405;2131;40100031;8545
7457032;2124;13100033;3357
7459853;13532;50100031;6431
7464616;15588;50100031;1926
7467656;13626;13100033;4415
7468040;2234;50100033;3324
7468348;12593;40100031;7353
7469661;22688;40100033;8828
7474361;2292;50100031;2590
7477508;2553;40100032;7462
7479199;2367;50100031;3207
7480090;13551;13100033;4676
7483823;40080;13100033;5057
7484983;2120;50100031;2121
7485930;7629;13100033;2883
7486377;7331;13100033;3893
7487725;2362;11100033;1419
7488805;8444;11100031;1157
7491715;7637;40100031;7722
7493232;617;11100033;1330
7503263;8003;40100032;8007
7514100;2233;11100031;1731
7517979;535;13100033;4664
7522297;15662;40100032;8434
7525359;12715;11100033;5998
7529587;680;11100033;524
7532460;721;40100031;4280
7532525;13314;40100032;7135
7536366;22664;13100033;3657
7537512;2329;71100033;5819
7539517;8139;11100033;370
7545840;20489;40100033;2027
7547220;2160;40100031;8015
7548410;7942;40100032;7256
7552405;12691;40100032;8870
7555300;2286;50100031;1167
7559317;13504;13100033;3890
7559971;8454;50100022;2544
7562106;8436;40100033;7665
7563673;2247;11100033;517
7567943;534;50100033;1524
7571731;535;11100033;1689
7573897;2121;71100011;1278
7576391;13457;50100031;2627
7578758;13350;40100032;9060
7583956;548;11100033;200
7587102;7326;13100033;4794
7588552;611;13100033;2201
7595739;11265;11100032;5911
7596500;15646;13100033;4814
7600382;8442;13100033;4422
7606017;15724;71100033;5333
7606274;15759;13100033;4957
7608892;7419;11100033;5729
7610494;15724;50100031;6753
7611524;521;40100033;6776
7611679;40457;13100033;5234
7617015;708;40100033;6770
7619865;22195;50100031;1966
7622102;616;11100033;1697
7622269;15726;13100031;4449
7628683;2232;40100031;8650
7631570;7390;11100033;397
7633088;2456;50100031;2282
7638505;111;40100033;8863
7642811;8444;31100033;9181
7647730;710;40100033;6951
7663967;7419;40100033;7746
7664364;518;13100013;4717
7666319;2457;11100031;2250
7667041;2625;13100033;4821
7671237;13405;50100031;2636
7672115;40298;11100032;577
7673943;2163;13100031;3814
7677793;31221;11100033;6180
7679042;40320;71100033;5808
7680980;40268;50100031;5325
7683231;12602;40100033;7009
7688630;8255;13100033;3043
7689470;7722;13100033;4662
7696361;12686;50100033;2696
7697142;7706;50100031;1387
7704919;15855;71100031;5485
7705202;968;13100033;2763
7708128;12711;50100033;1373
7708152;12762;40100031;8123
7708446;1049;50100033;2602
7711575;7331;13100033;3970
7711719;557;40100033;6755
7716517;972;50100031;4062
7719736;7638;40100033;7833
7720950;522;11100013;6444
7721085;15775;13100013;3494
7732472;24300;33100033;2771
7733272;15646;13100033;4434
7736338;22083;40100032;9093
7736583;13551;13100033;2617
7748190;40231;40100031;7707
7750373;2233;40100031;9125
7754525;12602;40100033;8182
7756586;2469;50100031;2211
7756929;7448;40100033;2410
7757596;7722;71100033;4978
7758734;2701;13100031;4837
7760537;22009;50100033;5985
7763590;626;40100031;8844
7769497;31218;40100032;6710
7770643;774;40100033;9096
7773275;13513;11100033;5870
7774296;20376;13100033;3032
7775434;13469;50100031;2667
7778073;2111;13100033;4306
7779126;7648;40100031;7959
7783439;521;11100033;3981
7783442;7724;11100033;365
7784369;646;11100032;1598
7784697;8483;40100032;7341
7784815;13303;40100032;9081
7788844;15808;13100033;4522
7789973;2553;50100032;5582
7793389;22523;13100033;4010
7794802;2266;40100032;8377
7801095;13376;40100032;6785
7802647;610;13100031;4334
7812157;7654;40100033;6135
7815904;897;50100033;1952
7817850;2147;11100033;208
7819049;628;40100033;6966
7825863;15770;50100033;30
7828080;12551;13100033;4650
7831929;11277;11100033;620
7832723;7536;50100032;2260
7838669;106;71100033;5338
7845501;1016;40100033;8484
7845721;13557;11100033;283
7847621;712;71100033;5767
7859637;108;13100033;3273
7859918;15646;13100033;3810
7861835;7349;11100033;1152
7867810;8438;31100033;2394
7870891;22255;11100032;6559
7874107;7626;13100033;3671
7875468;22372;50100033;785
7881084;8444;41100033;1326
7889354;191;13100033;2939
7893714;7349;40100033;6956
7894273;2555;11100033;6220
7896725;525;11100033;4643
7896823;22156;40100031;7809
7899587;13608;40100032;7693
7902284;22702;11100033;424
7902524;2664;50100031;2151
7904307;22581;40100033;8550
7908130;22229;50100033;2202
7913660;2285;13100033;4646
7918672;871;11100033;392
7922632;710;50100033;2794
7922874;13303;40100031;8608
7925642;2413;50100031;868
7927003;1014;11100033;39
7928410;523;50100033;1381
7929688;714;40100033;7487
7930767;13350;40100031;7372
7931728;22418;50100031;5581
7932910;706;40100031;7561
7933272;15762;11100033;1411
7935905;7641;40100032;9075
7945233;2444;13100033;5096
7951001;971;40100013;7554
7951968;15832;11100033;640
7952229;8435;61100033;154
7956362;721;40100032;7894
7961232;7724;11100033;793
7961932;13474;40100033;7383
7966692;24311;11100032;716
7969254;22439;40100033;8907
7969774;24329;13100023;3537
7970125;2263;13100033;3025
7970242;15646;13100033;2492
7974618;13504;50100033;6788
7978692;12762;40100031;8310
7981384;2123;13100033;4961
7987339;40033;71100033;5284
7987621;11265;50100032;5951
7987745;40080;13100033;4095
7990906;2330;40100032;7912
7992557;13474;71100033;4297
7992729;2223;11100033;6212
7999360;8442;51100033;1196
8005598;7460;40100033;8680
8009298;2155;50100032;1882
8010237;40177;11100032;6670
8013451;531;40100033;7731
8014545;191;13100033;4321
8015732;2233;11100031;46
8015819;7349;71100033;5936
8021794;107;13100033;3783
8029251;12604;71100033;4815
8032310;710;11100033;5868
8032751;847;40100033;7179
8034086;711;40100033;8681
8034989;8442;61100033;330
8037454;12747;13100033;4626
8037890;13475;40100032;8988
8039026;2163;13100032;4960
8042436;2413;50100031;1067
8045046;2283;13100033;2717
8045220;12757;40100032;7899
8045654;7710;11100032;1578
8049890;12602;71100033;5974
8050878;706;40100031;7126
8052533;13424;40100032;6894
8053505;7631;40100032;7579
8057940;108;13100033;3953
8059610;2135;40100033;6828
8070167;22009;40100032;7140
8070549;2355;13100023;4492
8072449;2456;40100031;9080
8076714;12711;40100033;7235
8077504;22105;40100033;6604
8087093;22608;40100032;7168
8087284;15775;13100013;5198
8096564;2286;40100032;7085
8096637;13538;50100031;2182
8098429;8444;31100033;2488
8100716;15646;13100033;3240
8101575;7850;40100031;6709
8106719;2233;40100031;8596
8109067;8429;13100033;4131
8119827;2457;40100031;8463
8123103;40343;13100033;4621
8124113;8434;40100033;8842
8131059;15779;40100031;7175
8132337;12621;40100032;8715
8142231;12593;50100031;3296
8142927;8444;31100033;9172
8144339;117;40100031;6136
8149300;12719;13100033;3426
8152606;15832;11100033;1803
8153753;16923;40100032;8668
8157015;7956;13100033;2677
8157153;565;71100033;6330
8160183;2282;50100031;1978
8161145;8438;40100033;6830
8163016;13593;11100033;1719
8164884;7626;13100033;4261
8166786;40080;13100033;5110
8172601;8439;50100032;5508
8173139;947;40100031;7626
8175057;2178;71100031;5702
8176902;13552;11100033;688
8176959;114;40100031;7557
8178093;2151;50100031;4064
8184761;2283;13100033;2788
8189293;12691;11100031;1594
8189614;2247;11100033;54
8189855;15720;13100033;3417
8195292;13562;11100033;1648
8195474;20376;11100033;704
8200391;8442;31100033;9171
8201366;8284;11100033;1484
8206484;7331;13100033;4509
8210442;22065;40100033;7079
8212278;7372;71100033;1164
8214662;7975;50100031;142
8216935;518;13100013;4369
8221305;8421;41100033;1390
8222573;8255;13100033;9115
8223955;13330;13100031;2577
8224989;8441;11100033;590
8226725;2227;40100031;7740
8229071;2458;40100031;7093
8229594;40126;13100033;3945
8236902;8004;40100032;5597
8237757;112;11100032;6692
8238501;13586;71100033;5640
8248798;7704;11100032;6306
8250210;40021;50100031;6300
8251144;12192;71100033;5580
8251515;15614;71100033;5907
8253370;8108;50100033;2277
8256652;22248;71100033;5544
8259387;13532;50100031;6267
8262437;13621;71100033;5971
8263772;12602;11100033;913
8266627;24329;13100023;4042
8268393;24329;40100022;6741
8270834;2222;13100033;4667
8275076;847;40100033;9002
8280332;8434;40100033;7029
8281823;22234;40100033;7958
8286302;959;11100033;6355
8290670;707;40100012;6716
8299604;2247;11100033;1324
8299759;2530;13100033;4213
8300664;2411;13100033;4545
8300755;8483;43100033;2328
8301166;12757;40100032;8332
8302072;7665;40100031;6915
8302293;12655;11100033;1488
8304212;2283;13100033;4088
8305617;2518;50100033;781
8305718;2518;40100033;8046
8308251;22464;13100033;5134
8310066;2224;50100031;5989
8310786;40422;40100033;7117
8318544;2173;13100033;5430
8326232;714;50100033;2189
8328779;22105;40100033;6158
8330619;13475;50100031;1376
8335820;11265;13100033;5316
8336351;7970;40100031;7178
8340258;15501;11100032;6217
8342340;13545;13100033;3048
8346020;13504;13100033;4367
8348864;2498;11100033;6656
8351909;13587;50100033;1172
8356827;2153;11100031;638
8360761;7396;40100033;7364
8363092;7427;71100033;6116
8364300;13331;40100032;9015
8364861;2520;40100033;8880
8368992;22009;40100033;7509
8370443;7352;40100033;8325
8371986;2283;13100033;3500
8374883;2707;71100033;4678
8377703;117;50100031;5526
8389966;2457;40100031;8800
8390887;7634;40100033;6760
8391797;8449;41100033;1364
8392602;8434;40100033;222
8398547;7956;13100033;2191
8400509;13552;11100033;3256
8400883;125;40100033;8429
8408508;15596;13100033;3356
8416695;12602;13100033;2725
8417505;40025;40100031;7264
8419345;22581;50100033;5431
8428609;12719;40100033;8696
8431367;13587;11100033;1674
8431533;8442;13100033;4411
8433952;2263;11100033;2082
8435086;8438;11100033;1934
8440124;2283;13100033;4798
8446285;15724;40100031;7817
8450642;8108;50100033;5473
8454600;8434;40100033;7308
8456610;7772;13100033;4437
8457209;15770;11100033;3254
8459493;12691;50100031;2879
8460077;40064;13100033;2532
8462729;13621;13100033;4371
8467739;15531;50100032;3512
8468000;15583;13100033;4911
8469061;12711;40100033;8778
8469352;15501;40100032;7553
8472478;2420;40100031;8127
8472643;20407;50100031;5499
8476485;2660;40100033;7477
8479863;2530;13100033;3716
8481220;7349;40100033;8145
8484992;7720;13100033;4745
8488396;2599;40100031;7748
8489120;15840;13100033;3793
8491245;8454;23100023;2911
8492191;15762;71100033;5445
8492493;7628;13100013;3445
8493777;1036;50100033;5829
8495802;7772;13100033;3478
8497014;11265;11100031;1153
8504126;7328;13100033;4757
8512259;22523;71100033;5653
8516295;22581;40100033;7795
8516736;8444;50100032;993
8520827;13405;40100032;7346
8521719;2429;11100033;1115
8523602;8425;13100033;3813
8524825;24313;40100032;2430
8526432;8433;50100031;5606
8527484;971;40100013;9072
8528265;7872;40100033;8216
8533141;15595;50100031;3322
8533645;13486;13100033;5087
8537714;24302;31100033;9170
8538950;22649;50100031;3191
8541700;2611;40100032;7075
8542112;8438;40100033;7737
8550457;113;11100031;6561
8560181;7626;13100033;3080
8561469;13538;40100032;9105
8564406;8438;40100033;8763
8564981;2444;13100033;4696
8574035;15646;13100033;4014
8589531;616;50100033;2073
8595013;8429;13100033;3618
8596137;15646;40100031;9109
8599432;716;40100033;9103
8602706;2457;40100031;6902
8604286;2682;71100033;3082
8607036;2715;50100031;4824
8611422;22418;11100033;6589
8612601;22544;13100033;3558
8617892;24329;31100023;2246
8618268;8321;11100033;1561
8618317;15646;13100033;4672
8618883;8417;11100033;815
8628940;40416;50100032;5311
8629895;798;40100031;8215
8630317;722;40100033;8903
8632242;2293;50100031;5320
8634272;8444;21100031;5230
8640588;2308;40100032;7034
8641715;2553;11100033;6178
8646932;7641;50100031;349
8647585;13590;50100033;5371
8649077;2422;13100033;2365
8651861;7789;71100033;5517
8652954;970;11100033;862
8655933;7352;40100033;6941
8657157;2358;40100032;8685
8661041;125;11100033;1348
8670800;710;40100033;9018
8672817;40298;50100032;5003
8677272;2427;11100033;5797
8683060;2124;11100031;617
8687885;12717;40100032;8666
8688993;13350;40100031;8426
8692255;13587;11100033;751
8692298;8442;81100033;5456
8696685;2715;11100033;914
8698621;12719;11100033;5918
8700396;847;40100033;8779
8700938;11265;13100033;5065
8703638;12711;11100033;1973
8703701;15583;13100033;3367
8705285;22672;40100032;9029
8712473;2330;11100033;1726
8712636;2223;11100033;391
8712972;13342;40100032;8884
8713760;15610;11100032;702
8714497;15643;11100031;2481
8718500;2134;13100033;4542
8724757;7331;13100033;3670
8725335;24311;61100033;230
8736276;131;11100031;85
8739169;13342;40100032;9054
8740930;13504;50100033;1631
8742216;2447;13100033;3989
8750391;22255;40100032;7687
8750962;13330;13100031;4368
8752967;7478;50100033;1854
8753018;620;50100031;6626
8756953;7449;50100033;3598
8757731;13637;50100031;3606
8757967;13589;50100031;5361
8760555;40343;50100031;1274
8762373;11155;71100033;4232
8770254;15646;11100031;2914
8771119;15570;50100031;6411
8775175;7331;13100033;3684
8784019;15643;50100031;5161
8784358;2111;13100033;4103
8785281;2524;11100031;920
8786059;13539;11100031;6315
8786505;7791;40100033;7497
8787734;8450;11100033;5879
8789769;7336;40100033;6986
8793295;8422;40100012;8392
8794569;2456;40100032;7820
8795398;664;13100033;2486
8797897;610;13100031;3040
8799416;1008;11100033;622
8814167;2283;13100033;3105
8817075;2626;50100031;2874
8819868;701;13100033;1388
8825186;13632;50100031;2408
8827805;13551;40100032;7358
8833153;8439;11100031;2230
8841140;799;11100033;1786
8841505;2559;11100033;5871
8842480;22355;40100033;7645
8848415;40457;13100033;3131
8851032;2162;11100032;1204
8851194;15793;13100033;4150
8861120;2461;11100033;2184
8862075;12593;50100032;5369
8863735;8435;50100033;3982
8866954;2267;40100033;7694
8868739;12655;71100033;5292
8871815;12655;13100033;2581
8873769;13518;71100033;5626
8874561;12511;40100032;8008
8876483;1036;13100033;4958
8880547;2551;13100031;3064
8883292;701;13100033;4377
8884780;12593;50100031;1858
8888811;40257;40100031;7713
8889860;15646;13100033;3055
8890654;7391;71100033;5558
8894002;13532;40100032;8393
8899447;7470;17104133;3331
8907217;2285;13100033;3171
8911116;2491;40100031;7821
8912336;13491;13100033;3808
8913174;40064;13100033;3260
8914234;2259;71100033;5620
8918022;7531;40100033;8748
8923551;7959;50100033;1521
8928569;7724;11100033;109
8929227;161;40100033;7302
8932604;7331;13100033;2782
8933231;8108;40100033;8790
8935137;2174;50100031;5323
8935296;2286;40100031;6154
8936021;852;40100031;8331
8936528;7825;40100033;6620
8938467;2120;50100031;5268
8939248;24302;51100033;62
8941042;22027;13100033;4388
8943501;125;11100033;5567
8944163;2312;50100031;3603
8951012;7339;50100033;4769
8954781;15840;13100033;4155
8956760;13463;40100031;8584
8958961;2457;11100031;883
8965975;2234;11100033;1475
8968315;40422;40100033;7767
8968822;12602;11100033;740
8972844;7397;50100031;2663
8976963;12726;71100033;5539
8977170;22105;50100033;3409
8978557;13462;13100033;4636
8984735;970;50100031;3022
8984995;2283;13100033;5056
8985386;2124;13100033;3712
8989283;534;11100033;5880
9010613;523;11100033;86
9012024;2112;11100032;1034
9012949;2319;13100033;5128
9019115;7896;40100033;8118
9019590;12683;11100032;1460
9020533;12686;50100033;2339
9022270;116;40100031;8855
9023661;22697;50100031;5326
9024237;12719;13100033;4084
9026123;40298;13100033;4702
9029045;31221;11100033;691
9029841;523;40100033;6731
9031401;13626;11100033;6477
9033222;22418;40100032;8504
9035160;1049;40100033;7515
9035198;710;40100033;7052
9036640;7331;13100033;4544
9038498;13538;40100032;7527
9040815;12693;71100033;6169
9042701;772;17104133;4589
9043390;2530;13100033;4511
9052234;8442;81100033;5356
9052947;7543;71100033;5933
9054233;8161;40100033;8629
9057127;7633;11100033;864
9058038;22419;50100033;5590
9062143;12594;50100032;5153
9063535;2121;71100011;5805
9073538;7704;11100032;1623
9076783;15593;40100032;8736
9080830;7333;40100033;7870
9081996;2247;50100031;3983
9083469;7348;40100033;8444
9089386;13608;40100032;5607
9090194;40343;40100031;7566
9092105;617;40100033;6612
9094847;40343;13100033;3385
9097482;2122;11100031;6554
9097577;2612;13100033;1975
9103804;40295;40100031;8213
9103817;2553;50100032;6429
9105048;2518;13100033;4002
9105407;8430;33100033;2674
9107202;2155;71100033;5437
9107668;13587;11100033;1020
9109081;8429;81100033;5289
9112495;2121;11100012;1450
9132184;2456;40100031;8490
9136225;2551;13100031;4443
9136644;8438;40100033;8613
9139020;8421;40100032;7813
9142995;8438;40100033;7061
9145608;2126;11100033;390
9146810;22249;40100031;7500
9148680;15646;40100031;8897
9156152;2379;40100031;6856
9163623;7634;11100033;1136
9167023;40144;40100032;7852
9167201;2330;11100033;5908
9168589;12655;11100033;847
9180395;2259;40100032;9116
9185997;129;50100032;2209
9187570;13376;40100032;6532
9187637;7335;40100033;8589
9189598;130;11100032;6512
9195795;40256;50100032;1947
9197833;22418;40100032;6816
9202780;40080;13100033;3584
9202977;535;11100033;1585
9204264;710;40100033;7565
9206231;2123;13100033;4848
9207816;2447;13100033;5080
9216803;535;11100033;105
9216874;2134;13100033;2989
9218812;2119;11100031;1543
9219022;7626;13100033;3996
9219693;8439;40100032;6769
9220351;1066;71100033;5714
9224126;847;40100033;9117
9224211;40285;13100033;4965
9224770;7958;11100033;1702
9225732;2444;13100033;5175
9229102;15720;13100033;3457
9232714;7850;40100031;7447
9233545;2444;13100033;4906
9236547;839;40100031;7403
9237581;2355;13100023;4445
9240436;2124;13100033;2926
9245756;701;13100033;4252
9247530;20407;40100032;7032
9247594;40298;11100032;2172
9250974;7328;13100033;3496
9256879;2379;40100031;6916
9257786;15726;13100031;4268
9259038;8433;40100032;972
9259223;7783;50100033;2114
9263881;2283;13100033;2998
9265861;40241;11100031;1160
9268169;8273;11100033;480
9268268;7722;40100033;7258
9272194;13457;50100031;2924
9283329;22270;13100013;5046
9284844;40298;50100032;2141
9286331;108;13100033;3848
9287623;13551;40100032;1752
9288295;40298;11100032;1579
9288510;530;13100033;4019
9289737;8479;40100033;6726
9290496;2611;11100033;1219
9290519;701;13100033;3230
9293316;7959;11100033;444
9298129;7632;11100033;1664
9298998;13620;40100031;7335
9299579;22260;40100033;6812
9304995;15646;13100033;5574
9308441;7331;13100033;3493
9309154;647;11100032;1265
9312288;2140;40100032;3214
9314402;710;11100033;1930
9314793;13529;40100032;7345
9319903;24302;40100031;8775
9320815;646;11100032;6396
9321007;16895;71100033;5565
9324573;2123;13100033;3742
9327405;22418;40100032;3282
9330799;543;50100033;2739
9330862;112;40100031;8398
9334832;7328;13100033;4040
9339706;2233;40100031;8020
9340495;7541;11100033;1884
9343904;522;40100013;8477
9345008;22130;50100033;5413
9346748;40298;71100033;5553
9347657;971;40100013;229
9347911;7629;13100033;4121
9350163;721;50100032;4357
9350434;2164;13100031;3394
9351019;2153;11100031;1155
9357424;2235;40100031;8801
9357494;12593;50100032;1383
9361753;15501;11100032;1612
9363841;7434;50100033;2128
9364011;13553;13100033;4742
9365278;2329;71100033;6237
9368276;2660;50100033;3294
9368736;1049;11100033;1891
9369718;711;11100033;6483
9371199;12534;71100033;4385
9374340;525;40100033;8455
9375429;8003;11100033;1215
9376016;2112;40100031;8147
9376714;2224;13100033;4333
9379518;40298;11100032;6592
9384898;12192;13100033;4086
9385411;536;40100031;7691
9387087;2542;40100031;7342
9389204;40457;13100033;4374
9393309;2378;13100033;4714
9393474;123;11100031;508
9394682;2164;40100031;7087
9396909;772;17104133;3688
9397569;13620;40100031;9004
9400175;24313;40100032;6774
9402920;7631;71100033;6022
9403810;40310;71100033;5520
9404560;632;40100033;7065
9406999;708;50100033;1634
9420331;8438;81100033;3643
9426651;772;17104133;4450
9428967;2262;40100032;7366
9434593;714;50100033;2316
9436971;2301;40100032;8068
9439483;2173;13100033;3632
9443357;13608;40100032;6752
9443616;13504;11100033;824
9444371;13559;11100033;6099
9449133;15812;71100033;4426
9449480;13442;71100033;5739
9450134;22640;40100032;8415
9451031;12655;11100033;1818
9456957;707;11100011;6096
9460375;7772;13100033;3252
9461105;7331;13100033;4116
9462548;40399;40100033;8673
9468276;530;40100033;7513
9469949;2114;40100011;7260
9475043;7331;13100033;5182
9476704;7706;40100032;1756
9479077;8321;71100033;6495
9481206;2112;11100032;1457
9486287;536;40100031;7690
9487645;15720;13100033;3453
9489394;8457;36103713;2366
9491309;637;50100033;2475
9491578;22493;11100033;1130
9491763;40038;40100033;7298
9492035;530;11100033;1224
9495382;2457;11100031;528
9505440;13451;50100031;3016
9515197;2120;40100032;7165
9517428;40295;13100033;3667
9518935;12715;50100033;5472
9520489;2182;50100031;5983
9521552;2379;40100031;8109
9524381;13559;11100033;887
9524416;15643;11100031;321
9527249;2160;40100031;879
9528812;665;13100033;4225
9529727;2155;40100032;8383
9534643;2134;13100033;4656
9540767;11144;40100032;8124
9545349;2163;13100031;3758
9552890;13582;13100033;4133
9555425;2288;11100033;1200
9561892;2134;13100033;4895
9566911;612;11100033;803
9567752;13376;71100033;5931
9570147;8161;50100033;3292
9572090;2282;50100031;3113
9573071;2116;71100033;5462
9577433;22535;40100033;7906
9585035;13445;13100031;3143
9593433;7956;13100033;2963
9594106;2412;11100033;2089
9599021;12691;50100031;2462
9600338;2476;40100031;8268
9602420;15526;71100033;5897
9604451;22525;50100031;5466
9604666;971;11100013;1949
9605581;11548;50100031;4350
9606030;15764;11100031;425
9606830;7339;71100033;5236
9608975;525;11100033;6573
9609454;12683;11100032;6666
9612410;680;50100031;2196
9616793;126;50100033;3770
9618445;22327;50100033;2208
9618991;565;71100033;5618
9629970;578;13100033;2672
9630990;7774;40100033;3274
9634734;646;11100032;5867
9635473;7922;11100033;1586
9635673;7639;50100031;5477
9636206;2301;40100032;7608
9636919;609;13100033;3720
9642699;13587;11100033;1327
9645159;535;11100033;6357
9645293;2174;50100032;6105
9646004;535;50100033;149
9646955;7641;50100031;2736
9648260;15840;13100033;4373
9649910;22664;13100033;4257
9651918;2448;13100031;4839
9658153;2519;40100033;7521
9664458;13463;40100031;8725
9666818;11242;50100031;5832
9670719;12594;71100033;6377
9671335;772;17104133;4219
9673258;13469;50100031;213
9681460;7636;40100031;8979
9692129;13503;13100033;4118
9695262;706;11100033;1148
9696568;2625;13100033;4207
9698234;2205;13100033;4070
9699183;12761;11100032;5229
9702011;15593;71100031;6333
9702144;7959;50100033;2916
9702163;7872;40100033;6909
9703435;2249;11100033;5329
9703823;2444;13100033;3699
9705025;113;40100031;8872
9711374;2153;50100032;3197
9715809;2469;50100031;2511
9717668;11265;11100031;1570
9721429;22342;40100033;8591
9723822;1072;11100033;246
9726364;7634;11100033;1234
9726526;516;13100033;4165
9730976;12632;13100033;3968
9732521;534;11100033;1110
9739615;7826;11100033;886
9740069;15501;40100032;8659
9744218;8435;50100033;2691
9745703;40231;40100031;7891
9749388;2456;11100033;1716
9749949;637;40100033;8641
9750467;31219;11100033;1605
9751212;40455;13100033;4255
9753921;2457;11100031;505
9757080;13331;50100032;2283
9757670;2286;40100032;8234
9758409;40298;50100032;3205
9758924;2120;50100031;3203
9759135;13621;71100033;5637
9759226;7720;13100033;2678
9759937;8444;31100033;2194
9762079;13504;13100033;4455
9765950;2155;40100032;8051
9767300;13558;71100033;5902
9767311;8424;34101133;2442
9768565;15724;50100032;1057
9769209;7776;40100033;8058
9770486;2120;40100032;7133
9778074;714;50100033;5515
9778123;12686;50100033;3182
9778262;516;13100033;2487
9779177;15759;13100033;3853
9780199;15817;40100031;7376
9780491;15781;13100033;4947
9781403;15643;40100031;7031
9782247;8438;40100033;8417
9785700;125;71100033;5355
9786498;15646;13100033;4966
