mrun;rbd_admitido_geo_con_error;cod_curso_admitido_geo_con_error;orden_postulantes
20840768;7349;11100033;895
20843229;613;50100032;2270
20848941;8044;13100033;2716
20850393;946;50100031;2242
20852305;7346;50100032;13
20854200;701;13100033;2892
20856315;7907;40100033;7720
20858740;12593;50100031;3010
20859224;7333;11100033;5728
20859226;12715;11100033;1829
20860916;2701;71100031;3507
20863490;8436;31100033;2039
20864866;7634;11100033;1403
20866261;24316;13100033;3929
20866955;2330;11100033;1959
20869476;706;40100031;7152
20870102;710;40100033;6897
20872551;15598;40100031;8135
20874948;13314;40100031;7223
20875514;97;13100033;3951
20876070;15793;13100033;3917
20877916;7572;40100033;2418
20881931;12621;50100032;1510
20886963;7942;50100031;466
20888079;12602;11100033;1027
20888207;13504;13100033;4146
20889852;8047;40100033;7600
20893363;8439;21100031;2891
20899119;8439;21100031;5217
20906099;13621;71100033;5248
20909635;15728;40100031;7955
20915903;15662;40100032;7318
20917840;12602;11100033;1486
20919794;40457;13100033;2961
20919886;708;11100033;5864
20925739;12655;11100033;442
20928078;12602;11100033;6033
20928180;2520;40100033;8689
20937685;2129;71100031;6525
20939945;12726;11100033;308
20941934;7349;40100033;8321
20942132;22418;40100032;7710
20944322;2247;11100033;512
20946334;40177;11100032;1665
20948948;13350;40100031;958
20955022;40343;71100033;5889
20957434;2579;40100032;8231
20962583;522;11100013;6384
20966094;2330;11100033;1604
20969730;40126;13100033;3725
20980107;13551;40100032;969
20981588;113;50100031;5476
20986108;2174;50100031;2456
20987635;16923;40100032;7623
20995907;13331;50100032;2379
20999351;22608;40100032;2026
21000907;15614;11100032;6037
21002041;22461;13100033;3431
21009143;12602;40100033;8652
21010152;114;11100033;1904
21010826;40310;40100032;8411
21014754;22375;11100033;531
21016205;13620;40100031;5691
21017177;8424;34101133;2818
21021537;40298;50100032;2238
21023338;40423;40100033;8530
21024311;131;71100031;5886
21024398;8438;21100033;5288
21025179;630;11100033;303
21027532;22322;11100033;6537
21028091;7665;40100031;6945
21033119;13606;50100031;3012
21035250;22553;13100033;3506
21036811;2627;11100033;5866
21037092;13553;13100033;3162
21040575;8439;40100031;7074
21051826;15610;50100031;6297
21052800;7331;13100033;4896
21056586;2111;13100033;4849
21056696;7332;11100033;884
21063820;40298;11100032;655
21067589;20407;50100031;11
21068142;525;50100033;5959
21077076;13457;40100032;9120
21079664;2409;40100031;7603
21080553;2334;40100031;8357
21082650;107;13100033;5058
21085580;2469;11100033;9183
21087375;2162;40100032;7202
21088645;2111;13100033;3501
21089752;7712;40100033;8949
21103546;714;11100033;359
21121859;2379;40100031;8294
21123357;897;50100033;5588
21123852;15840;13100033;5276
21126341;2364;40100032;7610
21127169;2320;40100031;9043
21127563;2205;13100033;2940
21133728;12655;13100033;2786
21135051;7397;40100032;7756
21136292;615;50100033;6818
21138189;31221;11100033;1580
21138883;40457;13100033;4328
21141823;13457;50100031;3607
21143833;2460;11100033;6540
21144130;12691;11100032;1019
21149089;112;11100032;605
21153535;2532;71100033;6338
21154556;40457;13100033;4395
21160350;8206;50100033;4574
21162066;2612;50100031;6519
21163427;2173;13100033;3580
21167089;106;71100033;6245
21171750;40298;40100031;8941
21174480;13612;50100031;1762
21174503;8003;40100032;8233
21177057;2528;71100033;5748
21177182;12726;11100033;1448
21179486;530;11100033;926
21180599;40422;11100033;758
21183775;8448;40100033;8413
21183843;7720;13100033;2643
21185319;22249;40100031;6611
21188603;2456;50100031;6614
21188627;13342;40100032;8754
21197399;970;11100033;1144
21198391;7959;71100033;5740
21201970;40351;40100032;6845
21202932;8475;50100032;5159
21203426;31221;11100033;403
21206085;13463;11100031;1101
21206643;13587;11100033;1032
21207387;22408;11100033;6456
21213533;709;40100033;1361
21213992;716;71100033;6078
21216698;7791;50100033;2069
21219060;2111;13100033;4884
21221251;13539;40100031;8518
21225264;521;11100033;420
21226126;22494;13100033;5133
21228459;12762;11100031;527
21229376;1016;40100033;8847
21229840;11265;13100033;2497
21233541;40323;50100032;2692
21238959;710;40100033;7641
21241431;13589;50100031;1939
21245586;40080;13100033;3899
21246530;13557;11100033;2228
21248608;11147;50100031;455
21255198;8427;13100033;4398
21258762;2455;71100031;5280
21261711;12631;71100033;6287
21270336;15646;11100031;1691
21275613;22010;40100031;9025
21276864;2517;11100033;1564
21288469;24329;61100023;6638
21290905;8444;81100033;3753
21291165;13463;11100031;1352
21296560;646;11100032;1603
21298757;2226;40100032;8889
21309588;548;40100033;9053
21319419;647;11100032;10
21325261;2112;11100032;689
21326262;646;13100033;4586
21328041;7629;13100033;4296
21335968;8444;61100033;5893
21339937;2163;13100032;5171
21341278;1020;71100033;6236
21342256;22327;50100033;5988
21344971;12747;11100033;1138
21346593;8003;71100033;4748
21350414;714;11100033;1480
21355546;15755;40100032;7701
21365182;22155;40100031;5404
21366661;8438;50100033;2518
21370723;15811;40100031;8201
21371685;708;11100033;5498
21372110;2111;13100033;3626
21376797;22366;40100033;8238
21386885;615;50100033;4067
21392211;40298;11100032;1440
21394155;8047;11100033;6356
21397244;2292;11100033;298
21403102;2375;13100033;4952
21406428;15728;11100031;1699
21413861;12588;11100032;111
21414280;7632;11100033;1309
21414713;40298;40100032;8978
21414978;2112;11100032;7863
21419890;8299;11100033;717
21420048;971;50100013;2795
21424822;646;11100032;1114
21425607;2134;13100033;3960
21426415;2283;13100033;3341
21427601;22196;71100033;6502
21428750;2223;11100033;389
21429181;22535;40100033;8107
21430885;2116;71100033;6493
21431860;22358;71100033;5642
21433089;2206;50100031;670
21435263;40457;13100033;3144
21439516;2114;11100013;5435
21444049;970;11100033;1053
21444995;22664;13100033;3541
21449044;2183;50100031;674
21459539;22612;11100033;4833
21460043;13451;40100032;8207
21466832;722;50100033;3206
21470870;7343;40100032;6531
21473376;12726;50100033;3600
21473706;22418;11100033;1541
21475823;15596;50100033;1235
21476108;2164;71100031;6176
21481209;897;40100033;9079
21481993;108;13100033;2640
21482181;11242;50100031;3467
21485454;7802;50100033;3398
21489262;22553;13100033;3044
21493222;31221;11100033;6226
21493312;15792;50100031;1920
21493606;1016;40100033;7585
21494416;7714;50100033;3215
21496595;2111;13100033;3522
21499069;15809;11100033;301
21500022;22626;13100033;4704
21500189;12602;11100033;106
21501059;7328;13100033;3427
21502547;2458;11100033;6318
21505573;2223;11100033;987
21510799;8427;23100033;2779
21511963;12510;50100031;1979
21514917;22626;13100033;3123
21515530;7391;11100033;110
21521456;2120;50100031;866
21523246;522;40100013;7415
21526157;970;11100033;9121
21527023;2285;13100033;4459
21532334;637;11100033;1418
21540385;8438;81100033;5126
21545346;15662;50100032;2123
21545891;7704;11100032;1734
21546785;12691;40100032;6881
21547881;970;11100033;6179
21551810;8413;40100033;8948
21552853;714;50100033;2074
21553471;7850;50100031;5425
21554146;2112;11100032;1295
21562817;22424;50100032;3609
21568257;15840;13100033;4858
21574510;2263;13100033;3042
21577415;40298;40100032;8900
21579628;40316;40100032;3007
21579702;12726;11100033;1347
21580462;40457;13100033;4145
21581368;13559;50100031;1377
21584551;15646;11100031;1682
21585989;7348;40100033;6786
21587069;31203;11100033;6582
21587875;40021;40100032;8592
21589670;12683;11100032;295
21590023;8435;40100033;8314
21590224;2126;11100033;249
21593628;22686;40100032;7162
21596725;7634;11100033;904
21599144;897;40100033;2403
21603887;12678;50100031;5362
21607606;7777;50100033;6420
21612725;11265;13100033;2894
21619483;2494;40100031;8069
21620551;2259;40100032;8502
21624538;13553;13100033;4493
21626094;7907;50100033;773
21633795;13383;40100033;7914
21636799;11265;13100033;4967
21637982;40298;13100033;3304
21643538;2681;13100031;4035
21646550;40416;40100032;236
21653831;13587;11100033;728
21656027;621;11100033;371
21657133;2124;13100033;4322
21657525;16766;40100032;8457
21658663;2223;40100033;8196
21659327;8438;81100033;5396
21661457;12711;40100033;7956
21662163;2360;11100033;6538
21672269;11114;71100033;5522
21673810;970;40100031;8542
21678275;2173;11100032;252
21678902;8442;13100033;3900
21682489;2361;40100031;8442
21684100;24302;40100031;8187
21688950;15840;13100033;5059
21693492;1059;40100031;7839
21695292;2530;13100033;2853
21697376;7941;13100033;3914
21700251;8429;81100033;5222
21702546;7326;13100033;3253
21708499;15535;40100032;8235
21708639;22094;71100033;5419
21709924;15650;40100032;9094
21711422;2293;40100031;7426
21713083;2560;50100033;5514
21717364;631;40100033;7563
21717955;7956;13100033;4109
21723101;530;13100033;5122
21730808;12593;40100031;8486
21731979;2374;40100031;8110
21732195;13587;50100033;3092
21733411;7333;71100033;5742
21733552;2136;40100031;8366
21735848;2528;11100033;158
21736587;8019;11100033;2340
21737842;710;11100033;1698
21743221;2333;40100033;8967
21744236;7634;71100033;5904
21745880;12757;50100032;2473
21750768;615;50100033;2068
21750932;13376;40100032;8610
21753571;13552;11100033;2136
21754845;8438;11100033;1335
21756045;647;11100032;573
21756456;535;50100033;2018
21759786;8174;13100033;2686
21762423;7625;13100033;1280
21766478;13551;40100032;7794
21768523;2444;13100033;4552
21768565;40043;11100032;1104
21770899;2249;71100033;6204
21771515;13538;40100032;7284
21774717;15632;40100032;7387
21779571;12655;11100033;837
21781111;7907;50100033;1644
21783255;2457;11100031;1482
21785927;2457;71100031;5623
21792440;8264;40100033;9059
21793127;40343;13100033;4623
21793294;22355;40100033;7453
21794877;8444;11100031;192
21797600;40285;40100031;7816
21798756;8425;13100033;3976
21799418;8435;40100033;6826
21799445;15614;40100031;6712
21801838;621;40100033;8098
21805192;114;11100033;937
21810523;15731;13100033;4879
21812280;130;11100032;1296
21816922;7352;40100033;7182
21816951;7331;13100033;3963
21820294;2612;13100033;3629
21820576;13587;11100033;943
21824355;516;13100033;5075
21830590;15646;13100033;2976
21832231;13587;11100033;286
21841801;40298;13100033;4972
21844203;7418;50100033;5274
21844539;556;11100033;1782
21845760;40279;50100031;876
21846243;2283;13100033;4836
21849726;40298;11100032;119
21851891;13504;13100033;4439
21852957;2179;50100031;138
21853133;13503;13100033;3862
21861969;15593;40100032;6880
21864355;2173;13100033;3359
21869873;646;11100032;1241
21871856;24329;40100022;6859
21872373;7791;50100033;2635
21879310;22612;11100033;1133
21886253;643;11100033;5862
21892906;20460;50100032;2159
21893996;40399;13100033;5190
21894204;7706;50100031;346
21894544;7628;13100013;2451
21895054;2112;11100032;1880
21897665;2579;40100032;7330
21899873;7448;40100033;7170
21901077;7423;11100033;1995
21902306;40422;40100033;8297
21903864;15646;13100033;5098
21904281;8429;13100033;3718
21905078;8424;34101133;2647
21907839;8442;13100033;4596
21911938;13552;11100033;6642
21912399;22493;40100031;7805
21915218;2153;11100031;264
21915719;40073;11100033;368
21921618;22494;13100033;4799
21932908;2147;11100033;58
21935281;40422;71100033;5106
21936049;2457;11100031;507
21936289;13463;11100031;5757
21942996;40343;13100033;4926
21945763;22608;40100032;8523
21946074;2174;50100031;3473
21946349;7772;13100033;3250
21947420;2579;40100032;8769
21947779;522;11100013;6471
21948304;15662;50100032;3085
21958753;8444;41100033;1389
21962495;7961;11100033;1123
21965598;108;13100033;2805
21966439;40457;13100033;2622
21967302;8049;71100033;5777
21968819;106;13100033;9248
21971639;2122;11100031;1835
21972412;1015;11100033;1028
21973205;117;50100031;6919
21975204;750;40100033;7950
21976514;22265;40100033;6936
21976814;15646;11100031;832
21979299;12632;13100033;2882
21983021;7636;40100031;7745
21985066;2414;40100033;8178
21987315;40208;71100033;3237
21987607;12192;13100033;3698
21989068;16923;40100032;7764
21992743;8438;40100033;8600
21994444;707;50100011;6427
21994949;15775;13100013;4796
21997312;15759;13100033;4073
21998138;8439;81100033;5150
21999567;117;50100031;5011
22003709;16766;50100031;1853
22005747;2330;11100033;5450
22008310;2111;13100033;3033
22011210;2469;71100033;5220
22012478;40455;13100033;3267
22013895;22565;40100033;947
22015032;114;11100033;6054
22016831;714;40100033;8807
22017891;11594;40100033;6141
22017999;15757;50100031;782
22019642;13457;40100032;8198
22019951;13539;11100031;5872
22029672;12683;13100033;3050
22030636;7628;13100013;4413
22031780;13486;13100033;4246
22032480;12686;50100033;2372
22036539;2125;11100031;1544
22037009;13538;50100031;5602
22037113;8236;40100033;8063
22038172;548;11100033;1413
22039530;2160;40100031;7154
22041978;7326;13100033;4540
22045516;13393;40100032;7100
22048426;2248;40100031;9013
22049573;7331;13100033;5131
22049923;12704;40100032;6960
22062282;13491;13100033;4727
22063030;2339;13100033;4195
22063994;40153;50100032;5957
22071302;13559;50100031;2187
22074148;24334;40100032;8866
22074750;40416;50100032;3768
22079809;970;11100033;1052
22081077;7507;40100033;7552
22083130;2459;40100031;7917
22092818;516;13100033;3354
22095634;711;50100033;6428
22095722;2551;13100031;4520
22102450;22535;50100033;2234
22104265;22655;13100033;4695
22109631;8255;13100033;2757
22111285;7336;50100033;2190
22115703;7958;50100031;3765
22116255;198;40100033;8565
22116574;13350;50100032;2698
22118578;22493;11100033;367
22118597;7898;40100033;7768
22119767;7722;40100033;7484
22120104;2155;11100033;1247
22120273;8161;40100033;7880
22124790;15608;11100033;2180
22126303;22649;40100031;7572
22132198;117;11100031;654
22132365;12686;71100033;3795
22133187;15662;40100032;8351
22135330;2222;13100033;5055
22135550;22375;11100033;103
22136389;8206;40100033;8971
22138840;22366;40100033;7450
22138906;7626;13100033;3784
22140201;665;13100033;4953
22140788;12719;40100033;8669
22145670;982;40100033;8250
22145706;108;13100033;3173
22147514;7671;40100033;7529
22150083;2657;13100033;3122
22151676;15759;13100033;2653
22151997;134;11100031;5680
22154830;13474;40100033;8984
22159813;518;13100013;3339
22162072;710;11100033;1033
22168818;15806;50100031;2873
22173068;2111;13100033;4223
22173309;7339;71100033;5717
22174543;7659;50100033;1069
22176296;11687;11100033;56
22177115;15759;13100033;4556
22177401;2134;13100033;2905
22182044;7626;13100033;4663
22182182;13538;40100032;7615
22183553;2528;11100033;1808
22185670;7397;40100032;5251
22187954;2444;13100033;3340
22189763;710;11100033;572
22192577;7631;40100032;7294
22200461;8433;40100031;8857
22202338;772;17104133;4237
22207216;15840;13100033;4330
22209843;2444;13100033;4339
22214789;15793;40100032;7411
22219852;711;40100033;9084
22222353;12553;40100033;7776
22222399;22539;40100033;7647
22223866;22535;50100033;1862
22224679;12747;11100033;6534
22224887;2179;40100032;8313
22230454;31221;11100033;542
22230653;15646;11100031;6553
22232171;8433;41100033;1435
22237587;22671;40100033;7827
22242391;8437;11100033;636
22242902;12715;11100033;598
22248331;2134;13100033;4697
22249972;40298;11100032;1211
22251143;12588;11100032;695
22257809;2283;13100033;4214
22258667;13593;11100033;1350
22260860;11265;13100033;5050
22263954;13538;40100032;6765
22266910;7625;13100033;4658
22267913;2263;40100031;8497
22276008;8413;40100033;6143
22276655;22621;50100031;775
22283022;15531;40100032;5214
22287754;22523;71100033;5387
22287819;22626;13100033;3658
22289142;40029;13100033;4721
22293663;22022;13100033;4510
22294401;527;11100033;2243
22295119;970;11100033;1539
22300679;2555;40100031;8132
22304893;8161;50100033;1932
22308281;40383;40100033;8582
22312731;696;11100033;1083
22319191;15811;40100031;8340
22324991;2559;11100033;6572
22330928;2283;13100033;3691
22331425;22322;50100033;3464
22333304;22688;40100033;8712
22334523;2134;13100033;3175
22335658;2173;13100033;4417
22342621;13350;40100031;8609
22345348;2577;40100031;8619
22350038;22674;13100033;3760
22350246;8438;21100033;5298
22350401;12632;13100033;3165
22353600;22664;13100033;3393
22355695;612;50100033;1911
22357210;2140;40100032;7196
22361068;15535;71100033;6166
22368143;40298;13100033;3817
22370603;40319;40100033;8663
22370752;15684;71100033;6376
22371322;2284;71100033;6286
22371593;22261;50100033;5250
22374117;7977;40100033;7520
22376144;7704;11100032;906
22377513;13504;11100033;1924
22378922;40424;11100033;282
22381280;15840;13100033;3781
22391759;40416;40100032;2400
22392821;20564;40100031;6928
22395268;40253;11100031;1145
22395672;2413;40100031;9099
22396062;897;50100033;3190
22396596;24313;40100032;6964
22397630;2116;40100031;7396
22401425;22004;13100033;4486
22405453;12545;40100032;6921
22407380;22010;11100033;1245
22409531;13303;40100032;8547
22409941;12749;50100033;2314
22414766;2115;40100031;7666
22415387;22419;40100033;7055
22422518;8053;40100033;7350
22422855;525;11100033;762
22431449;2379;40100031;5695
22435088;2205;13100033;3850
22438403;40343;40100031;6727
22438594;7922;11100033;1402
22439626;968;13100033;4949
22439893;2233;11100031;247
22441303;13551;13100033;3446
22450865;8003;40100032;7990
22451838;536;40100031;1857
22454638;8441;50100033;14
22458939;2518;50100033;6615
22459734;2455;71100031;5395
22459853;2437;11100033;6447
22461090;22597;13100033;5084
22466000;2681;13100031;5129
22468886;530;11100033;1545
22471092;2444;13100033;3235
22471910;7331;13100033;2899
22472363;22553;13100033;4008
22472698;40038;11100033;1464
22492365;2205;13100033;3798
22493927;2283;13100033;4461
22500545;8105;13100033;4129
22503157;13314;40100031;8165
22503212;2391;11100033;535
22504802;2248;50100031;139
22506401;22612;11100033;1206
22512517;129;11100032;582
22513778;40144;40100031;7039
22514329;8436;41100033;1227
22517699;22009;11100033;76
22521949;2428;40100031;8255
22524087;40298;40100031;8450
22533389;13633;40100032;8079
22534061;40078;71100033;6276
22541590;2111;13100033;4792
22542684;22050;13100033;4661
22543066;119;11100033;9141
22558438;13593;40100033;9088
22559537;15583;13100033;5245
22561678;8255;13100033;3562
22564402;7349;40100033;9106
22566319;40320;71100033;5541
22567348;16923;11100031;1718
22571455;15757;40100031;6967
22572318;12593;50100032;1864
22577000;15593;40100032;8861
22578408;15757;50100031;4772
22581086;31218;50100032;244
22581129;31221;11100033;684
22582553;2530;13100033;4941
22584107;40399;13100033;2836
22605117;2134;13100033;3145
22608085;15726;13100031;3639
22609162;2330;40100032;6857
22611549;7626;13100033;4782
22618414;2444;13100033;3904
22619636;22430;50100033;1888
22619905;2125;40100032;7932
22628606;15840;13100033;4615
22628705;628;40100033;8002
22631622;12617;11100032;6181
22631877;7505;13100033;4629
22635642;2125;11100032;1354
22641776;15807;11100033;614
22643905;15840;13100033;4300
22647561;2579;40100032;8693
22648802;22697;50100031;6516
22653594;7348;40100033;8576
22654079;2116;71100033;5709
22662060;15812;11100033;191
22665087;2114;11100013;1710
22667391;24329;23100023;3174
22668663;7628;13100013;3920
22670560;22356;13100033;4899
22675783;13474;50100033;2047
22675893;7331;13100033;5041
22683163;13504;40100033;7947
22683181;15650;11100032;416
22688890;2210;11100033;1878
22690991;2118;40100031;6900
22691360;13538;40100032;8021
22692853;8429;13100033;4810
22696055;709;71100033;5650
22697141;13621;40100031;8718
22697875;2210;40100031;7998
22698616;8147;40100033;5256
22703019;2336;11100033;6351
22706079;7907;71100033;6332
22708800;2444;13100033;2300
22709758;7333;11100033;851
22712197;31221;11100033;5633
22712700;13532;50100031;2168
22715881;15570;50100031;3095
22716449;7328;13100033;2887
22721592;13350;40100031;8277
22728594;8047;50100033;4561
22729943;2579;40100032;7389
22730845;897;40100033;8308
22734488;15643;50100031;2223
22734533;13621;50100031;2071
22737280;7628;13100013;3539
22737466;13504;11100033;901
22740371;12749;11100033;6649
22741669;22493;40100031;8675
22742242;2232;40100031;8541
22746252;12762;13100031;3736
22746695;2234;40100033;7788
22747573;8241;40100031;8697
22748574;2456;11100033;5764
22748593;8429;33100033;2784
22753300;12602;40100033;7173
22754995;7967;71100033;3706
22755237;7631;40100032;8358
22757244;2136;11100033;2007
22758286;2329;71100033;5981
22773862;2179;50100032;5993
22780294;2153;50100032;6623
22784189;2153;11100031;384
22787856;847;40100033;8660
22787968;7629;13100033;3114
22790072;2283;13100033;4538
22791576;2134;13100033;3498
22793093;2530;13100033;2525
22794201;2118;71100033;6165
22794772;721;40100032;6852
22797306;13587;50100033;5528
22799863;534;11100033;1725
22800428;2579;40100032;8656
22804093;111;40100033;9453
22805095;8454;50100022;2341
22806333;2330;40100031;8793
22808595;13504;13100033;4549
22810196;2267;40100033;8093
22813618;40006;40100031;8054
22813619;15593;40100032;8055
22814366;7343;40100032;6730
22815081;8439;11100031;1798
22815938;8413;50100033;2871
22818083;7352;40100033;2103
22822184;2523;40100031;8141
22823061;22229;11100033;6056
22830159;1016;40100033;9071
22832201;31198;50100031;5481
22832264;847;40100033;7040
22833779;15792;50100031;478
22836514;13398;40100032;7868
22839499;7959;50100033;1898
22843015;40298;11100032;585
22849897;22480;40100033;8946
22853870;8454;50100022;859
22854364;40073;11100033;924
22857339;15762;40100033;7026
22858571;22265;40100033;5204
22860585;2112;71100031;6163
22863961;15775;13100013;5119
22867019;8425;23100033;3063
22868055;7826;40100032;7973
22868233;13341;13100033;3703
22868504;646;50100032;6629
22868712;637;11100033;6680
22868904;2310;40100031;8929
22869884;40422;13100033;3567
22871732;2120;50100031;2120
22872101;12704;40100032;977
22874264;2660;40100033;9123
22878543;7696;40100032;7207
22889995;7397;40100032;7575
22893073;7628;71100013;5716
22893142;24329;11100023;1442
22893831;15646;13100033;4236
22895842;7958;50100031;2587
22895927;972;50100031;148
22896633;2123;13100033;3757
22899674;2310;11100031;1251
22902535;13626;50100033;6414
22904502;12719;40100033;8846
22904646;12594;11100033;986
22910167;13552;11100033;407
22913257;706;40100031;8816
22913607;2360;50100031;3015
22915772;729;40100033;7384
22915851;22418;40100032;6794
22916057;7510;40100031;8493
22921141;15596;11100033;809
22922030;22283;11100031;5787
22924297;13633;40100032;8569
22924928;22322;13100033;2650
22927932;2111;13100033;3778
22939426;12719;11100033;2233
22942687;2111;13100033;3923
22943287;11155;71100033;6026
22946403;8438;81100033;5447
22947415;125;11100033;1134
22953564;8174;71100033;6461
22954267;15779;11100033;6677
22957879;13330;13100031;2626
22961744;534;11100033;9178
22967335;8435;41100033;1279
22972407;701;13100033;5277
22972557;2530;13100033;3261
22973688;8421;40100031;8155
22975738;1049;40100033;3000
22977961;15746;71100031;3497
22979170;22009;40100032;8376
22984303;40399;13100033;2594
22987151;7959;11100033;6473
22987826;2447;13100033;2835
22989118;40351;40100032;8210
22991530;715;40100033;9124
22995909;40316;40100032;7733
23000583;8433;71100033;5562
23001957;13551;11100033;289
23004063;2112;11100032;502
23004738;22480;40100033;7125
23006170;12749;13100033;3140
23015044;22561;40100033;7699
23017584;40080;13100033;4982
23018317;7331;13100033;4472
23024728;7331;13100033;3551
23027619;2209;11100033;1209
23030049;8436;40100033;7288
23031728;13586;40100032;7027
23033485;2123;13100033;2804
23037032;7412;11100033;536
23041264;8425;23100033;3377
23043266;12602;40100033;971
23047450;2116;40100031;7736
23048751;7724;50100031;2483
23051240;2359;50100031;672
23051357;2444;13100033;4310
23058355;22674;13100033;4938
23058404;845;13100033;4607
23061493;22265;50100033;1876
23061866;107;13100033;3084
23062228;12726;50100033;6426
23071469;2611;11100033;1394
23072683;8005;11100033;861
23081912;20376;13100033;4805
23082053;7722;50100033;7798
23082370;13486;71100033;5622
23083360;12757;40100032;6751
23083998;13350;40100031;3276
23085438;129;71100032;2251
23086204;716;40100033;8716
23089511;8313;50100033;5598
23093459;40351;40100032;8368
23093544;7626;13100033;3168
23095506;971;11100013;1923
23095905;8425;13100033;3790
23096162;126;11100033;1439
23097237;15646;13100033;4886
23099908;15526;50100031;2416
23107274;2714;50100031;5718
23107792;2285;13100033;3139
23110782;22065;40100033;8859
23110844;15792;50100031;5257
23112520;7328;13100033;4928
23118472;2153;11100031;5753
23120791;113;40100031;8067
23125737;7339;71100033;4811
23132730;13621;40100031;1358
23133864;31194;71100031;5738
23135192;7541;11100033;9173
23136595;2411;13100033;5117
23137341;13587;11100033;639
23138469;131;13100031;3079
23139554;1049;40100033;7625
23143481;2179;40100032;6717
23147655;22697;50100031;5984
23150039;40416;50100031;2482
23154203;527;40100033;7889
23155755;13552;11100033;1336
23156523;13457;40100032;7432
23159696;875;11100033;498
23159828;7720;13100033;2938
23160639;24316;13100033;3355
23161200;7328;13100033;4788
23165117;40423;50100033;347
23167219;15859;40100031;8267
23171233;40298;13100033;3869
23172745;2135;71100033;5518
23174373;7724;11100033;833
23176610;8454;81100023;5398
23178283;40422;40100033;7306
23183099;22597;13100033;4447
23185168;31194;40100032;8248
23186221;12655;11100033;1575
23189175;13331;50100031;3597
23198036;556;11100033;5798
23201752;646;11100032;6655
23204461;7422;11100033;6661
23205761;7636;40100031;5603
23209180;530;71100033;5491
23209327;7405;50100031;5008
23212240;970;40100031;8706
23219376;12747;50100031;2743
23223012;13562;40100033;7130
23225096;11265;13100033;4216
23229834;706;40100031;8191
23231847;13563;40100033;9039
23231974;12704;40100032;8404
23235026;7464;11100033;2323
23237265;516;13100033;5116
23240759;40038;11100033;648
23252710;12686;50100033;3106
23255692;7463;11100033;1668
23260087;8439;61100033;6697
23270940;40343;40100031;214
23271802;2444;13100033;3868
23274596;2650;71100033;6130
23277169;2302;50100031;3599
23279147;2579;40100032;8226
23281165;708;11100033;1969
23288544;2263;50100031;5302
23290223;11265;71100033;5386
23295676;611;13100033;3049
23303770;2458;50100031;5358
23307320;534;40100033;2955
23313939;40257;40100031;8252
23315061;2330;11100033;1002
23315610;2532;11100033;928
23316921;11265;13100033;352
23317157;2539;50100031;2115
23323963;706;40100031;7199
23324834;13538;40100032;8130
23329466;710;11100033;51
23330926;518;13100013;2609
23340648;7774;40100033;8082
23346490;13590;40100033;8881
23347172;2164;13100031;4730
23347799;711;50100033;35
23350911;15502;50100031;2550
23353636;13532;50100031;3614
23356693;24334;40100031;7001
23357836;8439;40100031;6772
23359276;22322;11100033;9184
23362471;40455;13100033;3310
23363066;615;50100033;339
23363465;8415;11100033;1616
23364915;13551;13100033;3647
23367570;15811;40100031;7407
23372181;2625;13100033;4822
23373618;112;40100031;7285
23375170;712;71100033;6337
23377833;2432;71100033;6340
23380058;7626;13100033;4110
23384341;2488;40100031;7811
23385176;12691;40100032;9065
23391497;12192;71100033;3992
23395075;12192;13100033;3318
23400046;13463;11100031;1001
23402174;7397;40100032;8354
23408134;7834;40100033;2983
23415934;646;11100032;1006
23421359;2171;40100031;8489
23422180;8111;13100033;3045
23422701;8439;71100033;6253
23424564;11261;40100031;9021
23427953;13475;40100032;8338
23430990;12602;11100033;2253
23431583;2361;40100031;9097
23432713;22397;13100031;5099
23434550;12617;11100032;1046
23434639;647;11100032;387
23440254;2551;13100031;5318
23442719;13342;50100031;468
23445766;22327;11100033;1896
23448070;12551;13100033;5132
23457692;22009;40100032;7526
23458295;15840;13100033;3794
23459153;707;11100011;5068
23463038;8411;23100033;3148
23464289;15840;13100033;3882
23465607;15646;13100033;4984
23466573;22155;50100031;2181
23466655;20460;40100031;1367
23472182;12192;13100033;4974
23474658;12518;40100032;7875
23475186;13513;11100033;414
23476932;22544;13100033;3878
23478406;22535;50100033;5987
23480113;7959;11100033;152
23480903;707;11100011;1877
23482387;707;71100011;6344
23483501;13405;50100031;5010
23483947;7959;40100033;7965
23491461;2122;50100031;225
23495638;518;13100013;3827
23495674;2415;50100031;2591
23496850;2162;71100031;5743
23497809;130;11100032;6669
23498026;8448;21100033;5285
23503486;12655;13100033;5022
23505177;2234;11100033;1529
23505672;8049;40100033;8672
23507231;2457;50100031;2155
23511403;543;40100033;7741
23515359;7907;13100033;4226
23515731;129;11100032;1297
23517432;525;11100033;1004
23520593;946;40100032;8654
23520801;2464;50100031;5478
23524699;7433;40100033;7507
23525046;7724;11100033;1316
23531816;2134;13100033;4242
23534957;15593;40100032;8535
23536640;615;50100033;1507
23539486;7339;40100033;7787
23542572;7647;50100033;5379
23544135;2308;40100032;6530
23544923;7336;11100033;410
23545130;798;40100031;2305
23546247;2146;11100033;6258
23547019;40457;13100033;4647
23548186;2205;13100033;3164
23554509;556;50100033;3570
23555661;22196;40100033;6958
23555913;8441;71100033;3313
23562949;7772;13100033;5184
23566752;2126;11100033;1873
23567950;22418;40100032;8786
23570641;721;40100032;563
23571278;1015;40100033;8139
23571579;13474;40100033;6907
23573224;2308;40100032;6699
23575466;8174;13100033;2496
23585973;8439;50100032;1890
