mrun;nivel;rbd_admitido;cod_ense_admitido;cod_grado_admitido;respuesta_postulante;rbd_admitido_post_resp;cod_ense_admitido_post_resp;cod_grado_admitido_post_resp
5283;-1;8457;10;4;5;8457;10;4
12406;-1;8422;10;4;5;8422;10;4
18586;-1;24305;10;4;5;24305;10;4
44981;9;8411;310;1;5;8411;310;1
57159;0;8439;10;5;5;8439;10;5
58727;9;8427;310;1;5;8427;310;1
68038;-1;8422;10;4;5;8422;10;4
88661;-1;8442;10;4;3;8442;10;4
104064;1;8441;110;1;7; ; ; 
104614;0;8421;10;5;5;8421;10;5
107415;0;8458;10;5;5;8458;10;5
113213;0;11678;10;5;4; ; ; 
125447;-1;8458;10;4;5;8458;10;4
126238;-1;11687;10;4;4; ; ; 
142772;9;8424;310;1;3;8424;310;1
149440;-1;24317;10;4;5;24317;10;4
161320;-1;11678;10;4;4; ; ; 
162650;9;8427;310;1;5;8427;310;1
167709;0;8442;10;5;7; ; ; 
172515;-1;16895;10;4;3;16895;10;4
201194;7;8454;110;7;5;8454;110;7
201891;9;24300;310;1;4; ; ; 
222230;-1;8450;10;4;3;8450;10;4
226397;9;24316;310;1;5;24316;310;1
232780;0;8454;10;5;3;8454;10;5
264726;0;8458;10;5;5;8458;10;5
279322;0;24305;10;5;5;24305;10;5
284555;-1;24313;10;4;5;24313;10;4
291892;9;8429;310;1;4; ; ; 
307440;-1;8421;10;4;3;8421;10;4
331447;9;24319;310;1;5;24319;310;1
353847;7;8448;110;7;6;24338;110;7
359194;-1;24305;10;4;7;24318;10;4
379056;-1;8435;10;4;5;8435;10;4
379139;7;8454;110;7;5;8454;110;7
390115;0;8436;10;5;7; ; ; 
399210;7;11678;110;7;5;11678;110;7
420921;7;8429;110;7;3;8429;110;7
422370;9;8424;310;1;3;8424;310;1
443134;-1;8457;10;4;5;8457;10;4
444757;-1;24313;10;4;5;24313;10;4
451226;-1;8412;10;4;5;8412;10;4
452098;-1;8439;10;4;7;24305;10;4
457907;9;8411;310;1;3;8411;310;1
462049;1;24327;110;1;4; ; ; 
463089;-1;24329;10;4;3;24329;10;4
464891;0;8455;10;5;5;8455;10;5
468826;-1;8412;10;4;5;8412;10;4
499192;9;8424;310;1;5;8424;310;1
500774;0;11687;10;5;3;11687;10;5
524187;1;8439;110;1;3;8439;110;1
526488;-1;8483;10;4;5;8483;10;4
565108;-1;24329;10;4;5;24329;10;4
569340;0;8437;10;5;7;11678;10;5
573647;1;8438;110;1;4; ; ; 
576951;9;24327;310;1;5;24327;310;1
577844;1;8458;110;1;5;8458;110;1
581418;9;8425;310;1;5;8425;310;1
596350;-1;8442;10;4;5;8442;10;4
606372;-1;8413;10;4;5;8413;10;4
615503;-1;24307;10;4;5;24307;10;4
635479;0;8444;10;5;5;8444;10;5
636466;-1;24318;10;4;5;24318;10;4
644193;0;8436;10;5;5;8436;10;5
651822;9;8429;310;1;6;8429;310;1
658517;-1;24318;10;4;3;24318;10;4
667398;-1;8449;10;4;5;8449;10;4
672754;-1;8442;10;4;3;8442;10;4
673405;-1;8441;10;4;5;8441;10;4
680210;9;24329;310;1;5;24329;310;1
681559;-1;11687;10;4;3;11687;10;4
685648;9;8430;310;1;7; ; ; 
693547;-1;8441;10;4;5;8441;10;4
693593;-1;24338;10;4;5;24338;10;4
700194;7;8424;110;7;5;8424;110;7
701460;9;8424;310;1;5;8424;310;1
710788;-1;8417;10;4;5;8417;10;4
715445;9;24316;310;1;5;24316;310;1
729270;-1;24307;10;4;5;24307;10;4
733805;-1;8433;10;4;3;8433;10;4
735075;9;24300;310;1;5;24300;310;1
735981;-1;8412;10;4;5;8412;10;4
740769;1;8413;110;1;5;8413;110;1
758028;0;8454;10;5;5;8454;10;5
768654;0;8442;10;5;6;11678;10;5
771925;9;24300;310;1;5;24300;310;1
790826;0;8444;10;5;3;8444;10;5
807521;9;8474;310;1;5;8474;310;1
815005;1;24329;110;1;5;24329;110;1
822731;0;8439;10;5;5;8439;10;5
823920;-1;24329;10;4;5;24329;10;4
827484;9;8425;310;1;5;8425;310;1
833209;1;8454;110;1;5;8454;110;1
833458;-1;8421;10;4;5;8421;10;4
835909;-1;8435;10;4;4; ; ; 
842863;9;8427;310;1;3;8427;310;1
854184;0;8439;10;5;7; ; ; 
856570;9;24300;310;1;5;24300;310;1
859087;-1;24318;10;4;5;24318;10;4
875047;9;24300;310;1;5;24300;310;1
885452;-1;8439;10;4;3;8439;10;4
894377;9;8427;310;1;5;8427;310;1
897166;9;24316;310;1;5;24316;310;1
898252;0;24313;10;5;5;24313;10;5
899536;1;8434;110;1;7;24329;110;1
915104;9;24316;310;1;5;24316;310;1
923657;7;8454;110;7;5;8454;110;7
924076;-1;8439;10;4;7; ; ; 
936112;-1;8415;10;4;5;8415;10;4
939474;-1;24318;10;4;5;24318;10;4
952138;9;24316;310;1;5;24316;310;1
953531;0;8455;10;5;6;8455;10;5
960107;9;24316;310;1;5;24316;310;1
961934;0;8455;10;5;5;8455;10;5
966961;-1;24318;10;4;5;24318;10;4
977497;1;11678;110;1;3;11678;110;1
993720;-1;8435;10;4;3;8435;10;4
1005746;-1;24318;10;4;5;24318;10;4
1006389;7;11678;110;7;5;11678;110;7
1012376;7;8458;110;7;5;8458;110;7
1021374;-1;24329;10;4;3;24329;10;4
1028846;1;8441;110;1;4; ; ; 
1033074;0;8444;10;5;5;8444;10;5
1034071;9;8430;310;1;4; ; ; 
1034501;9;8427;310;1;5;8427;310;1
1066094;-1;24329;10;4;5;24329;10;4
1081047;0;11678;10;5;3;11678;10;5
1091731;-1;24307;10;4;3;24307;10;4
1094209;0;11680;10;5;5;11680;10;5
1100171;-1;8435;10;4;5;8435;10;4
1102298;9;8474;310;1;5;8474;310;1
1116787;9;8424;310;1;5;8424;310;1
1126339;9;8411;310;1;5;8411;310;1
1129968;-1;24334;10;4;5;24334;10;4
1139829;-1;24311;10;4;3;24311;10;4
1150351;1;8458;110;1;5;8458;110;1
1153540;9;8474;310;1;5;8474;310;1
1159757;-1;8434;10;4;5;8434;10;4
1181351;0;24305;10;5;5;24305;10;5
1197352;0;8457;10;5;5;8457;10;5
1207545;0;11680;10;5;7; ; ; 
1217853;9;24316;310;1;5;24316;310;1
1230885;-1;24318;10;4;5;24318;10;4
1232100;-1;8437;10;4;5;8437;10;4
1249543;-1;8422;10;4;3;8422;10;4
1256155;1;8436;110;1;5;8436;110;1
1256646;-1;8442;10;4;5;8442;10;4
1258878;-1;8421;10;4;5;8421;10;4
1268266;7;8442;110;7;4; ; ; 
1268612;-1;24338;10;4;5;24338;10;4
1293977;0;8455;10;5;3;8455;10;5
1297390;0;11680;10;5;5;11680;10;5
1301542;-1;8412;10;4;3;8412;10;4
1304620;9;24329;310;1;5;24329;310;1
1308011;9;8424;310;1;5;8424;310;1
1309705;9;8474;310;1;5;8474;310;1
1312574;9;8430;310;1;4; ; ; 
1324547;-1;8438;10;4;3;8438;10;4
1326134;-1;24307;10;4;3;24307;10;4
1329370;1;8439;110;1;5;8439;110;1
1343681;9;24319;310;1;5;24319;310;1
1356234;1;24311;110;1;5;24311;110;1
1357068;9;8457;310;1;5;8457;310;1
1358867;1;8438;110;1;5;8438;110;1
1360920;-1;24307;10;4;5;24307;10;4
1365932;1;24319;110;1;3;24319;110;1
1369699;-1;24313;10;4;5;24313;10;4
1373008;9;24319;310;1;5;24319;310;1
1376916;9;24316;310;1;3;24316;310;1
1401265;-1;8442;10;4;5;8442;10;4
1410278;9;8430;310;1;7; ; ; 
1413259;-1;11678;10;4;4; ; ; 
1422825;9;24300;310;1;5;24300;310;1
1431858;-1;8457;10;4;5;8457;10;4
1445276;9;8430;310;1;5;8430;310;1
1451613;-1;24318;10;4;5;24318;10;4
1452055;9;8425;310;1;4; ; ; 
1464643;0;8442;10;5;4; ; ; 
1473382;-1;8434;10;4;3;8434;10;4
1484689;9;8429;310;1;5;8429;310;1
1490863;-1;8433;10;4;7;24305;10;4
1513104;-1;8448;10;4;7; ; ; 
1514269;-1;8438;10;4;5;8438;10;4
1521460;0;8442;10;5;7; ; ; 
1546986;-1;8442;10;4;5;8442;10;4
1548219;9;8455;310;1;5;8455;310;1
1562693;0;8454;10;5;5;8454;10;5
1589123;-1;8433;10;4;3;8433;10;4
1591128;0;8433;10;5;4; ; ; 
1593418;-1;11678;10;4;5;11678;10;4
1611255;-1;8436;10;4;5;8436;10;4
1616557;9;24300;310;1;5;24300;310;1
1617944;9;8429;310;1;7; ; ; 
1628248;-1;8454;10;4;6;24311;10;4
1640020;-1;11678;10;4;5;11678;10;4
1648657;9;8425;310;1;5;8425;310;1
1649185;9;24316;310;1;5;24316;310;1
1662769;0;8435;10;5;3;8435;10;5
1673975;-1;24307;10;4;5;24307;10;4
1681878;9;8424;310;1;5;8424;310;1
1686652;0;8413;10;5;4; ; ; 
1698514;-1;8458;10;4;6;8458;10;4
1703937;1;24319;110;1;4; ; ; 
1710708;-1;8439;10;4;7; ; ; 
1718921;9;8474;310;1;3;8474;310;1
1735262;1;24302;110;1;5;24302;110;1
1745612;-1;24302;10;4;4; ; ; 
1759497;1;11678;110;1;3;11678;110;1
1760297;-1;8458;10;4;7;24311;10;4
1762342;1;24311;110;1;5;24311;110;1
1767082;9;24316;310;1;5;24316;310;1
1768529;0;8455;10;5;3;8455;10;5
1771721;-1;24317;10;4;5;24317;10;4
1784011;9;24316;310;1;5;24316;310;1
1784094;9;8457;310;1;3;8457;310;1
1793020;9;24316;310;1;5;24316;310;1
1793339;9;24300;310;1;5;24300;310;1
1794444;0;8434;10;5;5;8434;10;5
1800406;0;11680;10;5;5;11680;10;5
1806487;-1;8435;10;4;3;8435;10;4
1838705;9;24300;310;1;3;24300;310;1
1838838;9;8430;310;1;7; ; ; 
1842235;0;8434;10;5;7; ; ; 
1854506;-1;24305;10;4;7; ; ; 
1854876;0;24313;10;5;4; ; ; 
1855063;9;8474;310;1;3;8474;310;1
1878115;9;8474;310;1;5;8474;310;1
1893270;-1;8412;10;4;5;8412;10;4
1921507;0;8442;10;5;7; ; ; 
1922900;9;8474;310;1;5;8474;310;1
1925181;0;8441;10;5;3;8441;10;5
1941315;-1;8436;10;4;5;8436;10;4
1969475;-1;8433;10;4;7;8458;10;4
1983912;-1;8412;10;4;5;8412;10;4
1985491;0;8441;10;5;5;8441;10;5
1985961;9;24338;310;1;5;24338;310;1
2008726;9;24300;310;1;5;24300;310;1
2021562;-1;24311;10;4;5;24311;10;4
2023165;-1;24302;10;4;4; ; ; 
2024178;0;8442;10;5;3;8442;10;5
2030289;0;8449;10;5;5;8449;10;5
2045740;-1;24311;10;4;4; ; ; 
2049838;9;8425;310;1;4; ; ; 
2063087;-1;8457;10;4;5;8457;10;4
2065263;9;8424;310;1;5;8424;310;1
2066353;-1;8412;10;4;5;8412;10;4
2068888;9;8429;310;1;5;8429;310;1
2069154;0;8455;10;5;5;8455;10;5
2085569;7;8454;110;7;5;8454;110;7
2091645;-1;8457;10;4;5;8457;10;4
2092615;9;24300;310;1;5;24300;310;1
2099023;9;24316;310;1;6;24316;310;1
2106606;9;8411;310;1;5;8411;310;1
2114855;9;8424;310;1;7; ; ; 
2118883;0;8441;10;5;7;11678;10;5
2121596;-1;24318;10;4;5;24318;10;4
2123717;9;8425;310;1;5;8425;310;1
2124113;-1;8415;10;4;5;8415;10;4
2124301;-1;8434;10;4;5;8434;10;4
2125988;-1;24305;10;4;4; ; ; 
2140285;7;8434;110;7;5;8434;110;7
2141251;-1;8433;10;4;3;8433;10;4
2156243;1;8455;110;1;5;8455;110;1
2159013;9;8427;310;1;6;8427;310;1
2170862;-1;8442;10;4;5;8442;10;4
2185827;-1;24302;10;4;6;24302;10;4
2191139;-1;11687;10;4;4; ; ; 
2191402;0;8433;10;5;3;8433;10;5
2194123;-1;8412;10;4;5;8412;10;4
2206270;-1;8441;10;4;4; ; ; 
2223365;-1;8458;10;4;5;8458;10;4
2225840;-1;24305;10;4;3;24305;10;4
2232067;-1;8438;10;4;5;8438;10;4
2241811;-1;8422;10;4;4; ; ; 
2260416;-1;8458;10;4;3;8458;10;4
2266289;9;8454;310;1;6;8454;310;1
2274429;9;8457;310;1;4; ; ; 
2283458;0;8435;10;5;3;8435;10;5
2287603;-1;8437;10;4;5;8437;10;4
2288503;9;24300;310;1;3;24300;310;1
2313934;1;24329;110;1;5;24329;110;1
2329161;-1;8422;10;4;5;8422;10;4
2356919;-1;24329;10;4;5;24329;10;4
2361035;-1;8422;10;4;5;8422;10;4
2361168;9;24316;310;1;3;24316;310;1
2365600;0;8457;10;5;5;8457;10;5
2372558;-1;8433;10;4;7; ; ; 
2373937;-1;8436;10;4;3;8436;10;4
2393410;9;8427;310;1;5;8427;310;1
2394176;-1;8412;10;4;5;8412;10;4
2405122;-1;8422;10;4;5;8422;10;4
2408804;9;8454;310;1;5;8454;310;1
2408825;1;24327;110;1;5;24327;110;1
2410423;1;24327;110;1;3;24327;110;1
2411009;0;11678;10;5;5;11678;10;5
2412003;-1;24307;10;4;5;24307;10;4
2415352;7;11678;110;7;5;11678;110;7
2420878;0;8435;10;5;7; ; ; 
2423287;-1;24329;10;4;5;24329;10;4
2435338;1;24311;110;1;4; ; ; 
2443755;-1;24317;10;4;5;24317;10;4
2446620;-1;24313;10;4;5;24313;10;4
2461367;-1;8435;10;4;5;8435;10;4
2463336;-1;24329;10;4;5;24329;10;4
2464097;-1;8412;10;4;5;8412;10;4
2464325;0;8457;10;5;5;8457;10;5
2464644;9;8427;310;1;3;8427;310;1
2469223;-1;8421;10;4;5;8421;10;4
2483580;0;8442;10;5;4; ; ; 
2495732;9;8427;310;1;5;8427;310;1
2498436;-1;24334;10;4;5;24334;10;4
2508552;0;8455;10;5;5;8455;10;5
2511459;9;24327;310;1;3;24327;310;1
2513221;0;8444;10;5;5;8444;10;5
2514197;9;24300;310;1;7; ; ; 
2526750;-1;8412;10;4;7;24317;10;4
2530130;-1;24334;10;4;5;24334;10;4
2537986;1;8444;110;1;5;8444;110;1
2538543;1;16895;110;1;5;16895;110;1
2539352;-1;8441;10;4;7; ; ; 
2544819;9;8474;310;1;5;8474;310;1
2553411;9;24300;310;1;3;24300;310;1
2556428;9;8430;310;1;7; ; ; 
2571706;0;16895;10;5;5;16895;10;5
2572357;0;11678;10;5;3;11678;10;5
2593085;1;24311;110;1;5;24311;110;1
2596645;-1;24329;10;4;5;24329;10;4
2616508;-1;8439;10;4;5;8439;10;4
2622182;7;24338;110;7;3;24338;110;7
2624176;-1;8412;10;4;5;8412;10;4
2634465;9;8474;310;1;3;8474;310;1
2643544;-1;11678;10;4;3;11678;10;4
2649468;-1;24307;10;4;5;24307;10;4
2650402;9;24329;310;1;5;24329;310;1
2664652;-1;8421;10;4;5;8421;10;4
2678300;-1;24329;10;4;5;24329;10;4
2694690;9;24307;310;1;5;24307;310;1
2697360;-1;8441;10;4;7; ; ; 
2699721;1;24329;110;1;5;24329;110;1
2712711;-1;24318;10;4;5;24318;10;4
2718031;-1;8454;10;4;5;8454;10;4
2753495;-1;8454;10;4;5;8454;10;4
2755112;-1;8442;10;4;5;8442;10;4
2756112;9;8411;310;1;4; ; ; 
2758201;7;8424;110;7;5;8424;110;7
2759494;0;11680;10;5;5;11680;10;5
2768520;-1;8438;10;4;5;8438;10;4
2768569;9;8425;310;1;5;8425;310;1
2773286;1;8422;110;1;5;8422;110;1
2777521;9;8429;310;1;7; ; ; 
2779587;0;8436;10;5;5;8436;10;5
2784767;-1;24329;10;4;5;24329;10;4
2789856;-1;24338;10;4;5;24338;10;4
2790926;0;8435;10;5;4; ; ; 
2804042;7;24327;110;7;5;24327;110;7
2811336;9;8424;310;1;5;8424;310;1
2827890;-1;8435;10;4;5;8435;10;4
2840468;-1;8433;10;4;6;8433;10;4
2844239;1;24319;110;1;5;24319;110;1
2849275;0;8455;10;5;5;8455;10;5
2859980;9;8429;310;1;4; ; ; 
2861396;9;8430;310;1;5;8430;310;1
2878644;0;8454;10;5;5;8454;10;5
2878972;-1;24313;10;4;3;24313;10;4
2879018;1;8458;110;1;5;8458;110;1
2885432;-1;8458;10;4;5;8458;10;4
2887283;0;8433;10;5;4; ; ; 
2901116;-1;24318;10;4;5;24318;10;4
2918339;-1;24311;10;4;6;24338;10;4
2939942;9;24329;310;1;5;24329;310;1
2952864;7;8442;110;7;6;8442;110;7
2968267;9;24327;310;1;5;24327;310;1
2972855;1;8441;110;1;5;8441;110;1
2981534;0;8454;10;5;3;8454;10;5
2992868;9;24329;310;1;6;8424;310;1
3007729;0;8441;10;5;5;8441;10;5
3011869;9;24316;310;1;5;24316;310;1
3014866;0;24338;10;5;4; ; ; 
3023993;9;24316;310;1;5;24316;310;1
3026114;-1;11678;10;4;5;11678;10;4
3028848;9;8454;310;1;5;8454;310;1
3034629;0;11680;10;5;5;11680;10;5
3050471;9;24300;310;1;5;24300;310;1
3062879;0;8441;10;5;4; ; ; 
3064065;1;24302;110;1;7; ; ; 
3074500;1;8433;110;1;3;8433;110;1
3084546;-1;8433;10;4;4; ; ; 
3089801;0;8438;10;5;5;8438;10;5
3092018;-1;11680;10;4;5;11680;10;4
3094743;-1;11678;10;4;5;11678;10;4
3098307;0;8433;10;5;3;8433;10;5
3104995;7;24327;110;7;5;24327;110;7
3112279;1;24319;110;1;4; ; ; 
3123149;9;8424;310;1;4; ; ; 
3126909;-1;8457;10;4;5;8457;10;4
3134114;-1;8434;10;4;3;8434;10;4
3138166;9;8411;310;1;5;8411;310;1
3144107;9;8474;310;1;5;8474;310;1
3169246;9;8425;310;1;6;24316;310;1
3179863;0;8454;10;5;5;8454;10;5
3181331;9;8454;310;1;5;8454;310;1
3201105;1;8442;110;1;5;8442;110;1
3205664;9;8427;310;1;4; ; ; 
3205767;-1;24311;10;4;3;24311;10;4
3217356;0;8433;10;5;5;8433;10;5
3222336;9;8411;310;1;4; ; ; 
3223070;9;24300;310;1;5;24300;310;1
3225031;-1;8436;10;4;5;8436;10;4
3229715;1;24319;110;1;5;24319;110;1
3231892;7;8424;110;7;3;8424;110;7
3236570;1;8458;110;1;3;8458;110;1
3249150;-1;8475;10;4;5;8475;10;4
3254005;9;8454;310;1;5;8454;310;1
3265861;-1;8441;10;4;3;8441;10;4
3268677;0;8433;10;5;3;8433;10;5
3287766;-1;11678;10;4;5;11678;10;4
3288239;1;8483;110;1;5;8483;110;1
3288609;-1;24317;10;4;5;24317;10;4
3291559;9;8424;310;1;5;8424;310;1
3300872;-1;11678;10;4;5;11678;10;4
3310562;-1;24329;10;4;3;24329;10;4
3314530;0;8444;10;5;3;8444;10;5
3322377;9;24307;310;1;5;24307;310;1
3369891;-1;8433;10;4;3;8433;10;4
3370595;0;8455;10;5;4; ; ; 
3372972;1;8444;110;1;4; ; ; 
3395313;9;8454;310;1;5;8454;310;1
3400003;1;24319;110;1;5;24319;110;1
3414224;9;8454;310;1;5;8454;310;1
3425387;1;8444;110;1;7;24327;110;1
3425514;-1;24313;10;4;3;24313;10;4
3434826;-1;8458;10;4;5;8458;10;4
3436832;-1;8439;10;4;7; ; ; 
3452160;1;24327;110;1;7; ; ; 
3459506;-1;8458;10;4;5;8458;10;4
3463165;-1;24307;10;4;3;24307;10;4
3472397;0;24329;10;5;5;24329;10;5
3475057;7;8457;110;7;5;8457;110;7
3479091;-1;16895;10;4;3;16895;10;4
3480459;0;8437;10;5;5;8437;10;5
3486720;-1;24302;10;4;4; ; ; 
3490186;0;8439;10;5;7; ; ; 
3491311;-1;8457;10;4;5;8457;10;4
3494255;9;8424;310;1;5;8424;310;1
3494256;9;24316;310;1;5;24316;310;1
3499601;-1;8413;10;4;5;8413;10;4
3502874;-1;8439;10;4;5;8439;10;4
3506527;-1;24313;10;4;5;24313;10;4
3507002;-1;8470;10;4;3;8470;10;4
3508468;0;8433;10;5;3;8433;10;5
3512280;9;8427;310;1;5;8427;310;1
3516532;-1;8439;10;4;7; ; ; 
3521586;-1;8458;10;4;5;8458;10;4
3536222;-1;24302;10;4;5;24302;10;4
3542961;1;24327;110;1;5;24327;110;1
3550852;-1;11680;10;4;4; ; ; 
3563553;9;24329;310;1;6;24329;310;1
3570938;-1;8442;10;4;5;8442;10;4
3575476;-1;24317;10;4;5;24317;10;4
3583895;0;8422;10;5;7; ; ; 
3588312;9;8424;310;1;5;8424;310;1
3595013;9;8430;310;1;5;8430;310;1
3599600;-1;8441;10;4;5;8441;10;4
3604955;0;8458;10;5;5;8458;10;5
3606785;0;24313;10;5;5;24313;10;5
3626660;1;8475;110;1;5;8475;110;1
3628621;9;24316;310;1;5;24316;310;1
3633795;9;8424;310;1;5;8424;310;1
3647928;9;8425;310;1;5;8425;310;1
3651423;-1;8421;10;4;3;8421;10;4
3660081;9;8425;310;1;5;8425;310;1
3675848;9;8427;310;1;5;8427;310;1
3692627;-1;8458;10;4;5;8458;10;4
3694179;-1;24318;10;4;3;24318;10;4
3695688;0;11678;10;5;5;11678;10;5
3702804;9;24316;310;1;5;24316;310;1
3706327;0;8454;10;5;5;8454;10;5
3720901;9;8425;310;1;3;8425;310;1
3726930;-1;24338;10;4;5;24338;10;4
3727420;1;24319;110;1;5;24319;110;1
3758239;9;8425;310;1;3;8425;310;1
3763556;-1;8433;10;4;5;8433;10;4
3767458;9;8427;310;1;5;8427;310;1
3769115;-1;24317;10;4;5;24317;10;4
3770911;1;8455;110;1;5;8455;110;1
3782332;0;8437;10;5;7; ; ; 
3789335;1;24327;110;1;3;24327;110;1
3810701;0;24313;10;5;5;24313;10;5
3813295;-1;24318;10;4;7; ; ; 
3815321;-1;8412;10;4;5;8412;10;4
3817100;1;24319;110;1;5;24319;110;1
3817521;-1;24302;10;4;5;24302;10;4
3821278;0;11678;10;5;6;24313;10;5
3862416;0;11687;10;5;5;11687;10;5
3869360;1;8457;110;1;3;8457;110;1
3880385;0;24329;10;5;4; ; ; 
3881734;9;24316;310;1;5;24316;310;1
3885456;0;8454;10;5;5;8454;10;5
3897659;1;24327;110;1;5;24327;110;1
3898060;1;8457;110;1;3;8457;110;1
3923175;-1;8439;10;4;4; ; ; 
3933039;9;24319;310;1;5;24319;310;1
3934641;9;8411;310;1;5;8411;310;1
3951707;-1;8454;10;4;6;24329;10;4
3959264;0;8442;10;5;5;8442;10;5
3963263;0;8421;10;5;5;8421;10;5
3977851;-1;8415;10;4;4; ; ; 
3978181;1;24319;110;1;5;24319;110;1
3989499;1;24319;110;1;5;24319;110;1
3994868;0;8454;10;5;5;8454;10;5
4005930;7;8439;110;7;7;24338;110;7
4018706;-1;8415;10;4;5;8415;10;4
