mrun;nivel;rbd_admitido;cod_ense_admitido;cod_grado_admitido;respuesta_postulante;rbd_admitido_post_resp;cod_ense_admitido_post_resp;cod_grado_admitido_post_resp
12703797;-1;8475;10;4;5;8475;10;4
12713859;-1;24302;10;4;5;24302;10;4
12726249;7;8457;110;7;5;8457;110;7
12735482;7;8454;110;7;5;8454;110;7
12748671;1;11678;110;1;5;11678;110;1
12767526;1;24302;110;1;3;24302;110;1
12795385;1;24319;110;1;5;24319;110;1
12799295;9;8427;310;1;3;8427;310;1
12809864;0;11680;10;5;5;11680;10;5
12816824;-1;24311;10;4;7; ; ; 
12826349;1;8441;110;1;5;8441;110;1
12827621;9;8425;310;1;4; ; ; 
12831985;-1;8458;10;4;5;8458;10;4
12846703;7;8424;110;7;5;8424;110;7
12847872;0;11680;10;5;3;11680;10;5
12866945;9;8425;310;1;5;8425;310;1
12871774;-1;8436;10;4;5;8436;10;4
12884070;9;8427;310;1;5;8427;310;1
12898129;-1;8434;10;4;5;8434;10;4
12900782;9;8429;310;1;5;8429;310;1
12909983;0;11678;10;5;4; ; ; 
12928902;-1;8458;10;4;5;8458;10;4
12929591;9;8474;310;1;5;8474;310;1
12940764;1;24329;110;1;7; ; ; 
12942844;1;24319;110;1;5;24319;110;1
12944949;-1;8433;10;4;3;8433;10;4
12947717;-1;24307;10;4;5;24307;10;4
12961220;-1;24307;10;4;5;24307;10;4
12962387;9;8457;310;1;5;8457;310;1
12970064;7;8454;110;7;5;8454;110;7
12975715;-1;8434;10;4;3;8434;10;4
12979025;-1;11687;10;4;7;8458;10;4
12985615;9;8429;310;1;3;8429;310;1
12993359;-1;8417;10;4;5;8417;10;4
13000757;-1;8421;10;4;5;8421;10;4
13011108;-1;8449;10;4;5;8449;10;4
13015411;7;24338;110;7;6;24338;110;7
13021350;9;8429;310;1;6;8429;310;1
13024572;9;24316;310;1;4; ; ; 
13024963;0;24311;10;5;5;24311;10;5
13031025;-1;8458;10;4;5;8458;10;4
13032174;-1;8442;10;4;6;8442;10;4
13038937;9;8425;310;1;5;8425;310;1
13040663;1;8417;110;1;5;8417;110;1
13041826;1;8458;110;1;5;8458;110;1
13045206;-1;24302;10;4;5;24302;10;4
13097313;0;8439;10;5;6;8439;10;5
13109984;9;24329;310;1;5;24329;310;1
13113053;-1;16895;10;4;3;16895;10;4
13122672;1;24319;110;1;3;24319;110;1
13127107;0;24302;10;5;4; ; ; 
13134967;7;8455;110;7;5;8455;110;7
13139853;9;8425;310;1;5;8425;310;1
13153781;-1;8483;10;4;3;8483;10;4
13158583;-1;8441;10;4;5;8441;10;4
13171928;-1;24338;10;4;5;24338;10;4
13179443;-1;8436;10;4;5;8436;10;4
13184178;9;24300;310;1;5;24300;310;1
13187653;1;8433;110;1;5;8433;110;1
13198494;9;8430;310;1;4; ; ; 
13207576;-1;8458;10;4;5;8458;10;4
13208080;9;24300;310;1;3;24300;310;1
13212989;9;8429;310;1;5;8429;310;1
13219562;-1;24307;10;4;5;24307;10;4
13225794;-1;24317;10;4;5;24317;10;4
13233905;9;8429;310;1;5;8429;310;1
13236387;9;11678;310;1;6;11678;310;1
13246286;9;8425;310;1;5;8425;310;1
13246880;0;8413;10;5;5;8413;10;5
13250595;-1;8433;10;4;7; ; ; 
13284562;0;8442;10;5;7; ; ; 
13305676;0;24313;10;5;3;24313;10;5
13315266;0;8458;10;5;3;8458;10;5
13352594;7;8457;110;7;5;8457;110;7
13358690;9;8455;310;1;3;8455;310;1
13367138;0;8421;10;5;5;8421;10;5
13381287;-1;24334;10;4;3;24334;10;4
13382358;9;8457;310;1;6;8457;310;1
13400016;0;11678;10;5;5;11678;10;5
13402982;-1;24307;10;4;3;24307;10;4
13403161;7;8454;110;7;5;8454;110;7
13403298;-1;8438;10;4;3;8438;10;4
13403338;0;11680;10;5;5;11680;10;5
13411725;1;24319;110;1;5;24319;110;1
13411816;-1;8435;10;4;5;8435;10;4
13415880;-1;16895;10;4;4; ; ; 
13416196;0;8475;10;5;5;8475;10;5
13416847;7;8458;110;7;6;8457;110;7
13423934;9;8425;310;1;5;8425;310;1
13429213;1;8433;110;1;3;8433;110;1
13437510;1;24329;110;1;5;24329;110;1
13446911;1;8434;110;1;5;8434;110;1
13447324;0;8442;10;5;5;8442;10;5
13462734;9;8424;310;1;5;8424;310;1
13470944;0;8435;10;5;4; ; ; 
13479669;0;24302;10;5;4; ; ; 
13486512;-1;8412;10;4;3;8412;10;4
13491030;-1;24305;10;4;5;24305;10;4
13493382;1;24319;110;1;5;24319;110;1
13494565;-1;8422;10;4;5;8422;10;4
13497453;9;8424;310;1;5;8424;310;1
13507136;-1;8412;10;4;5;8412;10;4
13514830;1;8458;110;1;5;8458;110;1
13518331;0;8457;10;5;5;8457;10;5
13524161;-1;11678;10;4;6;24338;10;4
13531025;9;8425;310;1;3;8425;310;1
13532322;9;8425;310;1;5;8425;310;1
13536035;1;8449;110;1;5;8449;110;1
13540766;9;8425;310;1;5;8425;310;1
13558440;1;8422;110;1;5;8422;110;1
13559772;-1;8438;10;4;3;8438;10;4
13561400;0;8421;10;5;5;8421;10;5
13570346;-1;16895;10;4;4; ; ; 
13578798;-1;8458;10;4;5;8458;10;4
13594258;9;8455;310;1;6;8455;310;1
13595417;9;8425;310;1;5;8425;310;1
13595959;9;24327;310;1;5;24327;310;1
13609689;-1;8457;10;4;5;8457;10;4
13617471;-1;8449;10;4;5;8449;10;4
13630575;0;11678;10;5;3;11678;10;5
13640326;9;8424;310;1;5;8424;310;1
13642462;9;8425;310;1;5;8425;310;1
13647409;9;24316;310;1;5;24316;310;1
13654408;0;24338;10;5;3;24338;10;5
13654641;9;24300;310;1;5;24300;310;1
13674766;9;8424;310;1;5;8424;310;1
13700298;9;8411;310;1;4; ; ; 
13703858;7;8458;110;7;5;8458;110;7
13704980;9;8411;310;1;5;8411;310;1
13707156;-1;11678;10;4;5;11678;10;4
13711243;1;8433;110;1;7; ; ; 
13715852;0;8444;10;5;5;8444;10;5
13719840;9;8425;310;1;5;8425;310;1
13730826;7;8436;110;7;3;8436;110;7
13737797;-1;8415;10;4;3;8415;10;4
13744185;0;8421;10;5;4; ; ; 
13746289;-1;8457;10;4;3;8457;10;4
13758387;-1;8475;10;4;5;8475;10;4
13760740;9;24327;310;1;5;24327;310;1
13761377;9;8424;310;1;5;8424;310;1
13769321;7;24338;110;7;3;24338;110;7
13775417;9;8425;310;1;5;8425;310;1
13775877;9;8425;310;1;3;8425;310;1
13781880;9;24316;310;1;5;24316;310;1
13784987;1;8433;110;1;7; ; ; 
13791060;-1;8442;10;4;5;8442;10;4
13793165;9;8424;310;1;5;8424;310;1
13797551;9;8424;310;1;5;8424;310;1
13805320;9;8427;310;1;5;8427;310;1
13807107;9;8429;310;1;5;8429;310;1
13809298;-1;8412;10;4;5;8412;10;4
13820297;0;8438;10;5;5;8438;10;5
13826242;-1;24311;10;4;3;24311;10;4
13844380;9;24319;310;1;6;24327;310;1
13844529;9;8474;310;1;3;8474;310;1
13849217;0;8421;10;5;5;8421;10;5
13849845;0;11678;10;5;6;8455;10;5
13851815;9;8427;310;1;5;8427;310;1
13861900;9;24316;310;1;4; ; ; 
13862886;7;24305;110;7;3;24305;110;7
13866534;0;8444;10;5;5;8444;10;5
13870442;9;24300;310;1;5;24300;310;1
13875841;9;8474;310;1;5;8474;310;1
13879544;1;8441;110;1;6;8441;110;1
13882050;1;8442;110;1;3;8442;110;1
13885619;1;8449;110;1;5;8449;110;1
13891105;9;8427;310;1;5;8427;310;1
13893380;-1;8415;10;4;5;8415;10;4
13895656;9;8429;310;1;5;8429;310;1
13902856;-1;8467;10;4;3;8467;10;4
13917883;-1;8449;10;4;5;8449;10;4
13921983;9;8411;310;1;5;8411;310;1
13945493;1;8454;110;1;6;8454;110;1
13945739;9;8430;310;1;5;8430;310;1
13947123;9;8430;310;1;5;8430;310;1
13957112;0;16895;10;5;3;16895;10;5
13968683;9;11678;310;1;4; ; ; 
13970017;1;24327;110;1;7; ; ; 
13982628;-1;24318;10;4;5;24318;10;4
13984545;9;24329;310;1;6;24329;310;1
13988638;-1;11680;10;4;5;11680;10;4
14005604;9;8474;310;1;3;8474;310;1
14014157;7;8433;110;7;3;8433;110;7
14015672;1;24327;110;1;3;24327;110;1
14025895;9;8454;310;1;5;8454;310;1
14030632;9;8411;310;1;5;8411;310;1
14034295;9;8424;310;1;5;8424;310;1
14036090;-1;8442;10;4;3;8442;10;4
14040727;-1;8442;10;4;5;8442;10;4
14043226;-1;8454;10;4;5;8454;10;4
14050521;9;8425;310;1;5;8425;310;1
14057685;-1;24334;10;4;5;24334;10;4
14066696;9;24300;310;1;5;24300;310;1
14068654;-1;11678;10;4;5;11678;10;4
14069014;9;24319;310;1;5;24319;310;1
14073056;9;24316;310;1;5;24316;310;1
14075470;-1;24305;10;4;5;24305;10;4
14079555;-1;8439;10;4;5;8439;10;4
14093288;-1;24318;10;4;5;24318;10;4
14095518;1;24327;110;1;5;24327;110;1
14105785;0;8442;10;5;5;8442;10;5
14107580;0;8442;10;5;5;8442;10;5
14123206;0;8436;10;5;5;8436;10;5
14123300;9;8424;310;1;6;8424;310;1
14123710;9;8429;310;1;5;8429;310;1
14144575;9;8425;310;1;5;8425;310;1
14145247;9;8454;310;1;3;8454;310;1
14155735;0;8433;10;5;5;8433;10;5
14156383;-1;8458;10;4;3;8458;10;4
14174796;7;8412;110;7;7; ; ; 
14178940;-1;8458;10;4;5;8458;10;4
14182299;7;8441;110;7;3;8441;110;7
14184005;1;8415;110;1;7; ; ; 
14194620;1;24319;110;1;5;24319;110;1
14196862;9;8425;310;1;5;8425;310;1
14200036;7;11678;110;7;5;11678;110;7
14218341;1;24329;110;1;5;24329;110;1
14220388;1;8449;110;1;3;8449;110;1
14236548;1;8458;110;1;5;8458;110;1
14239521;9;8429;310;1;4; ; ; 
14248928;0;8441;10;5;5;8441;10;5
14254208;0;8454;10;5;4; ; ; 
14256969;7;8424;110;7;5;8424;110;7
14257628;9;8483;310;1;4; ; ; 
14266317;9;8424;310;1;5;8424;310;1
14279480;9;8425;310;1;5;8425;310;1
14296081;-1;11687;10;4;3;11687;10;4
14303993;-1;8436;10;4;5;8436;10;4
14305533;-1;8442;10;4;7; ; ; 
14306053;9;8425;310;1;5;8425;310;1
14311745;7;8442;110;7;7;24338;110;7
14321962;0;8421;10;5;5;8421;10;5
14325439;9;24316;310;1;3;24316;310;1
14335118;9;8454;310;1;3;8454;310;1
14340030;9;8427;310;1;5;8427;310;1
14342766;-1;8442;10;4;3;8442;10;4
14356377;1;8441;110;1;3;8441;110;1
14359657;-1;24329;10;4;5;24329;10;4
14363011;-1;11680;10;4;5;11680;10;4
14363279;9;8430;310;1;4; ; ; 
14364359;9;8429;310;1;6;8429;310;1
14372749;1;8435;110;1;3;8435;110;1
14379208;-1;8449;10;4;5;8449;10;4
14388435;9;8474;310;1;5;8474;310;1
14390948;1;24327;110;1;5;24327;110;1
14399040;9;8427;310;1;5;8427;310;1
14408598;0;24313;10;5;3;24313;10;5
14425350;7;24338;110;7;4; ; ; 
14427646;-1;8483;10;4;3;8483;10;4
14427802;0;8442;10;5;5;8442;10;5
14430326;1;8439;110;1;3;8439;110;1
14441496;0;8455;10;5;5;8455;10;5
14441960;-1;8412;10;4;5;8412;10;4
14448908;-1;8442;10;4;6;8442;10;4
14451589;-1;8442;10;4;5;8442;10;4
14453162;7;8457;110;7;5;8457;110;7
14463572;9;8427;310;1;5;8427;310;1
14476844;-1;8439;10;4;6;8439;10;4
14490696;1;24307;110;1;5;24307;110;1
14503178;0;8455;10;5;5;8455;10;5
14521278;9;8425;310;1;5;8425;310;1
14524060;7;8454;110;7;5;8454;110;7
14527342;-1;24329;10;4;5;24329;10;4
14543379;7;8475;110;7;3;8475;110;7
14546511;1;8433;110;1;3;8433;110;1
14549071;9;8430;310;1;4; ; ; 
14552876;9;24319;310;1;5;24319;310;1
14563892;-1;8442;10;4;3;8442;10;4
14568758;-1;8458;10;4;5;8458;10;4
14572175;9;8454;310;1;7;11678;310;1
14582354;-1;24318;10;4;5;24318;10;4
14589994;9;8429;310;1;3;8429;310;1
14591960;9;8427;310;1;5;8427;310;1
14596857;-1;8412;10;4;5;8412;10;4
14602387;9;24316;310;1;5;24316;310;1
14610135;9;8454;310;1;6;8454;310;1
14614442;1;8455;110;1;7; ; ; 
14617499;1;11678;110;1;5;11678;110;1
14624125;-1;8448;10;4;5;8448;10;4
14629080;9;8457;310;1;5;8457;310;1
14630351;-1;8458;10;4;3;8458;10;4
14632044;0;8439;10;5;5;8439;10;5
14639494;-1;11687;10;4;7;24311;10;4
14641930;9;8424;310;1;5;8424;310;1
14656065;-1;8435;10;4;5;8435;10;4
14660080;9;8427;310;1;5;8427;310;1
14666212;1;8483;110;1;5;8483;110;1
14669486;-1;8454;10;4;5;8454;10;4
14709287;-1;8448;10;4;5;8448;10;4
14734758;-1;8458;10;4;5;8458;10;4
14746348;1;8434;110;1;5;8434;110;1
14747521;0;8455;10;5;5;8455;10;5
14750316;-1;8441;10;4;3;8441;10;4
14754377;1;8433;110;1;6;8433;110;1
14776269;9;24316;310;1;5;24316;310;1
14783192;9;24329;310;1;5;24329;310;1
14787554;9;8427;310;1;5;8427;310;1
14790594;-1;8442;10;4;3;8442;10;4
14798402;-1;24329;10;4;5;24329;10;4
14803243;9;24316;310;1;5;24316;310;1
14810319;9;24300;310;1;5;24300;310;1
14811446;9;8474;310;1;5;8474;310;1
14812834;-1;8457;10;4;5;8457;10;4
14813354;1;8433;110;1;3;8433;110;1
14823511;7;24319;110;7;5;24319;110;7
14824033;1;8455;110;1;5;8455;110;1
14840806;9;8454;310;1;5;8454;310;1
14845990;9;8429;310;1;5;8429;310;1
14849058;-1;8458;10;4;5;8458;10;4
14850163;7;8458;110;7;5;8458;110;7
14865537;-1;24317;10;4;3;24317;10;4
14866778;0;8444;10;5;5;8444;10;5
14876525;0;24313;10;5;3;24313;10;5
14883034;9;8424;310;1;5;8424;310;1
14883933;-1;24302;10;4;7;8458;10;4
14885514;0;11678;10;5;6;11678;10;5
14886381;0;24329;10;5;5;24329;10;5
14889612;1;8444;110;1;3;8444;110;1
14895766;1;8413;110;1;5;8413;110;1
14900642;0;8439;10;5;4; ; ; 
14902207;-1;24302;10;4;5;24302;10;4
14908714;-1;8458;10;4;5;8458;10;4
14915479;9;8430;310;1;4; ; ; 
14916869;9;8424;310;1;5;8424;310;1
14930029;9;24316;310;1;3;24316;310;1
14945346;-1;11687;10;4;4; ; ; 
14964738;0;16895;10;5;5;16895;10;5
14969256;9;8430;310;1;5;8430;310;1
14976973;-1;24317;10;4;3;24317;10;4
14977554;-1;8415;10;4;5;8415;10;4
14978870;9;8425;310;1;5;8425;310;1
14982207;9;24329;310;1;5;24329;310;1
14982967;9;24316;310;1;5;24316;310;1
14991850;-1;8412;10;4;5;8412;10;4
14994331;7;8458;110;7;5;8458;110;7
14996132;-1;24302;10;4;5;24302;10;4
14999593;7;24313;110;7;3;24313;110;7
15016049;0;8442;10;5;4; ; ; 
15036456;9;8424;310;1;5;8424;310;1
15039656;1;24311;110;1;5;24311;110;1
15040428;0;8444;10;5;4; ; ; 
15058449;9;8425;310;1;6;8424;310;1
15061965;1;8483;110;1;5;8483;110;1
15076637;0;8455;10;5;5;8455;10;5
15099651;-1;8457;10;4;5;8457;10;4
15104806;1;24319;110;1;5;24319;110;1
15112158;0;8455;10;5;5;8455;10;5
15115951;-1;8441;10;4;6;24318;10;4
15124906;9;8425;310;1;5;8425;310;1
15140117;9;8454;310;1;5;8454;310;1
15140552;-1;8442;10;4;3;8442;10;4
15142373;9;8429;310;1;5;8429;310;1
15144289;9;11678;310;1;6;11678;310;1
15149373;1;11678;110;1;3;11678;110;1
15151096;9;8424;310;1;5;8424;310;1
15187654;9;8424;310;1;5;8424;310;1
15191007;9;8429;310;1;5;8429;310;1
15216318;9;24319;310;1;5;24319;310;1
15226157;0;8435;10;5;4; ; ; 
15232046;9;8429;310;1;5;8429;310;1
15250505;0;8442;10;5;7; ; ; 
15253056;-1;11680;10;4;5;11680;10;4
15273909;-1;24329;10;4;5;24329;10;4
15290277;-1;8441;10;4;5;8441;10;4
15291555;0;8444;10;5;5;8444;10;5
15304285;-1;24307;10;4;5;24307;10;4
15304885;9;8424;310;1;5;8424;310;1
15312530;9;24300;310;1;5;24300;310;1
15313854;-1;24334;10;4;3;24334;10;4
15326306;0;8458;10;5;4; ; ; 
15327358;9;24327;310;1;5;24327;310;1
15332455;9;8424;310;1;5;8424;310;1
15342419;0;24313;10;5;6;24313;10;5
15343186;-1;8417;10;4;5;8417;10;4
15348870;-1;24317;10;4;5;24317;10;4
15354927;-1;8436;10;4;7; ; ; 
15385417;9;8430;310;1;5;8430;310;1
15392487;-1;11687;10;4;5;11687;10;4
15400849;9;24300;310;1;5;24300;310;1
15417276;-1;8442;10;4;5;8442;10;4
15424063;-1;24329;10;4;5;24329;10;4
15432036;9;24319;310;1;5;24319;310;1
15434984;9;8427;310;1;5;8427;310;1
15475719;-1;24318;10;4;5;24318;10;4
15483297;7;8424;110;7;5;8424;110;7
15484544;9;8425;310;1;5;8425;310;1
15487858;9;8474;310;1;3;8474;310;1
15495912;7;8457;110;7;6;8457;110;7
15496608;9;24300;310;1;5;24300;310;1
15539411;7;24313;110;7;5;24313;110;7
15551328;-1;24318;10;4;5;24318;10;4
15573063;-1;8442;10;4;5;8442;10;4
15578412;-1;24313;10;4;5;24313;10;4
15580875;9;24316;310;1;5;24316;310;1
15588625;9;24300;310;1;5;24300;310;1
15590883;-1;24311;10;4;5;24311;10;4
15619012;0;8455;10;5;5;8455;10;5
15619464;9;8429;310;1;6;8429;310;1
15622503;9;8411;310;1;3;8411;310;1
15626581;0;8437;10;5;7;8455;10;5
15636068;9;8474;310;1;5;8474;310;1
15640312;0;8435;10;5;7;11680;10;5
15644895;-1;8441;10;4;5;8441;10;4
15652684;9;8424;310;1;5;8424;310;1
15655536;-1;8454;10;4;5;8454;10;4
15659759;1;24327;110;1;5;24327;110;1
15660460;9;8424;310;1;5;8424;310;1
15664450;-1;24334;10;4;4; ; ; 
15669256;-1;8435;10;4;5;8435;10;4
15675498;-1;24307;10;4;5;24307;10;4
15675938;-1;8437;10;4;7; ; ; 
15683109;1;24319;110;1;5;24319;110;1
15685247;-1;8433;10;4;3;8433;10;4
15688453;-1;8412;10;4;5;8412;10;4
15703896;0;8457;10;5;5;8457;10;5
15710272;9;8425;310;1;5;8425;310;1
15727315;-1;24338;10;4;5;24338;10;4
15740990;1;8419;110;1;3;8419;110;1
15757686;0;8454;10;5;5;8454;10;5
15780223;9;24316;310;1;5;24316;310;1
15790076;1;24327;110;1;5;24327;110;1
15793379;-1;24311;10;4;5;24311;10;4
15804622;-1;8422;10;4;5;8422;10;4
15836570;7;24338;110;7;3;24338;110;7
15843397;7;8436;110;7;3;8436;110;7
15848973;-1;8412;10;4;3;8412;10;4
15859221;1;24327;110;1;5;24327;110;1
15867678;9;24316;310;1;3;24316;310;1
15867789;7;11678;110;7;4; ; ; 
15869304;9;24316;310;1;3;24316;310;1
15905394;-1;8438;10;4;5;8438;10;4
15919696;9;8429;310;1;5;8429;310;1
15921190;9;8427;310;1;5;8427;310;1
15923498;9;8424;310;1;7; ; ; 
15926583;1;8441;110;1;5;8441;110;1
15930079;9;8455;310;1;7;8424;310;1
15935438;-1;24334;10;4;3;24334;10;4
15942100;1;8415;110;1;5;8415;110;1
15942756;9;8455;310;1;5;8455;310;1
15942913;0;8434;10;5;4; ; ; 
15948379;9;8457;310;1;5;8457;310;1
15951106;0;8444;10;5;3;8444;10;5
15952620;-1;8437;10;4;4; ; ; 
15977000;-1;8421;10;4;5;8421;10;4
15983539;0;8457;10;5;5;8457;10;5
15987484;-1;24307;10;4;5;24307;10;4
15994632;9;11678;310;1;6;11678;310;1
16010973;0;8421;10;5;5;8421;10;5
16012658;9;8427;310;1;3;8427;310;1
16019081;9;8430;310;1;7;8424;310;1
16020006;-1;8442;10;4;5;8442;10;4
16023100;-1;8483;10;4;3;8483;10;4
16025345;1;24327;110;1;5;24327;110;1
16039679;9;8424;310;1;5;8424;310;1
16041291;0;8433;10;5;4; ; ; 
16047370;7;24329;110;7;5;24329;110;7
16052299;9;8424;310;1;5;8424;310;1
16070633;-1;8458;10;4;5;8458;10;4
16073985;-1;24329;10;4;7; ; ; 
16076375;-1;8415;10;4;5;8415;10;4
16080997;0;11678;10;5;6;24311;10;5
16081570;1;24302;110;1;5;24302;110;1
16084284;0;8458;10;5;6;8458;10;5
16094336;-1;24307;10;4;5;24307;10;4
16095687;9;24327;310;1;5;24327;310;1
16101698;-1;24334;10;4;3;24334;10;4
16101799;9;8474;310;1;5;8474;310;1
16102515;-1;8439;10;4;5;8439;10;4
16116394;-1;8437;10;4;5;8437;10;4
16136126;9;8427;310;1;5;8427;310;1
16142503;-1;8413;10;4;5;8413;10;4
16145391;9;8429;310;1;6;8429;310;1
16159088;1;8435;110;1;5;8435;110;1
16167588;9;24300;310;1;5;24300;310;1
16174879;1;8433;110;1;6;8433;110;1
16179553;1;8419;110;1;3;8419;110;1
16191053;-1;24307;10;4;5;24307;10;4
16194314;-1;8437;10;4;5;8437;10;4
16198601;-1;8421;10;4;5;8421;10;4
16199494;1;11678;110;1;3;11678;110;1
16201295;9;8429;310;1;7; ; ; 
16209996;9;24327;310;1;5;24327;310;1
16219698;-1;8441;10;4;5;8441;10;4
16229730;1;8433;110;1;3;8433;110;1
16232266;-1;24313;10;4;5;24313;10;4
16239389;-1;8458;10;4;5;8458;10;4
16246315;-1;8437;10;4;3;8437;10;4
16251163;-1;8421;10;4;5;8421;10;4
16251981;-1;8454;10;4;5;8454;10;4
16254698;-1;24318;10;4;4; ; ; 
16256542;9;24319;310;1;3;24319;310;1
16259753;9;8425;310;1;5;8425;310;1
16275657;-1;8442;10;4;6;8442;10;4
16277201;1;24327;110;1;5;24327;110;1
16281920;1;8468;110;1;3;8468;110;1
16283454;9;8411;310;1;5;8411;310;1
16286973;-1;8458;10;4;5;8458;10;4
16290694;7;8442;110;7;7; ; ; 
16291414;-1;24317;10;4;5;24317;10;4
16297705;-1;24307;10;4;5;24307;10;4
16305320;-1;8442;10;4;3;8442;10;4
16307230;1;8438;110;1;5;8438;110;1
16309794;9;8424;310;1;5;8424;310;1
16311522;9;8411;310;1;7; ; ; 
16312226;-1;24305;10;4;5;24305;10;4
16324570;9;8429;310;1;7; ; ; 
16324893;-1;8439;10;4;5;8439;10;4
16329778;9;24316;310;1;5;24316;310;1
16332807;0;11687;10;5;7;11678;10;5
16338435;0;8457;10;5;5;8457;10;5
16344181;9;8424;310;1;5;8424;310;1
16349586;9;24316;310;1;3;24316;310;1
16353572;9;24316;310;1;4; ; ; 
16359901;0;24313;10;5;5;24313;10;5
16360148;1;8439;110;1;4; ; ; 
16372819;9;8425;310;1;4; ; ; 
16402480;-1;24317;10;4;3;24317;10;4
16410936;9;24338;310;1;6;24338;310;1
16420271;9;8411;310;1;7; ; ; 
16420664;9;8425;310;1;7;8454;310;1
16430410;9;8425;310;1;5;8425;310;1
16436691;0;8455;10;5;7;11678;10;5
16454845;-1;8413;10;4;5;8413;10;4
16458709;0;8412;10;5;5;8412;10;5
16461478;9;8427;310;1;5;8427;310;1
16470747;1;24319;110;1;4; ; ; 
16472179;9;8424;310;1;5;8424;310;1
16477215;-1;11680;10;4;5;11680;10;4
16480497;-1;24311;10;4;5;24311;10;4
16482979;-1;8458;10;4;5;8458;10;4
16487331;0;24305;10;5;5;24305;10;5
16499632;0;11680;10;5;5;11680;10;5
16503216;9;24300;310;1;5;24300;310;1
16506519;-1;8434;10;4;4; ; ; 
16514862;0;8457;10;5;5;8457;10;5
16533104;9;24316;310;1;4; ; ; 
16534109;-1;11678;10;4;5;11678;10;4
16537802;9;8424;310;1;7;24319;310;1
16556881;9;8427;310;1;5;8427;310;1
16565930;9;24319;310;1;6;24319;310;1
16577240;1;8467;110;1;4; ; ; 
16601366;7;8444;110;7;5;8444;110;7
16601510;-1;24311;10;4;5;24311;10;4
16607076;-1;8442;10;4;5;8442;10;4
16609939;9;8474;310;1;5;8474;310;1
16613798;1;24302;110;1;4; ; ; 
16617771;9;24327;310;1;5;24327;310;1
16621818;-1;24311;10;4;6;24311;10;4
16644488;9;8454;310;1;5;8454;310;1
16645511;9;8425;310;1;7; ; ; 
16647088;9;8411;310;1;3;8411;310;1
16650118;9;8430;310;1;4; ; ; 
16655342;9;24316;310;1;5;24316;310;1
16662738;1;24302;110;1;3;24302;110;1
16674478;0;8435;10;5;3;8435;10;5
16690511;0;24313;10;5;7; ; ; 
16694597;-1;16895;10;4;5;16895;10;4
16698180;0;8421;10;5;5;8421;10;5
16703910;7;24313;110;7;5;24313;110;7
16709750;-1;24307;10;4;5;24307;10;4
16716843;0;24305;10;5;5;24305;10;5
16723593;0;8475;10;5;5;8475;10;5
16728545;-1;8441;10;4;5;8441;10;4
16735053;9;8411;310;1;5;8411;310;1
16736801;9;8425;310;1;3;8425;310;1
16752741;-1;8412;10;4;5;8412;10;4
16758671;-1;24311;10;4;5;24311;10;4
16767691;9;8424;310;1;3;8424;310;1
16771455;7;8424;110;7;4; ; ; 
16777413;1;24327;110;1;5;24327;110;1
16777754;7;24329;110;7;5;24329;110;7
16781076;9;24316;310;1;5;24316;310;1
16781667;9;8429;310;1;5;8429;310;1
16806029;1;8455;110;1;5;8455;110;1
16806126;9;24300;310;1;5;24300;310;1
16807686;9;8429;310;1;7; ; ; 
16823548;1;24327;110;1;5;24327;110;1
16826623;1;24319;110;1;3;24319;110;1
16833320;-1;24311;10;4;5;24311;10;4
16854575;-1;24307;10;4;5;24307;10;4
16857811;1;8438;110;1;4; ; ; 
16864002;9;24316;310;1;5;24316;310;1
16867373;0;8444;10;5;5;8444;10;5
16872546;-1;24311;10;4;5;24311;10;4
16876591;0;24305;10;5;5;24305;10;5
16878273;0;8454;10;5;4; ; ; 
16880284;-1;8458;10;4;5;8458;10;4
16887867;9;8474;310;1;4; ; ; 
16891830;-1;24317;10;4;3;24317;10;4
16893476;9;8429;310;1;6;8429;310;1
16897240;-1;16895;10;4;5;16895;10;4
16901570;-1;8434;10;4;5;8434;10;4
16902616;-1;8483;10;4;3;8483;10;4
16903117;-1;8457;10;4;5;8457;10;4
16926959;-1;8441;10;4;5;8441;10;4
16927942;9;8474;310;1;5;8474;310;1
16947427;0;11680;10;5;5;11680;10;5
16952105;9;8429;310;1;6;24327;310;1
16952305;0;8433;10;5;5;8433;10;5
16958638;7;8424;110;7;3;8424;110;7
16965661;-1;8442;10;4;4; ; ; 
16978332;9;24329;310;1;3;24329;310;1
16982917;9;8454;310;1;5;8454;310;1
16986505;-1;24334;10;4;5;24334;10;4
16988153;-1;24318;10;4;5;24318;10;4
16990084;-1;11687;10;4;5;11687;10;4
17007417;7;24338;110;7;5;24338;110;7
17017389;-1;8442;10;4;5;8442;10;4
17026830;1;24302;110;1;5;24302;110;1
17029099;9;8474;310;1;5;8474;310;1
17034364;1;8439;110;1;5;8439;110;1
17042898;1;11678;110;1;5;11678;110;1
17053837;0;11680;10;5;5;11680;10;5
17070041;9;24329;310;1;5;24329;310;1
17072103;9;8425;310;1;5;8425;310;1
17089395;1;8439;110;1;4; ; ; 
17091557;0;8458;10;5;5;8458;10;5
17095879;-1;8435;10;4;5;8435;10;4
17107600;7;8457;110;7;5;8457;110;7
17111147;9;24329;310;1;5;24329;310;1
17117816;0;8444;10;5;4; ; ; 
17120321;-1;8421;10;4;5;8421;10;4
17134269;-1;24329;10;4;5;24329;10;4
17141183;-1;24334;10;4;3;24334;10;4
17161964;-1;11678;10;4;4; ; ; 
17164103;9;24319;310;1;4; ; ; 
