mrun;rbd_admitido_geo_con_error;orden_postulantes
10873624;8444;574
10876418;8429;216
10886836;8454;691
10888780;8412;1732
10892967;24317;1568
10896731;24300;3001
10910565;11678;940
10917177;11680;1687
10924086;8429;1283
10927381;24316;1251
10936050;11687;1042
10940016;8449;402
10964386;8429;2743
10967454;24338;270
10967823;8412;1193
10969108;8474;1929
11000002;11678;1680
11004670;8411;2869
11007995;8479;90
11017297;8437;2466
11024376;24305;1150
11066820;8429;1978
11069918;8424;1447
11071304;11678;1653
11090473;24327;3251
11094183;24300;3338
11095125;8441;1078
11101405;8444;415
11105566;24316;1677
11111152;24329;2084
11114726;8474;72
11127517;8429;782
11139251;8454;2423
11141497;16895;167
11150101;24302;2183
11170728;8424;2775
11171172;8412;1134
11173627;8411;3095
11174718;24318;1312
11178531;24307;2909
11193219;8449;2518
11193413;24327;1678
11210841;8442;3099
11216250;8425;2871
11219992;24313;2050
11227686;24338;531
11233826;8458;1690
11243038;8475;1591
11247156;8475;537
11253810;24329;2062
11257962;8425;3394
11263995;8442;2962
11270024;8421;533
11273870;8425;213
11286829;8411;572
11290516;24317;2714
11301081;24316;2348
11312266;24319;641
11321416;24338;189
11324630;8411;2174
11337105;8412;3060
11341576;8436;97
11348562;8425;2913
11351654;24316;3364
11357518;8425;2138
11360957;8413;1476
11386537;8438;2401
11395551;24311;2852
11406717;11680;2535
11406903;8427;3024
11458636;8439;210
11465732;8457;1858
11479722;8438;1783
11482951;24329;1077
11495911;8455;652
11497657;24329;2053
11499989;11678;1576
11507244;24329;2606
11509599;24319;1660
11515319;8425;1161
11516340;24329;246
11521277;24316;143
11521280;8425;3414
11522138;8427;2484
11525747;8413;2373
11541829;8427;847
11567200;8458;1082
11567362;8455;682
11569183;8411;3190
11595493;8449;1408
11602066;8483;420
11603086;8454;1339
11607980;24311;243
11612345;24318;1199
11615649;8424;2497
11619378;24313;1435
11625901;8439;111
11646770;24317;1717
11650651;8427;2590
11661945;8411;2560
11671501;24329;2120
11672142;8433;2691
11672848;8437;357
11686595;16895;1534
11697449;8454;1218
11701178;8458;184
11704972;8439;254
11716649;24318;1433
11717917;24319;1938
11721341;24338;2032
11745602;24316;561
11749402;8427;2297
11755329;8458;1422
11757000;24327;2383
11758315;8435;1397
11759221;8483;2813
11761202;8439;601
11779674;24318;1206
11780480;8434;1848
11796403;8420;253
11797623;24319;2969
11806785;8412;2274
11813228;16895;3188
11828387;24307;1164
11830331;24329;301
11834807;8433;1262
11840102;24313;3406
11842186;24313;27
11854478;8442;1469
11859352;24319;1899
11866410;8413;1048
11875764;24300;1050
11879439;8411;2260
11884956;8413;1810
11912870;24318;1549
11914217;8442;2863
11922673;8415;2987
11924530;24316;3118
11929243;24311;741
11930597;24329;305
11932935;24313;2635
11952835;24329;2661
11956513;8427;3012
11957469;8424;2088
11959740;8427;1721
11962353;8439;939
11964654;8412;1740
11967743;8454;2288
11981126;8457;1729
11999496;8415;2030
11999989;24317;109
12010596;8433;1275
12015599;24318;2512
12039785;24300;2550
12055632;8474;2526
12057590;8430;487
12063984;8457;2562
12082818;24305;2506
12088346;8454;697
12090775;24316;2919
12096389;8483;735
12097284;11678;2372
12101087;8421;459
12103562;24338;788
12108352;8434;1407
12115734;24300;1196
12118033;8483;3366
12119576;24318;766
12121841;8421;554
12133764;8454;1876
12147909;11678;1737
12155356;24302;669
12158811;8429;1109
12158873;8475;2920
12169576;8417;3284
12170950;24316;2651
12178339;8433;2726
12189368;24307;319
12198561;24313;195
12201687;24329;775
12217305;8435;361
12218406;24327;2319
12219274;24318;443
12219518;8458;3229
12220377;8412;1535
12226471;24338;3244
12233173;8454;1052
12237987;8441;2534
12239616;8455;2390
12241751;8411;947
12242234;11678;1037
12252913;24311;1933
12257892;8442;2437
12260205;24319;2100
12261186;8433;287
12269185;24316;506
12272132;24313;1778
12287640;8458;3250
12297425;8457;159
12307097;8454;2000
12308021;8458;1995
12309887;8425;2713
12314341;24307;303
12325973;8427;228
12329160;11678;3093
12330083;24327;140
12340846;24327;3066
12342191;24313;1184
12343325;8457;912
12344182;8424;638
12345658;8435;2369
12349053;8475;1865
12356348;8454;3401
12369618;8442;868
12376350;8434;2416
12376764;8455;2468
12380007;11687;61
12383246;24318;2957
12383514;8425;661
12392719;8425;3354
12396729;24313;712
12401374;8455;1693
12416535;8458;3214
12427515;8437;1259
12430767;24319;1414
12437748;8457;1281
12440478;24334;1189
12441788;24329;1302
12445585;24307;1055
12445979;24316;2698
12452544;24311;2370
12461907;8433;2894
12463286;24318;2720
12463880;8424;3185
12477195;8482;928
12485042;24329;2056
12488398;8449;1742
12489319;8455;2098
12518232;8441;76
12524072;8427;3097
12529429;8433;1526
12533979;24327;1133
12538506;8434;2228
12553750;8458;2567
12558359;8433;229
12564830;8439;1758
12565071;8437;247
12569306;11680;3400
12570375;8441;2756
12571474;8429;765
12571648;8429;1897
12572064;8438;2076
12582184;8433;2182
12582274;24307;3144
12588259;8442;3347
12591419;24307;522
12592381;8458;2421
12602319;8415;728
12605034;8437;1212
12611531;24313;1914
12613346;24313;1871
12618064;11678;590
12628551;11678;2979
12629179;8429;1337
12630089;24338;2450
12632287;24318;2804
12642284;24307;3273
12644886;8415;2461
12652309;8433;2089
12670758;8444;2866
12703797;8475;1368
12713859;24302;245
12726249;8457;3323
12735482;8454;960
12748671;11678;2614
12767526;24302;1022
12795385;24319;3303
12799295;8427;937
12809864;11680;830
12816824;24311;267
12826349;8441;2142
12827621;8425;2184
12831985;8458;2686
12846703;8424;2170
12847872;11680;783
12866945;8425;1947
12871774;8436;3165
12884070;8427;194
12898129;8434;894
12900782;8429;2341
12909983;11678;1970
12928902;8458;2953
12929591;8474;2316
12940764;24329;410
12942844;24319;505
12944949;8433;231
12947717;24307;2410
12961220;24307;3195
12962387;8457;1013
12970064;8454;232
12975715;8434;2087
12979025;11687;1531
12985615;8429;3028
12993359;8417;2071
13000757;8421;106
13011108;8449;3309
13015411;24338;3174
13021350;8429;1367
13024572;24316;2794
13024963;24311;3177
13031025;8458;323
13032174;24334;1642
13038937;8425;2830
13040663;8417;3142
13041826;8458;1463
13045206;24302;2106
13097313;8439;2965
13109984;24329;1563
13113053;16895;1507
13122672;24319;3029
13127107;24302;3004
13134967;8455;1640
13139853;8425;162
13153781;8483;2521
13158583;8441;715
13171928;24338;1110
13179443;8436;1131
13184178;24300;1472
13187653;8433;2648
13198494;8430;1671
13207576;8458;2195
13208080;24300;2499
13212989;8429;2
13219562;24307;2840
13225794;24317;3087
13233905;8429;2215
13236387;11678;187
13246286;8425;2858
13246880;8413;780
13250595;8433;1788
13284562;8442;3175
13305676;24313;1273
13315266;8458;70
13352594;8457;104
13358690;8455;1390
13367138;8421;2795
13381287;24334;2185
13382358;8457;2943
13400016;11678;2885
13402982;24307;87
13403161;8454;360
13403298;8438;325
13403338;11680;2344
13411725;24319;3304
13411816;8435;532
13415880;16895;1019
13416196;8475;3041
13416847;8458;1869
13423934;8425;1351
13429213;8433;545
13437510;24329;2096
13446911;8434;829
13447324;8442;1686
13462734;8424;2261
13470944;8433;2946
13479669;24302;1596
13486512;8412;646
13491030;24305;3383
13493382;24319;2907
13494565;8422;3216
13497453;8424;2234
13507136;8412;2329
13514830;8458;2517
13518331;8457;2132
13524161;11678;1495
13531025;8425;881
13532322;8425;1328
13536035;8449;1917
13540766;8425;3416
13558440;8422;963
13559772;8438;898
13561400;8421;665
13570346;16895;88
13578798;8458;2589
13594258;8455;2214
13595417;8425;1276
13595959;24327;121
13609689;8457;2884
13617471;8449;1195
13630575;11678;2702
13640326;8424;289
13642462;8425;3003
13647409;24316;419
13654408;24338;1713
13654641;24300;343
13674766;8424;1983
13700298;8411;2136
13703858;8458;1136
13704980;8411;1178
13707156;11678;2248
13711243;8433;2544
13715852;8444;967
13719840;8425;17
13730826;8436;1393
13737797;8415;2447
13744185;8421;1201
13746289;8457;1571
13758387;8475;391
13760740;24327;57
13761377;8424;3282
13769321;24338;1997
13775417;8425;436
13775877;8425;3006
13781880;24316;3398
13784987;8433;20
13791060;8442;2681
13793165;8424;1090
13797551;8424;1118
13805320;8427;3381
13807107;8429;2916
13809298;8412;3311
13820297;8438;2418
13826242;24311;1467
13844380;24319;670
13844529;8474;3120
13849217;8421;863
13849845;11678;1926
13851815;8427;1587
13861900;24316;596
13862886;24305;897
13866534;8444;156
13870442;24300;3056
13875841;8474;1080
13879544;8441;695
13882050;8442;3020
13885619;8449;1071
13891105;8427;3328
13893380;8415;2709
13895656;8429;1056
13902856;8467;608
13917883;8449;1205
13921983;8411;2115
13945493;8454;69
13945739;8430;2259
13947123;8430;807
13957112;16895;469
13968683;11678;3322
13970017;24327;2283
13982628;24318;683
13984545;24329;2880
13988638;11680;1512
14005604;8474;722
14014157;8433;1437
14015672;24327;1814
14025895;8454;2303
14030632;8411;332
14034295;8424;549
14036090;8442;1096
14040727;8442;1971
14043226;8454;2809
14050521;8425;1458
14057685;24334;3147
14066696;24300;3334
14068654;11678;2523
14069014;24319;321
14073056;24316;384
14075470;24305;2280
14079555;8439;353
14093288;24318;2867
14095518;24327;449
14105785;8442;292
14107580;8442;1113
14123206;8436;1739
14123300;8424;1595
14123710;8429;3032
14144575;8425;1948
14145247;8454;2177
14155735;8433;2929
14156383;8458;848
14174796;8412;1290
14178940;8458;2256
14182299;8441;2925
14184005;8415;2623
14194620;24319;3295
14196862;8427;970
14200036;11678;2964
14218341;24329;1360
14220388;8449;3074
14236548;8458;1904
14239521;8429;1581
14248928;8441;519
14254208;8454;2385
14256969;8424;1949
14257628;8483;3320
14266317;8424;379
14279480;8425;1813
14296081;11687;190
14303993;8436;67
14305533;8442;2275
14306053;8425;559
14311745;8442;517
14321962;8421;474
14325439;24316;2915
14335118;8454;108
14340030;8427;208
14342766;8442;3277
14356377;8441;3333
14359657;24329;47
14363011;11680;1553
14363279;8429;3302
14364359;8429;1104
14372749;8435;1847
14379208;8449;2520
14388435;8474;2640
14390948;24327;1423
14399040;8427;2066
14408598;24313;592
14425350;24338;2697
14427646;8483;2037
14427802;8442;2064
14430326;8439;1364
14441496;8455;725
14441960;8412;135
14448908;8442;2666
14451589;8442;2270
14453162;8457;647
14463572;8427;581
14476844;8439;447
14490696;24307;1392
14503178;8455;576
14521278;8425;1321
14524060;8454;1138
14527342;24329;1518
14543379;8475;771
14546511;8433;18
14549071;8430;1316
14552876;24319;351
14563892;8442;2377
14568758;8458;2496
14572175;8454;1522
14582354;24318;3088
14589994;8429;3183
14591960;8427;7
14596857;8412;3272
14602387;24316;464
14610135;8454;1394
14614442;8455;423
14617499;11678;3208
14624125;8448;1968
14629080;8457;2110
14630351;8458;2896
14632044;8439;433
14639494;11687;2879
14641930;8424;1645
14656065;8435;575
14660080;8427;1180
14666212;8483;1644
14669486;8454;1822
14709287;8448;1010
14734758;8458;1298
14746348;8434;958
14747521;8455;1636
14750316;8441;2145
14754377;8433;2072
14776269;24316;2376
14783192;24329;678
14787554;8427;540
14790594;8442;3106
14798402;24329;1002
14803243;24316;2456
14810319;24300;3258
14811446;8474;429
14812834;8457;65
14813354;8433;1391
14823511;24319;2021
14824033;8455;2940
14840806;8454;714
14845990;8429;427
14849058;8458;664
14850163;8458;2487
14865537;24317;1589
14866778;8444;889
14876525;24313;1861
14883034;8424;1039
14883933;24302;2989
14885514;11678;3343
14886381;24329;734
14889612;8444;1841
14895766;8413;309
14900642;8439;2396
14902207;24302;1444
14908714;8458;1593
14915479;8430;1849
14916869;8424;1585
14930029;24316;2972
14945346;11687;2482
14964738;16895;3296
14969256;8430;1794
14976973;24317;723
14977554;8415;1489
14978870;8425;2729
14982207;24329;2009
14982967;24316;1130
14991850;8412;85
14994331;8458;1457
14996132;24302;1139
14999593;24313;873
15016049;8442;1824
15036456;8424;1828
15039656;24311;2302
15040428;8444;178
15058449;8425;1098
15061965;8483;2842
15076637;8455;2176
15099651;8457;938
15104806;24319;2613
15112158;8455;33
15115951;8441;1174
15124906;8425;989
15140117;8454;1323
15140552;8442;306
15142373;8429;2460
15144289;11678;2812
15149373;11678;877
15151096;8424;2349
15187654;8424;2200
15191007;8429;1605
15216318;24319;1504
15226157;8433;3264
15232046;8429;2545
15250505;8442;2488
15253056;11680;705
15273909;24329;133
15290277;8441;1387
15291555;8444;2166
15304285;24307;2312
15304885;8424;2245
15312530;24300;2171
15313854;24334;1639
15326306;8458;3279
15327358;24327;709
15332455;8424;356
15342419;24313;2340
15343186;8417;857
15348870;24317;813
15354927;8436;1418
15385417;8430;2881
15392487;11687;1839
15400849;24300;711
15417276;8442;2999
15424063;24329;2156
15432036;24319;645
15434984;8427;582
15475719;24318;1085
15483297;8424;3104
15484544;8425;861
15487858;8474;827
15495912;8457;823
15496608;24300;2140
15539411;24313;2538
15551328;24318;2864
15573063;8442;1018
15578412;24313;387
15580875;24316;1208
15588625;24300;2514
15590883;24311;1575
15619012;8455;2621
15619464;8429;2347
15622503;8411;11
15626581;8433;521
15636068;8474;2611
15640312;8435;2268
15644895;8441;1413
15652684;8424;1613
15655536;8454;961
15659759;24327;1359
15660460;8424;34
15664450;24334;2304
15669256;8435;2007
15675498;24307;260
15675938;8437;2012
15683109;24319;2435
15685247;8433;2211
15688453;8412;2083
15703896;8457;3051
15710272;8425;636
15727315;24338;3019
15740990;8419;2522
15757686;8454;302
15780223;24316;56
15790076;24327;454
15793379;24311;948
15804622;8422;2046
15836570;24338;746
15843397;8436;1434
15848973;8412;340
15859221;24327;1454
15867678;24316;2331
15867789;11678;134
15869304;24316;2333
15905394;8438;1961
15919696;8429;2769
15921190;8427;279
15923498;8424;2991
15926583;8441;2163
15930079;8455;1141
15935438;24334;2357
15942100;8415;2837
15942756;8455;547
15942913;8434;2782
15948379;8457;2505
15951106;8444;2355
15952620;8437;2230
15977000;8421;2258
15983539;8457;1515
15987484;24307;1730
15994632;11678;2109
16010973;8421;865
16012658;8427;1607
16019081;8430;3089
16020006;8442;3150
16023100;8483;668
16025345;24327;1177
16039679;8424;2080
16041291;8435;886
16047370;24329;1517
16052299;8424;1550
16070633;8458;1405
16073985;24329;2223
16076375;8415;2327
16080997;11678;60
16081570;24302;1448
16084284;8458;2412
16094336;24307;805
16095687;24327;2629
16101698;24334;3315
16101799;8474;2020
16102515;8439;588
16116394;8437;2918
16136126;8427;2766
16142503;8413;1354
16145391;8429;1089
16159088;8435;2082
16167588;24300;821
16174879;8433;2626
16179553;8419;1168
16191053;24307;3016
16194314;8437;2816
16198601;8421;2206
16199494;11678;860
16201295;8429;304
16209996;24327;1760
16219698;8441;442
16229730;8433;1112
16232266;24313;2835
16239389;8458;2436
16246315;8437;107
16251163;8421;2470
16251981;8454;1264
16254698;24318;386
16256542;24319;2378
16259753;8425;150
16275657;8442;1611
16277201;24327;3224
16281920;8468;1827
16283454;8411;1959
16286973;8458;2130
16290694;8442;1735
16291414;24317;451
16297705;24307;1121
16305320;8442;1648
16307230;8438;3374
16309794;8424;489
16311522;8411;2291
16312226;24305;2624
16324570;8429;2257
16324893;8439;3305
16329778;24316;916
16332807;11687;2187
16338435;8457;716
16344181;8424;3000
16349586;24316;943
16353572;24316;1107
16359901;24313;2755
16360148;8439;2207
16372819;8425;2481
16402480;24317;1619
16410936;24338;600
16420271;8411;1905
16420664;8425;2048
16430410;8425;1770
16436691;8455;2846
16454845;8413;1566
16458709;8412;2977
16461478;8427;2068
16470747;24319;1045
16472179;8424;367
16477215;11680;2247
16480497;24311;625
16482979;8458;3129
16487331;24305;3065
16499632;11680;3166
16503216;24300;1456
16506519;8434;3184
16514862;8457;1060
16533104;24316;1615
16534109;11678;530
16537802;8424;1348
16556881;8427;3082
16565930;24319;3110
16577240;8467;362
16601366;8444;173
16601510;24311;730
16607076;8442;125
16609939;8474;2949
16613798;24302;3253
16617771;24327;1708
16621818;24311;1533
16644488;8454;2778
16645511;8427;2479
16647088;8411;1401
16650118;8430;1906
16655342;24316;2616
16662738;24302;1850
16674478;8435;3297
16690511;24313;2844
16694597;16895;1511
16698180;8421;2381
16703910;24313;502
16709750;24307;84
16716843;24305;2224
16723593;8475;1538
16728545;8441;1076
16735053;8411;1608
16736801;8425;376
16752741;8412;2406
16758671;24311;486
16767691;8424;307
16771455;8424;515
16777413;24327;552
16777754;24329;973
16781076;24316;3157
16781667;8429;911
16806029;8455;795
16806126;24300;2653
16807686;8429;2995
16823548;24327;2395
16826623;24319;3248
16833320;24311;874
16854575;24307;1664
16857811;8438;1744
16864002;24316;344
16867373;8444;2028
16872546;24311;113
16876591;24305;2016
16878273;8454;836
16880284;8458;3369
16887867;8474;2547
16891830;24317;1327
16893476;8429;2004
16897240;16895;1715
16901570;8434;3391
16902616;8483;2785
16903117;8457;1349
16926959;8441;1331
16927942;8474;2472
16947427;11680;1728
16952105;8429;2656
16952305;8433;528
16958638;8424;2555
16965661;8442;511
16978332;24329;760
16982917;8454;982
16986505;24334;2489
16988153;24318;1966
16990084;11687;2051
17007417;24338;3170
17017389;8442;401
17026830;24302;796
17029099;8474;2634
17034364;8439;198
17042898;11678;3361
17053837;11680;3352
17070041;24329;3408
17072103;8425;2343
17089395;8439;3063
17091557;8458;3335
17095879;8435;773
17107600;8457;466
17111147;24329;841
17117816;8444;146
17120321;8421;2770
17134269;24329;2041
17141183;24334;798
17161964;11678;1087
17164103;24319;2956
17167175;8454;3378
17171344;24319;312
17179243;8425;404
17188065;24313;94
17194601;8429;235
17206914;8474;3173
17207532;8437;1344
17208289;8411;1688
17233268;24316;400
17235737;8424;2216
17240860;8424;175
17246295;8424;2013
17246709;8412;1856
17257011;8427;2038
17278598;24313;48
17280655;24319;202
17282014;8444;2033
17288274;8412;1160
17295838;8454;3207
17296247;8424;282
17297456;8425;2507
17299683;24338;1305
17301329;8442;1844
17302231;8429;2736
17312421;24313;3073
17312470;8454;2455
17319571;8434;3067
17327607;24327;1059
17332355;24327;425
17332690;11680;214
17336442;8438;3359
17336500;8424;1525
17346928;8424;2454
17353232;8475;2733
17360430;24307;2751
17361759;24327;737
17398594;8442;137
17406863;8435;6
17409210;24329;996
17410215;8474;3413
17411764;8425;225
17414567;8413;3365
17422378;8425;875
17431301;8424;1100
17435915;8435;1872
17444076;8427;3143
17445300;24313;3192
17445378;8444;2441
17452212;24302;757
17455299;24319;2902
17465530;8427;3382
17471760;24325;930
17495062;8411;2168
17497685;24327;2029
17499445;8441;1429
17502496;8458;2011
17502748;8430;3198
17504739;8427;1451
17512342;8454;1754
17525131;8422;2654
17533338;24334;452
17534469;24302;882
17538432;8413;2513
17548471;8412;3205
17573303;24305;1411
17583292;8438;950
17584141;24307;2625
17588434;8442;1384
17627534;8439;3211
17628295;24327;1266
17634271;8427;2705
17650516;24319;845
17652097;8454;1226
17668457;8424;3283
17669849;8475;3119
17674684;8437;657
17679907;8475;834
17695265;8457;2791
17700868;24334;1559
17701388;11678;2592
17705567;8435;2113
17731090;8411;3372
17756688;24316;2901
17759442;8454;1111
17762408;8454;2615
17774922;8474;3154
17781175;8425;395
17781290;24313;3249
17782279;8457;204
17785490;8433;2131
17787519;24327;2561
17795108;24307;1181
17800830;11680;2246
17822565;8427;1125
17830193;8458;2356
17832721;24316;2249
17837463;24329;1657
17855763;8429;541
17856034;8444;1818
17856917;8442;806
17873679;24302;268
17892847;24305;1631
17895949;8425;3172
17901143;8424;616
17914002;8454;105
17926080;8457;1102
17935016;8442;3153
17942472;24302;671
17949334;8474;1284
17955023;8411;1583
17973157;24329;1378
17981273;8439;2824
17982173;8454;542
18023300;8437;756
18023375;8455;3034
18031027;24317;296
18048679;8457;2612
18050705;8455;2039
18056065;24307;1332
18056193;8412;3109
18059923;24319;2309
18074637;8454;2563
18082123;8434;1956
18083916;8433;1749
18087559;8417;856
18093026;8424;1528
18097963;8458;476
18098500;8458;1272
18125728;8411;901
18126090;8458;2823
18139079;24305;1727
18139246;24318;832
18145606;8425;392
18147989;8435;2290
18163498;8433;2196
18193896;8458;1784
18198373;8474;230
18199700;8458;1461
18200187;24300;1175
18200336;8437;579
18208385;8425;1922
18211665;8441;1124
18220476;24313;3002
18224948;8434;273
18225574;8454;491
18225763;8427;1129
18230801;8457;461
18236288;24334;1785
18240043;8439;1421
18250897;8450;149
18262803;8475;1153
18263090;8422;793
18272687;8457;955
18272770;8439;1912
18277874;24318;3337
18277955;8454;3327
18296260;8454;1705
18297916;24300;1601
18306344;8412;925
18306345;24305;4
18315893;8458;1950
18321624;8457;2135
18332003;8421;257
18333394;8455;2118
18339537;8441;2948
18350713;8429;724
18357810;24316;649
18360316;8425;74
18360594;8438;345
18364180;8425;2018
18364296;8427;3018
18364542;24334;1452
18385285;24317;831
18389885;8455;1320
18401592;8433;2159
18419800;24311;1234
18429837;8454;1893
18433478;8458;2637
18437766;8475;2167
18469152;8442;2724
18472503;24327;158
18489533;8454;1491
18495860;8424;2922
18506103;24313;1789
18509447;24329;3299
18511764;24329;3071
18517702;11678;19
18523225;24302;1035
18528793;8429;100
18541003;8454;13
18542856;8449;3045
18543928;8441;2781
18546781;8424;968
18550721;8436;1223
18551416;8457;1023
18561990;8424;62
18569417;24313;2237
18576265;24311;2172
18577240;24334;1335
18586040;11678;2103
18586333;8424;3268
18587915;24316;3139
18598087;24318;1994
18599649;8424;1122
18602137;8444;1244
18624973;8439;31
18625054;8433;2440
18626278;24327;1166
18627142;24327;337
18638359;24318;1381
18640816;24305;1782
18653577;24300;2825
18656831;8455;2808
18659662;8441;1936
18662077;24319;3289
18670809;8442;520
18673388;8417;3246
18675444;24305;1817
18691823;24316;1279
18699813;8442;298
18700096;8458;3242
18705842;8435;1261
18708032;24316;2984
18728746;8421;986
18731528;8454;385
18778108;8457;68
18800045;24327;2379
18801365;8438;615
18809785;8444;1852
18814611;8421;672
18824804;8429;1095
18826997;24338;1288
18835762;8483;1439
18838163;24334;3234
18843946;8442;501
18854832;24319;2582
18854883;24317;3148
18866016;24329;3083
18867069;24311;310
18874615;24313;2532
18878963;8444;290
18879670;8444;3260
18880188;24319;2219
18886315;16895;142
18888073;24327;3055
18901970;8413;2330
18912860;8439;2564
18914475;8458;2542
18935151;8437;2687
18946000;8435;892
18966659;24307;1200
18967339;11678;1800
18976901;11678;2471
18983501;24300;1802
18996655;8436;2672
19004112;8457;3085
19019823;8424;3373
19020585;8454;199
19028400;24305;2108
19030589;24316;2620
19046650;8441;998
19048273;8425;1299
19070225;8427;269
19078816;24307;2495
19084038;24329;1863
19089411;24311;3030
19100760;24316;2799
19102098;8433;833
19102327;8421;2990
19111088;8437;3070
19120317;8442;597
19122393;8435;3197
19125388;24329;684
19126418;11678;1229
19127387;8424;3227
19136847;24329;2075
19143717;8437;2888
19162174;8458;1580
19173591;8454;2593
19175326;24327;2976
19179269;8457;444
19195665;24327;1303
19210554;24327;1242
19218935;24318;1210
19220097;8434;1989
19226037;11678;789
19231306;8475;2801
19235985;8427;1998
19240590;8434;504
19242367;24329;1183
19248199;24300;825
19249740;24305;743
19255763;8439;3349
19262189;24319;136
19266046;11678;3005
19278091;24338;1503
19281661;8439;3356
19308099;24316;1333
19315345;8437;2944
19333980;8457;635
19336627;24316;3025
19339967;8434;3044
19343123;24318;412
19351581;8455;98
19369862;8454;1521
19371542;24329;350
19372038;24313;2938
19380023;16895;342
19387717;8454;2420
19402342;24317;3210
19416054;8415;1630
19416935;8411;2662
19421593;24318;1759
19421851;8457;824
19427578;8448;3358
19429874;11680;2760
19432599;8425;3111
19433312;8424;2761
19437992;24319;2213
19447009;8436;3403
19447558;11678;258
19453213;24327;277
19461278;24307;1527
19464701;8434;2362
19471606;11680;381
19475024;8424;3288
19485631;8441;2584
19517179;8442;1105
19539074;8417;1916
19542437;24302;3137
19549650;24327;297
19558469;8474;969
19563086;11678;2305
19563782;8444;2780
19572754;8424;2264
19583790;8434;2126
19591253;24338;1149
19601614;8441;320
19608443;8411;341
19622988;8458;2559
19625682;8439;1924
19636870;24319;128
19639869;24329;2114
19656048;24300;2295
19664643;8458;1835
19665733;8438;2845
19673647;24327;1341
19677459;24316;2147
19690693;8454;797
19696586;8425;1913
19699365;8442;2265
19712271;24300;587
19720256;8444;2598
19721374;8411;1930
19732182;8429;3351
19750023;24313;409
19753450;8424;3091
19756670;8425;593
19757431;8435;185
19757813;8435;2371
19757833;8424;2978
19758286;24329;2008
19760809;24327;2209
19764719;8438;1867
19768045;8429;2765
19781037;8441;1836
19785423;8457;3339
19794016;11678;1771
19805087;8424;2491
19821329;8442;2748
19822767;8411;95
19824230;8412;742
19830494;8425;1960
19830595;8442;2828
19843380;8444;1990
19843999;8424;2023
19849212;24329;2199
19851314;8434;2292
19851609;8458;426
19855202;24316;3417
19861667;8437;651
19877972;8422;2924
19878223;11680;472
19884120;24316;2503
19892632;8411;660
19895451;24334;1622
19920674;8457;1840
19939344;11680;2123
19948883;24307;116
19957115;24329;1894
19977008;8454;527
19978391;8433;808
19981620;8424;3266
19983620;24329;2411
19983761;8424;1798
19995259;8424;42
20013405;24313;2910
20023317;8457;745
20024722;8422;1171
20024924;8475;24
20031662;8457;2802
20045827;8424;2409
20049809;8438;688
20051739;8442;112
20057868;24300;236
20067265;8433;2569
20083675;8455;10
20086217;8411;1506
20089226;8442;1600
20090476;24311;1389
20092877;8454;1057
20093687;24302;2841
20106134;8435;2077
20109193;24327;1043
20111505;24316;2699
20114719;8435;152
20120275;8413;330
20122298;8437;2911
20139771;24316;2408
20142095;11680;653
20144274;8449;2081
20155261;24302;1797
20161233;8427;1074
20164124;11687;3281
20165902;8437;764
20182216;8427;548
20183850;8411;383
20192930;8454;2186
20193074;24316;803
20194905;8454;2160
20200684;8415;2836
20215275;24311;1470
20224736;24319;1537
20230877;8411;2315
20235001;8438;263
20242291;8427;382
20244236;8425;1915
20244304;8442;2397
20252794;8412;1736
20254204;8454;1666
20255735;8475;759
20258300;8455;3370
20269839;8454;2024
20272818;8439;3247
20283674;24316;1342
20288633;24313;2119
20292117;8424;3043
20298429;8429;2043
20298566;24327;1842
20307600;8421;438
20318667;24307;1692
20326345;8470;3202
20329127;8436;1246
20335687;24316;2821
20336409;8427;822
20336454;8425;2014
20352997;24305;251
20357975;24327;1296
20362068;11678;974
20363138;11678;1927
20363393;8436;2832
20363893;24300;2834
20381009;8474;566
20383146;24305;2622
20385068;24316;655
20395797;8425;3421
20397079;24302;75
20397593;24329;1558
20409779;24319;455
20420930;8425;2429
20449763;8436;2222
20464760;8439;2040
20468049;8454;3196
20480879;11678;2529
20485998;8449;921
20488207;8454;2745
20490680;8429;1540
20499755;11680;1980
20507088;24317;3134
20508232;24313;785
20521913;8438;1478
20522216;8411;2057
20547255;24316;207
20578725;24302;2586
20583763;8421;2718
20595216;24302;790
20602061;24329;2414
20604140;8417;1068
20606433;8455;1762
20610419;24316;1211
20617858;8455;422
20617859;8455;2849
20618446;8435;2674
20624008;8475;3396
20627525;24300;972
20638470;8455;1238
20645499;8413;51
20649521;24313;3102
20670959;8444;993
20685206;8411;2633
20708519;8441;2266
20709492;8457;879
20729902;8433;2431
20732081;8411;1377
20737482;8442;2442
20741112;24313;2642
20741460;16895;648
20742444;8425;2684
20743243;8425;1884
20748851;8454;951
20770075;8411;2851
20800207;24318;2158
20807152;24329;2006
20818827;8427;1795
20825921;8442;2870
20828317;8438;1565
20831340;24307;2025
20846045;8454;266
20863372;8413;2453
20870073;8444;2052
20880348;24319;2500
20889648;8435;2116
20901857;11678;1667
20901875;8430;1855
20907335;8441;2973
20918421;24316;1942
20923409;8424;692
20930998;8454;917
20935061;24302;2173
20935807;24307;994
20941505;8441;2180
20952603;8434;3156
20957449;24329;1340
20960877;24318;3138
20961272;24317;2829
20963584;8448;1709
20976669;24313;1144
20985982;24311;1400
20990161;8435;700
21001868;8442;2952
21008501;24319;913
21015247;24319;1625
21024398;11678;2685
