mrun;id_familia;id_bloque;nivel;es_mujer;prioritario;lat_con_error;lon_con_error
4125276;150;150;7;1;0;-53.145599;-70.916
4127677; ; ;9;0;0;-53.163593;-70.916817
4138192; ; ;7;1;1;-53.16375;-70.916618
4140701; ; ;0;1;0;-53.146313;-70.88485
4141328; ; ;9;1;1;-51.74168;-72.490112
4141350; ; ;-1;1;0;-53.163284;-70.918129
4142843; ; ;1;0;0;-53.145462;-70.929581
4166088; ; ;-1;0;0;-53.133125;-70.925697
4172131; ; ;9;0;1;-53.296455;-70.367958
4174550; ; ;0;0;1;-53.142311;-70.926765
4199704; ; ;-1;0;0;-53.15131;-70.912567
4200711; ; ;1;0;0;-53.164471;-70.917923
4209953; ; ;9;0;0;-53.170738;-70.94342
4218200; ; ;0;0;0;-53.137012;-70.911659
4223003; ; ;-1;1;0;-53.166893;-70.938889
4223585;75;75;1;1;0;-53.13456;-70.888306
4230657; ; ;0;0;0;-53.163597;-70.917641
4239837; ; ;0;1;0;-53.162998;-70.917915
4250840; ; ;-1;1;0;-53.163044;-70.916664
4255029; ; ;9;0;1;-53.163849;-70.916229
4257951; ; ;9;1;1;-51.732632;-72.517517
4259466; ; ;9;0;0;-53.294594;-70.366951
4272547; ; ;1;0;1;-51.732025;-72.49733
4272906; ; ;-1;1;1;-53.292465;-70.367302
4278609; ; ;9;0;1;-53.166126;-70.938499
4289439; ; ;-1;0;1;-51.733082;-72.50808
4290511; ; ;-1;0;0;-53.167606;-70.913681
4307507; ; ;-1;1;0;-53.163685;-70.916801
4316465; ; ;0;0;0;-53.295746;-70.374176
4318190; ; ;7;1;0;-53.164143;-70.916008
4337153; ; ;9;0;0;-53.144176;-70.904648
4337768;22;22;0;1;1;-53.166328;-70.939484
4347983; ; ;9;0;0;-53.134998;-70.922951
4353735; ; ;-1;0;0;-53.162964;-70.917992
4356242;74; ;9;1;1;-51.741512;-72.48455
4358385; ; ;9;1;1;-51.74036;-72.481689
4358936; ; ;9;1;1;-53.164635;-70.91687
4359279; ; ;9;1;1;-53.164139;-70.917816
4372323; ; ;-1;1;1;-53.133595;-70.929794
4382518; ; ;-1;0;0;-53.163879;-70.915802
4384062; ; ;9;1;1;-53.164406;-70.917389
4384637; ; ;-1;0;0;-53.171329;-70.918404
4394129; ; ;-1;1;0;-53.164032;-70.918358
4394759; ; ;1;1;0;-53.177982;-70.924576
4407316; ; ;9;1;1;-53.163849;-70.941933
4409662; ; ;0;1;0;-53.163841;-70.91674
4411444;82; ;1;0;0;-53.136982;-70.920837
4427842; ; ;9;0;0;-53.163025;-70.918053
4432486;9; ;7;0;1;-53.144852;-70.918869
4435390; ; ;1;0;0;-53.132683;-70.910255
4440075; ; ;9;1;1;-53.153027;-70.941391
4441680; ; ;9;0;0;-53.163437;-70.916542
4444714; ; ;-1;1;0;-53.144871;-70.89695
4445853; ; ;-1;1;0;-53.16309;-70.915802
4446348; ; ;9;1;0;-53.16354;-70.918159
4457586; ; ;-1;1;1;-53.136345;-70.925743
4461148; ; ;-1;0;0;-53.170322;-70.951141
4463779; ; ;9;1;0;-53.166435;-70.934021
4467027; ; ;-1;1;1;-53.174805;-70.946236
4470309; ; ;-1;1;0;-53.14296;-70.897491
4479922; ; ;0;0;0;-53.164265;-70.917664
4480866; ; ;9;0;1;-51.741974;-72.485611
4483872; ; ;-1;1;1;-53.131187;-70.916672
4504381; ; ;1;1;0;-53.149181;-70.906891
4507181; ; ;9;1;0;-53.172218;-70.938377
4512326; ; ;-1;0;0;-51.725117;-72.494751
4531029; ; ;-1;0;0;-53.161602;-70.94651
4534562; ; ;9;1;1;-51.736107;-72.47776
4552297; ; ;1;0;0;-53.161949;-70.946114
4565839; ; ;-1;1;0;-51.733444;-72.479897
4578090; ; ;9;0;1;-53.161579;-70.898979
4581531; ; ;0;1;0;-53.136009;-70.893219
4583136; ; ;9;0;1;-53.135235;-70.925987
4588885; ; ;7;1;0;-53.144249;-70.921059
4601376; ; ;9;0;1;-53.163147;-70.916046
4607104; ; ;9;1;0;-51.738907;-72.49131
4608011;72; ;-1;0;0;-53.163765;-70.916061
4621327; ; ;1;1;0;-53.146103;-70.904427
4640747;24;24;-1;1;0;-53.15271;-70.888794
4642230; ; ;-1;0;0;-53.151978;-70.906464
4643897; ; ;0;0;1;-53.164345;-70.917686
4653490; ; ;9;1;1;-53.162998;-70.916252
4655888; ; ;-1;1;0;-53.171566;-70.938484
4656575; ; ;0;1;0;-53.162376;-70.942421
4668459; ; ;-1;1;1;-53.177502;-70.944298
4668808; ; ;9;0;0;-53.174656;-70.925476
4671702; ; ;9;1;0;-53.163395;-70.917404
4680619; ; ;0;1;0;-53.171589;-70.938202
4683724; ; ;7;0;0;-53.16172;-70.943871
4686872; ; ;0;1;1;-53.164204;-70.922562
4690146; ; ;1;1;0;-53.173664;-70.937187
4716787; ; ;-1;1;0;-53.163994;-70.916954
4718069; ; ;9;0;0;-53.141102;-70.925949
4735497; ; ;-1;0;1;-51.73357;-72.483681
4740190; ; ;-1;1;0;-53.16357;-70.916077
4742165;153; ;-1;1;1;-51.731823;-72.490616
4755393; ; ;9;1;1;-53.161575;-70.92852
4759170; ; ;1;1;0;-53.164223;-70.918495
4804364; ; ;9;0;0;-53.178989;-70.944557
4811730; ; ;-1;1;0;-53.160248;-70.935356
4812499; ; ;9;0;0;-51.720337;-72.494263
4826021; ; ;-1;1;0;-53.151508;-70.942871
4833527; ; ;7;1;0;-53.143749;-70.897423
4844934; ; ;9;1;0;-53.176964;-70.939697
4846904; ; ;9;0;1;-53.16991;-70.949257
4849237; ; ;-1;0;0;-53.163235;-70.942856
4867946; ; ;-1;1;0;-53.165668;-70.934624
4869556; ; ;7;0;0;-53.147007;-70.88295
4873556; ; ;0;1;0;-53.164619;-70.916222
4874344; ; ;-1;0;0;-53.16301;-70.918495
4876814; ; ;0;0;0;-51.728867;-72.494812
4884280; ; ;9;1;0;-53.16964;-70.924042
4897586; ; ;1;0;0;-53.138355;-70.909828
4903770; ; ;-1;1;0;-53.164562;-70.915695
4916598; ; ;-1;1;1;-51.720173;-72.495949
4918785; ; ;9;0;0;-53.126701;-70.877098
4937266; ; ;1;0;0;-53.15897;-70.91967
4939834; ; ;0;0;0;-53.146591;-70.943184
4975693; ; ;-1;1;0;-51.734619;-72.488907
4976882; ; ;1;1;0;-53.164642;-70.916908
4992551; ; ;9;0;1;-53.164207;-70.917809
4999460; ; ;-1;1;0;-53.1647;-70.9179
5007580; ; ;1;0;1;-53.163261;-70.917259
5017131; ; ;9;0;1;-53.163776;-70.91777
5020897; ; ;0;0;0;-53.163868;-70.917068
5029820; ; ;1;0;1;-53.1628;-70.90625
5038100;105; ;9;1;1;-53.15303;-70.918625
5039785; ; ;-1;1;1;-53.296082;-70.367722
5042528; ; ;-1;1;0;-53.16415;-70.917938
5043643; ; ;1;1;0;-53.17065;-70.920189
5054634; ; ;1;1;0;-53.163631;-70.918251
5064227; ; ;9;1;0;-53.125614;-70.928589
5074028; ; ;1;1;0;-53.149231;-70.903816
5097792; ; ;1;1;0;-53.164604;-70.918076
5098222; ; ;-1;1;0;-53.16465;-70.917839
5100694; ; ;-1;1;0;-53.16325;-70.916168
5108788; ; ;-1;1;0;-51.733246;-72.504471
5111089; ; ;-1;0;0;-53.164238;-70.916115
5117606; ; ;1;1;0;-53.151489;-70.909416
5148635; ; ;-1;0;1;-53.148872;-70.901672
5155356; ; ;9;0;1;-51.740929;-72.490723
5159287; ; ;0;1;0;-53.164478;-70.917892
5160927; ; ;-1;0;1;-53.163147;-70.917213
5175306; ; ;-1;0;0;-53.144817;-70.916245
5190357;74; ;7;1;1;-51.731133;-72.49131
5196414; ; ;0;0;0;-53.163635;-70.915871
5198711; ; ;1;1;0;-53.177773;-70.924744
5199113; ; ;9;1;0;-53.160435;-70.912476
5200988; ; ;0;1;0;-53.16729;-70.913979
5218770; ; ;9;1;1;-53.239685;-70.365273
5228156;108; ;-1;1;0;-53.173401;-70.938721
5231347; ; ;0;1;1;-53.137318;-70.888428
5252955; ; ;9;0;0;-53.163158;-70.918076
5268401; ; ;9;0;0;-53.132729;-70.923759
5271129; ; ;0;1;0;-53.152466;-70.944283
5274140; ; ;9;1;0;-53.294899;-70.375923
5278136; ; ;7;1;0;-53.467953;-70.007835
5282385; ; ;-1;1;0;-53.166386;-70.934471
5293876; ; ;-1;0;0;-53.126095;-70.877892
5301424;137;137;-1;0;0;-54.936302;-67.600372
5305567; ; ;9;0;1;-53.295406;-70.367599
5330673; ; ;0;1;0;-53.160179;-70.899055
5335619; ; ;9;1;1;-51.734573;-72.482735
5344413; ; ;1;1;0;-51.725212;-72.510345
5352829; ; ;0;0;1;-51.74073;-72.485252
5370278; ; ;1;0;1;-53.164558;-70.916977
5374665; ; ;0;1;0;-53.162987;-70.918152
5380282; ; ;7;0;0;-53.163094;-70.918175
5413664; ; ;-1;0;1;-51.733368;-72.491997
5428359;94; ;9;1;0;-53.17144;-70.919968
5435642; ; ;9;1;0;-51.725845;-72.492607
5455984; ; ;1;1;0;-53.151691;-70.943367
5466811; ; ;1;1;0;-53.180206;-70.912506
5466977; ; ;-1;0;0;-51.691212;-72.441414
5495840; ; ;-1;0;1;-53.16188;-70.944984
5499199; ; ;-1;0;0;-53.158951;-70.93618
5499724; ; ;9;1;1;-53.163239;-70.918411
5502969; ; ;9;1;1;-51.727207;-72.49115
5508763; ; ;0;0;0;-53.13789;-70.905724
5515552; ; ;9;1;0;-53.174458;-70.922913
5517550; ; ;9;1;1;-53.172962;-70.949028
5518176; ; ;1;1;0;-51.73912;-72.482582
5551532; ; ;7;1;0;-53.155487;-70.943779
5552216; ; ;-1;1;0;-53.146866;-70.910141
5557161; ; ;9;1;0;-53.163681;-70.915855
5572239; ; ;9;0;1;-53.134361;-70.927917
5575851; ; ;9;1;0;-53.168446;-70.934792
5577551; ; ;1;0;0;-53.160965;-70.946655
5587253;120; ;1;1;0;-53.16394;-70.907188
5599582; ; ;-1;1;0;-53.149555;-70.931358
5610755; ; ;9;1;1;-53.295525;-70.366676
5632519; ; ;0;1;0;-53.151649;-70.942192
5635469; ; ;-1;1;0;-52.909466;-71.171524
5645049; ; ;0;0;0;-53.163727;-70.915703
5672357; ; ;0;0;0;-53.17033;-70.946243
5675269; ; ;-1;1;1;-51.734169;-72.483299
5680102;127; ;-1;1;0;-53.173931;-70.937729
5693057; ; ;0;1;0;-53.140667;-70.902191
5700703; ; ;1;1;1;-53.142635;-70.920746
5700976; ; ;9;1;1;-53.161743;-70.896149
5715838; ; ;9;0;0;-53.16304;-70.895935
5715867; ; ;7;1;0;-53.130844;-70.916687
5720390; ; ;0;1;0;-53.16312;-70.917282
5726479; ; ;9;0;1;-53.167236;-70.911079
5735440; ; ;-1;1;0;-53.16375;-70.91684
5738875; ; ;-1;1;0;-53.178486;-70.941437
5741730; ; ;-1;1;0;-53.164246;-70.917488
5748835; ; ;-1;0;0;-53.295692;-70.363594
5772530; ; ;0;0;0;-53.175579;-70.924164
5779446; ; ;9;1;0;-53.128212;-70.87645
5788245; ; ;-1;1;0;-53.166687;-70.928329
5812506; ; ;1;1;0;-53.15403;-70.89772
5830147; ; ;9;0;0;-53.143799;-70.886948
5832762; ; ;-1;0;0;-53.164501;-70.916374
5837031; ; ;9;0;0;-53.157379;-70.916847
5840946; ; ;9;0;1;-53.164303;-70.918419
5846833; ; ;1;1;0;-53.163052;-70.917625
5857797; ; ;0;0;0;-53.143532;-70.923592
5862846;34; ;7;0;1;-51.734158;-72.518089
5866369; ; ;1;1;1;-53.180183;-70.942772
5880167; ; ;-1;1;1;-53.141716;-70.932404
5880879; ; ;-1;0;0;-53.164452;-70.916206
5886570; ; ;1;0;0;-53.163822;-70.917542
5893527; ; ;0;0;0;-53.164539;-70.917633
5900644; ; ;-1;0;0;-53.152771;-70.907013
5902721; ; ;9;1;1;-53.170284;-70.949577
5909371; ; ;0;0;0;-53.16404;-70.917862
5924755; ; ;-1;0;1;-51.734653;-72.500206
5932962; ; ;0;1;0;-53.163357;-70.916031
5935657; ; ;0;1;0;-53.136066;-70.881454
5935700; ; ;0;1;1;-53.149548;-70.932053
5937699; ; ;1;1;0;-53.14436;-70.921761
5942262; ; ;9;1;1;-53.155048;-70.907219
5956003; ; ;-1;1;1;-53.147583;-70.913864
5966705;86; ;-1;1;0;-53.164471;-70.916069
5971613; ; ;-1;1;0;-53.16354;-70.936272
5983737; ; ;1;0;0;-53.126965;-70.879211
5984958; ; ;9;0;0;-53.173813;-70.929787
5993051; ; ;0;1;0;-53.164158;-70.917664
5995720;148; ;9;0;1;-51.724438;-72.490494
6009105; ; ;0;1;0;-53.161491;-70.899063
6013707; ; ;-1;1;0;-53.158207;-70.923317
6020180; ; ;0;1;0;-51.721066;-72.493317
6020217; ; ;0;1;0;-53.182335;-70.936432
6021393; ; ;-1;0;0;-51.73455;-72.489304
6022289; ; ;7;0;0;-53.173946;-70.92067
6025017; ; ;-1;1;0;-53.295559;-70.36721
6027442; ; ;0;0;0;-53.167931;-70.947662
6027815; ; ;9;0;0;-53.134644;-70.908401
6028632; ; ;1;1;0;-53.15567;-70.907234
6030549; ; ;9;1;0;-53.126347;-70.912933
6032099;20; ;1;0;0;-53.163792;-70.912659
6032562; ; ;0;0;0;-53.147457;-70.934174
6040149;93; ;-1;0;0;-53.15844;-70.93071
6041689; ; ;-1;0;0;-53.138538;-70.906334
6048905; ; ;1;1;1;-53.163807;-70.917267
6049371; ; ;0;0;0;-53.145241;-70.940964
6056059;101; ;7;0;0;-53.176182;-70.92791
6065196; ; ;9;0;1;-53.148212;-70.899994
6069480;13;13;-1;0;0;-53.171185;-70.919388
6082260; ; ;-1;1;0;-53.143921;-70.89959
6095871; ; ;9;0;1;-53.18158;-70.950996
6098511; ; ;1;0;0;-53.162365;-70.892693
6114175; ; ;1;1;1;-53.150196;-70.903664
6120872; ; ;7;0;0;-53.146679;-70.910591
6121602; ; ;9;0;1;-53.165867;-70.914642
6132112; ; ;9;0;1;-53.164383;-70.916542
6146309; ; ;-1;1;0;-53.141804;-70.921768
6149100; ; ;9;1;0;-53.148373;-70.901192
6153526; ; ;-1;0;0;-53.145596;-70.887779
6158494; ; ;1;0;0;-53.146236;-70.903481
6160889; ; ;9;1;1;-53.163738;-70.9179
6184191; ; ;-1;1;0;-53.164387;-70.916763
6201995; ; ;0;1;0;-53.164143;-70.91687
6206563; ; ;9;1;0;-51.727028;-72.508522
6226679; ; ;9;0;1;-51.736317;-72.504097
6228783; ; ;-1;0;0;-53.162704;-70.925072
6229417; ; ;0;0;0;-53.152557;-70.917252
6242149;159; ;1;1;0;-53.164089;-70.917198
6242155; ; ;-1;0;0;-53.163948;-70.916397
6259403; ; ;1;0;1;-53.295036;-70.369873
6265560;76; ;-1;1;1;-53.164635;-70.916199
6266789; ; ;9;1;1;-53.163723;-70.917099
6269113; ; ;-1;1;0;-53.164627;-70.916199
6269499; ; ;0;0;0;-53.172421;-70.919922
6274710;95;95;1;1;1;-53.164509;-70.916328
6278472; ; ;-1;0;1;-51.725716;-72.495995
6281828;136;136;1;1;0;-53.177486;-70.937195
6335519; ; ;9;0;0;-53.130066;-70.875305
6338674; ; ;0;1;1;-53.161617;-70.918999
6342858;130; ;9;1;0;-53.156975;-70.943626
6346189; ; ;7;1;0;-53.134377;-70.898712
6350978; ; ;9;0;0;-53.163952;-70.917618
6352794; ; ;1;0;0;-53.140747;-70.900291
6355264; ; ;-1;0;1;-53.164688;-70.916145
6356766; ; ;9;1;0;-53.164165;-70.918221
6359649; ; ;-1;0;0;-53.131401;-70.913292
6367302; ; ;9;0;1;-51.737801;-72.480614
6380821; ; ;9;0;1;-53.16412;-70.918518
6397752; ; ;9;1;1;-51.729752;-72.501114
6402375; ; ;0;1;0;-53.140003;-70.922844
6403552; ; ;0;1;0;-53.163723;-70.927261
6409348; ; ;0;1;0;-53.164143;-70.917664
6423896; ; ;-1;1;0;-53.169365;-70.938492
6429671; ; ;0;0;0;-51.739777;-72.488571
6431519; ; ;-1;0;1;-51.732651;-72.516724
6434337; ; ;9;1;1;-53.152073;-70.907028
6446039; ; ;9;1;1;-53.165798;-70.933556
6450498; ; ;9;0;1;-53.163013;-70.915703
6464199; ; ;-1;1;0;-53.175976;-70.947365
6465241; ; ;0;0;0;-53.148415;-70.932755
6465295; ; ;-1;1;0;-53.138653;-70.896225
6474679; ; ;-1;1;0;-53.15884;-70.904732
6487359; ; ;-1;1;0;-53.295151;-70.361679
6490384; ; ;0;0;0;-53.163788;-70.916862
6514147; ; ;0;1;0;-51.741467;-72.486847
6517807; ; ;1;0;0;-53.171696;-70.92112
6529595; ; ;-1;1;0;-53.162239;-70.917496
6541774; ; ;9;0;1;-53.16291;-70.92318
6550742; ; ;9;0;0;-53.142723;-70.920326
6557442; ; ;1;0;0;-53.107044;-70.89122
6568166; ; ;-1;0;1;-53.176491;-70.926453
6568887; ; ;-1;1;1;-53.125355;-70.880287
6569620; ; ;-1;1;0;-53.161407;-70.911591
6589848; ; ;-1;0;0;-53.139923;-70.899048
6589889; ; ;-1;1;0;-51.726894;-72.491409
6591819; ; ;0;0;0;-53.160019;-70.945869
6598007; ; ;-1;1;1;-53.164944;-70.940514
6598246; ; ;1;1;0;-53.160442;-70.90451
6610428;123; ;7;1;1;-53.126808;-70.879417
6613975;108; ;1;0;0;-53.172451;-70.940361
6616186; ; ;0;1;0;-53.149128;-70.919548
6632471; ; ;1;0;0;-53.184822;-70.931557
6646390; ; ;0;1;1;-53.183041;-70.949097
6661412; ; ;0;1;0;-53.159653;-70.903397
6663213; ; ;-1;1;0;-53.170547;-70.948158
6668990;88; ;9;0;0;-53.175781;-70.929398
6674193; ; ;-1;1;0;-53.169514;-70.929497
6688442; ; ;1;1;1;-53.147743;-70.903748
6701332; ; ;-1;0;1;-53.163708;-70.916771
6705324; ; ;0;1;0;-53.137508;-70.86998
6707501;31; ;-1;1;1;-53.154804;-70.903526
6711464; ; ;1;0;0;-53.148243;-70.89843
6714419; ; ;-1;1;0;-53.164127;-70.916176
6722410; ; ;9;1;0;-53.161217;-70.906197
6723142; ; ;-1;1;1;-53.144787;-70.922264
6723837;41; ;-1;0;1;-51.73354;-72.516762
6727681; ; ;-1;1;0;-53.176323;-70.945747
6732676; ; ;0;1;0;-53.127747;-70.870155
6734215; ; ;-1;1;1;-53.132828;-70.921577
6736217; ; ;-1;0;1;-53.179497;-70.948265
6738401; ; ;0;0;0;-53.145973;-70.909386
6745273; ; ;1;0;0;-53.166367;-70.944687
6746868; ; ;0;1;0;-53.129986;-70.915314
6748290; ; ;7;1;1;-53.151516;-70.945389
6756660;142; ;7;0;0;-53.137936;-70.869698
6764400; ; ;9;0;1;-53.164185;-70.917397
6773637; ; ;7;1;0;-53.178505;-70.946327
6779199; ; ;-1;1;0;-53.149246;-70.903786
6807101; ; ;9;1;1;-51.740223;-72.487556
6807970; ; ;9;0;1;-53.149769;-70.91539
6818412; ; ;9;0;1;-53.166077;-70.917374
6821200; ; ;9;0;0;-53.165318;-70.942024
6821234; ; ;9;0;0;-53.164276;-70.9254
6826277;118;118;1;0;0;-53.2952;-70.367432
6828399; ; ;-1;0;0;-53.143188;-70.883629
6832409; ; ;9;0;0;-53.164268;-70.916313
6844756; ; ;0;0;0;-53.163845;-70.916779
6847161; ; ;9;1;1;-51.722713;-72.491699
6866510; ; ;9;1;1;-53.164021;-70.917191
6871008; ; ;9;0;0;-53.16861;-70.916664
6876820; ; ;-1;0;0;-53.157757;-70.929436
6879486; ; ;9;1;1;-53.166939;-70.94342
6880995; ; ;9;0;1;-51.740612;-72.487206
6894297; ; ;9;1;1;-53.170139;-70.928963
6895782; ; ;-1;1;0;-53.177814;-70.939659
6904554; ; ;-1;1;0;-53.048878;-70.888382
6904898; ; ;9;0;0;-53.162971;-70.918427
6920426; ; ;-1;1;0;-53.161774;-70.91893
6921536; ; ;0;0;1;-53.156788;-70.93116
6922814; ; ;0;1;1;-53.136974;-70.924553
6927721; ; ;9;0;1;-53.16407;-70.918091
6927794; ; ;-1;1;0;-53.162964;-70.916801
6932978; ; ;-1;1;0;-51.733196;-72.518013
6943128; ; ;-1;1;0;-53.133999;-70.911987
6953008; ; ;0;0;1;-51.730015;-72.49382
6959268; ; ;-1;1;0;-53.166698;-70.915718
6967452; ; ;-1;0;0;-53.163982;-70.916756
6967870; ; ;0;1;0;-53.180786;-70.935379
6968079; ; ;9;1;1;-53.160133;-70.891388
6971076; ; ;9;1;1;-53.147926;-70.929832
6971708; ; ;9;0;1;-51.735962;-72.48037
6973849; ; ;9;1;1;-53.164051;-70.916962
6980921; ; ;-1;1;0;-53.163979;-70.91774
6983269; ; ;9;0;0;-53.152397;-70.889885
6992603; ; ;-1;1;1;-53.158794;-70.935417
6993832; ; ;-1;0;0;-53.164593;-70.915649
6994082;37; ;0;1;1;-53.164585;-70.916733
7003595;114; ;9;1;0;-53.17194;-70.918968
7014917; ; ;0;0;0;-51.731632;-72.509483
7018704; ; ;9;0;1;-53.161755;-70.906448
7025951; ; ;-1;0;0;-53.146297;-70.941254
7031024; ; ;1;0;0;-51.733482;-72.481369
7033060; ; ;9;0;1;-53.163456;-70.916664
7043627; ; ;-1;1;0;-53.175392;-70.929443
7049949; ; ;9;0;1;-53.144474;-70.90329
7068632; ; ;9;0;0;-53.164455;-70.917984
7077364; ; ;1;0;0;-53.15353;-70.91787
7080332; ; ;9;1;1;-53.165722;-70.934837
7086697; ; ;-1;1;0;-53.146412;-70.913612
7093307;107;107;-1;1;0;-53.16711;-70.911873
7094958; ; ;9;0;1;-54.058224;-70.665962
7100434; ; ;1;1;0;-51.738789;-72.488647
7101540; ; ;9;0;1;-53.182014;-70.948532
7109394; ; ;9;0;0;-53.162666;-70.922234
7110160; ; ;-1;1;0;-53.146259;-70.918648
7128809; ; ;-1;1;0;-53.158657;-70.903847
7131231; ; ;9;0;0;-51.720623;-72.495369
7139705; ; ;-1;0;0;-53.15955;-70.936691
7149521; ; ;0;0;0;-53.147503;-70.900307
7155494;55; ;9;1;0;-53.15469;-70.936874
7173332; ; ;1;0;0;-53.154873;-70.904053
7176981; ; ;0;0;0;-53.139889;-70.90049
7178271; ; ;-1;0;0;-53.163292;-70.916313
7185450; ; ;0;1;1;-51.733028;-72.516754
7196177;156;156;7;0;0;-53.153782;-70.895027
7198733;13;13;1;0;0;-53.171082;-70.920654
7205467; ; ;9;1;1;-53.153728;-70.919617
7230588;87; ;7;0;1;-53.162949;-70.916092
7244664; ; ;1;1;0;-53.148193;-70.934921
7250448; ; ;-1;1;0;-53.142147;-70.927528
7274173; ; ;-1;0;1;-53.145626;-70.921074
7286814; ; ;9;1;0;-53.167965;-70.932816
7290893; ; ;-1;1;0;-52.552883;-70.408035
7309871; ; ;0;1;0;-51.731998;-72.496368
7316419; ; ;1;1;0;-53.183765;-70.765602
7324686; ; ;1;0;0;-53.163982;-70.915733
7325107; ; ;-1;0;0;-53.164207;-70.915321
7342989; ; ;-1;0;1;-51.733837;-72.516266
7350913; ; ;-1;0;1;-51.733425;-72.484138
7364027; ; ;-1;0;0;-53.138599;-70.911385
7373956; ; ;-1;1;0;-53.164013;-70.918106
7383000; ; ;-1;0;0;-53.164783;-70.905258
7399228; ; ;-1;1;0;-53.164429;-70.917488
7401395; ; ;1;1;0;-53.135937;-70.920769
7417353; ; ;9;1;0;-53.163898;-70.917854
7417740; ; ;-1;0;0;-53.147911;-70.905121
7422142; ; ;-1;1;0;-53.154266;-70.941559
7432538; ; ;1;0;0;-53.16423;-70.916222
7435613; ; ;9;1;0;-53.165375;-70.915253
7438312; ; ;-1;0;0;-51.739132;-72.490692
7439803; ; ;0;1;0;-53.13192;-70.910049
7441580; ; ;1;0;0;-53.164219;-70.915962
7441829; ; ;0;1;0;-53.162952;-70.918533
7448875; ; ;-1;0;0;-53.161388;-70.898163
7458448; ; ;9;1;0;-53.165241;-70.931908
7461712; ; ;0;0;0;-51.736328;-72.480141
7469700; ; ;9;1;0;-53.162483;-70.897247
7469778; ; ;9;0;1;-53.183861;-70.934486
7471324; ; ;9;0;0;-53.175453;-70.921959
7471728; ; ;9;0;0;-53.149963;-70.902023
7483330; ; ;0;0;0;-53.13884;-70.905701
7504414; ; ;7;1;1;-53.162819;-70.918358
7506035; ; ;1;0;0;-53.152737;-70.947685
7511317; ; ;-1;0;0;-53.163677;-70.921677
7512958; ; ;1;0;1;-53.167255;-70.942009
7522919; ; ;1;0;0;-53.165455;-70.920753
7531992; ; ;0;1;0;-53.151516;-70.887344
7541463; ; ;9;1;1;-53.163223;-70.916779
7542721; ; ;9;1;0;-53.168034;-70.913734
7543189; ; ;9;0;1;-53.151463;-70.912613
7551073; ; ;-1;1;0;-51.733841;-72.496216
7551933; ; ;-1;1;1;-53.166573;-70.918762
7571257; ; ;9;1;1;-53.164341;-70.917015
7580872; ; ;1;0;0;-53.169167;-70.941711
7589366; ; ;-1;0;0;-53.156796;-70.931297
7596553; ; ;9;0;1;-53.14975;-70.907104
7606008;48;48;1;0;0;-53.133511;-70.891357
7607409; ; ;9;0;0;-53.296215;-70.367226
7612381; ; ;0;1;0;-53.138454;-70.911049
7614339; ; ;7;0;0;-51.728687;-72.489197
7626977; ; ;9;0;1;-53.145985;-70.924088
7634081; ; ;0;0;0;-53.151089;-70.940552
7653451; ; ;-1;0;0;-53.181461;-70.938759
7660333; ; ;-1;1;0;-53.163101;-70.917206
7660397; ; ;9;0;0;-53.153111;-70.915802
7662189; ; ;-1;0;1;-53.141712;-70.919853
7672494; ; ;1;1;0;-53.180408;-70.936188
7676909; ; ;9;1;0;-53.218334;-70.629799
7677216; ; ;9;1;0;-53.164364;-70.91581
7677241; ; ;-1;1;0;-53.176647;-70.926727
7678130; ; ;-1;1;0;-53.153034;-70.907547
7688453; ; ;9;0;1;-53.166115;-70.941299
7691094; ; ;9;1;1;-53.163712;-70.916214
7701627; ; ;-1;0;0;-53.154415;-70.945404
7706297;28;28;1;1;0;-53.154682;-70.903778
7715723; ; ;-1;1;1;-51.733673;-72.516289
7718507; ; ;0;1;0;-51.733505;-72.495766
7731735; ; ;-1;1;0;-53.163261;-70.917343
7732903; ; ;-1;1;1;-51.725323;-72.489143
7737782; ; ;-1;1;1;-51.741554;-72.486275
7742534; ; ;-1;1;0;-53.159595;-70.928062
7754346; ; ;0;0;0;-53.154762;-70.939903
7769352; ; ;-1;0;0;-53.136082;-70.909172
7769891; ; ;-1;0;1;-54.933178;-67.617653
7779890; ; ;0;1;0;-53.147427;-70.897041
7812432; ; ;-1;0;0;-53.182571;-70.943123
7815571; ; ;-1;1;0;-53.164185;-70.915779
7817093; ; ;9;1;1;-53.163342;-70.91687
7819392; ; ;-1;0;0;-53.165058;-70.919861
7819681; ; ;9;1;1;-53.164581;-70.917839
7824070; ; ;-1;1;1;-53.139217;-70.908653
7834770; ; ;1;0;0;-53.164707;-70.916473
7837917; ; ;9;0;1;-53.162724;-70.913551
7841957; ; ;7;0;1;-53.173935;-70.936989
7852650; ; ;-1;1;0;-53.142574;-70.888741
7871914; ; ;-1;0;0;-53.170448;-70.919411
7873803; ; ;0;1;0;-53.172085;-70.919014
7876223; ; ;-1;1;0;-53.143398;-70.913406
7877085; ; ;-1;0;0;-53.152214;-70.943672
7901671; ; ;1;0;1;-53.157902;-70.892693
7931964; ; ;9;1;1;-53.171188;-70.943062
7939876; ; ;0;1;0;-53.134968;-70.921135
7947188; ; ;9;0;1;-53.164101;-70.91835
7953312; ; ;9;0;0;-51.724106;-72.493614
7958698; ; ;9;0;1;-53.154823;-70.916389
7960341; ; ;9;0;0;-53.154686;-70.901299
7962891; ; ;-1;1;1;-54.933582;-67.616959
7962892; ; ;-1;1;1;-53.13451;-70.89463
