rbd;cod_nivel;cod_curso;cod_ense;cod_grado;cod_jor;cod_espe;cod_sede;con_copago;solo_hombres;solo_mujeres;lat;lon;cupos_totales;vacantes;vacantes_pie;vacantes_prioritarios;vacantes_alta_exigencia_t;vacantes_alta_exigencia_r;vacantes_regular;software_aleatorio;habilitado_distancia
11256;6;611000000133;110;6;3;0;1;1;0;0;-34,17424;-70,744324;61;0;0;0;0;0;0;2;1
11256;7;711000000133;110;7;3;0;1;1;0;0;-34,17424;-70,744324;57;0;0;0;0;0;0;2;1
11256;8;811000000133;110;8;3;0;1;1;0;0;-34,17424;-70,744324;52;0;0;0;0;0;0;2;1
11256;9;131000000133;310;1;3;0;1;1;0;0;-34,17424;-70,744324;87;1;0;0;0;0;1;2;1
11256;10;231000000133;310;2;3;0;1;1;0;0;-34,17424;-70,744324;90;0;0;0;0;0;0;2;1
11256;11;331000000133;310;3;3;0;1;1;0;0;-34,17424;-70,744324;74;0;0;0;0;0;0;2;1
11256;12;431000000133;310;4;3;0;1;1;0;0;-34,17424;-70,744324;81;0;0;0;0;0;0;2;1
11257;1;111000000133;110;1;3;0;1;0;0;0;-34,56797;-71,612297;5;5;0;1;0;0;4;1;1
11257;2;211000000133;110;2;3;0;1;0;0;0;-34,56797;-71,612297;4;4;0;1;0;0;3;1;1
11257;3;311000000133;110;3;3;0;1;0;0;0;-34,56797;-71,612297;4;3;0;0;0;0;3;1;1
11257;4;411000000133;110;4;3;0;1;0;0;0;-34,56797;-71,612297;4;3;0;1;0;0;2;1;1
11257;5;511000000133;110;5;3;0;1;0;0;0;-34,56797;-71,612297;4;4;0;1;0;0;3;1;1
11257;6;611000000133;110;6;3;0;1;0;0;0;-34,56797;-71,612297;4;2;0;0;0;0;2;1;1
11261;-1;401000000132;10;4;2;0;1;0;0;0;-34,394001;-72,003326;35;6;2;0;0;0;4;1;1
11261;0;501000000131;10;5;1;0;1;0;0;0;-34,394001;-72,003326;35;6;1;0;0;0;5;1;1
11261;1;111000000133;110;1;3;0;1;0;0;0;-34,394001;-72,003326;40;8;2;0;0;0;6;1;1
11261;2;211000000133;110;2;3;0;1;0;0;0;-34,394001;-72,003326;40;12;0;0;0;0;12;1;1
11261;3;311000000133;110;3;3;0;1;0;0;0;-34,394001;-72,003326;40;1;0;0;0;0;1;1;1
11261;4;411000000133;110;4;3;0;1;0;0;0;-34,394001;-72,003326;40;0;0;0;0;0;0;1;1
11261;5;511000000133;110;5;3;0;1;0;0;0;-34,394001;-72,003326;40;4;0;0;0;0;4;1;1
11261;6;611000000133;110;6;3;0;1;0;0;0;-34,394001;-72,003326;40;0;0;0;0;0;0;1;1
11261;7;711000000133;110;7;3;0;1;0;0;0;-34,394001;-72,003326;40;0;0;0;0;0;0;1;1
11261;8;811000000133;110;8;3;0;1;0;0;0;-34,394001;-72,003326;40;0;0;0;0;0;0;1;1
11265;-1;401000000131;10;4;1;0;1;0;0;0;-34,152721;-70,731247;35;12;0;0;0;0;12;2;1
11265;-1;401000000132;10;4;2;0;1;0;0;0;-34,152721;-70,731247;35;16;0;0;0;0;16;2;1
11265;0;501000000131;10;5;1;0;1;0;0;0;-34,152721;-70,731247;90;52;0;0;0;0;52;2;1
11265;0;501000000132;10;5;2;0;1;0;0;0;-34,152721;-70,731247;45;22;0;0;0;0;22;2;1
11265;1;111000000131;110;1;1;0;1;0;0;0;-34,152721;-70,731247;90;29;0;0;0;0;29;2;1
11265;1;111000000132;110;1;2;0;1;0;0;0;-34,152721;-70,731247;45;19;0;0;0;0;19;2;1
11265;2;211000000131;110;2;1;0;1;0;0;0;-34,152721;-70,731247;45;11;0;0;0;0;11;2;1
11265;2;211000000132;110;2;2;0;1;0;0;0;-34,152721;-70,731247;90;28;0;0;0;0;28;2;1
11265;3;311000000133;110;3;3;0;1;0;0;0;-34,152721;-70,731247;135;45;0;0;0;0;45;2;1
11265;4;411000000133;110;4;3;0;1;0;0;0;-34,152721;-70,731247;135;54;5;0;0;0;49;2;1
11265;5;511000000133;110;5;3;0;1;0;0;0;-34,152721;-70,731247;135;40;3;0;0;0;37;2;1
11265;6;611000000133;110;6;3;0;1;0;0;0;-34,152721;-70,731247;135;36;0;0;0;0;36;2;1
11265;7;711000000133;110;7;3;0;1;0;0;0;-34,152721;-70,731247;135;28;0;0;0;0;28;2;1
11265;8;811000000133;110;8;3;0;1;0;0;0;-34,152721;-70,731247;135;28;2;0;0;0;26;2;1
11265;9;131000000133;310;1;3;0;1;0;0;0;-34,152721;-70,731247;225;111;3;0;0;0;108;2;1
11265;10;231000000133;310;2;3;0;1;0;0;0;-34,152721;-70,731247;180;9;0;0;0;0;9;2;1
11265;11;331000000133;310;3;3;0;1;0;0;0;-34,152721;-70,731247;45;4;0;0;0;0;4;2;1
11265;11;351051005133;510;3;3;51005;1;0;0;0;-34,152721;-70,731247;45;6;0;0;0;0;6;2;1
11265;11;361061003133;610;3;3;61003;1;0;0;0;-34,152721;-70,731247;90;7;0;0;0;0;7;2;1
11265;12;431000000133;310;4;3;0;1;0;0;0;-34,152721;-70,731247;45;1;0;0;0;0;1;2;1
11265;12;451051005133;510;4;3;51005;1;0;0;0;-34,152721;-70,731247;45;13;1;0;0;0;12;2;1
11265;12;461061003133;610;4;3;61003;1;0;0;0;-34,152721;-70,731247;90;19;0;0;0;0;19;2;1
11277;1;111000000133;110;1;3;0;1;0;0;0;-33,984138;-70,706413;60;34;4;0;0;0;30;1;1
11277;2;211000000133;110;2;3;0;1;0;0;0;-33,984138;-70,706413;60;19;2;0;0;0;17;1;1
11277;3;311000000133;110;3;3;0;1;0;0;0;-33,984138;-70,706413;60;37;3;0;0;0;34;1;1
11277;4;411000000133;110;4;3;0;1;0;0;0;-33,984138;-70,706413;60;25;0;0;0;0;25;1;1
11277;5;511000000133;110;5;3;0;1;0;0;0;-33,984138;-70,706413;60;6;2;0;0;0;4;1;1
11277;6;611000000133;110;6;3;0;1;0;0;0;-33,984138;-70,706413;60;1;0;0;0;0;1;1;1
11277;7;711000000133;110;7;3;0;1;0;0;0;-33,984138;-70,706413;60;10;0;0;0;0;10;1;1
11277;8;811000000133;110;8;3;0;1;0;0;0;-33,984138;-70,706413;60;13;0;0;0;0;13;1;1
11279;1;111000000133;110;1;3;0;1;0;0;0;-34,825878;-71,379028;5;4;0;0;0;0;4;1;1
11279;2;211000000133;110;2;3;0;1;0;0;0;-34,825878;-71,379028;2;0;0;0;0;0;0;1;1
11279;3;311000000133;110;3;3;0;1;0;0;0;-34,825878;-71,379028;5;4;0;0;0;0;4;1;1
11279;4;411000000133;110;4;3;0;1;0;0;0;-34,825878;-71,379028;6;6;0;1;0;0;5;1;1
11279;5;511000000133;110;5;3;0;1;0;0;0;-34,825878;-71,379028;6;6;0;1;0;0;5;1;1
11279;6;611000000133;110;6;3;0;1;0;0;0;-34,825878;-71,379028;6;6;0;1;0;0;5;1;1
11283;1;111000000133;110;1;3;0;1;0;0;0;-34,29229;-71,882881;8;3;2;0;0;0;1;1;1
11283;2;211000000133;110;2;3;0;1;0;0;0;-34,29229;-71,882881;10;2;1;0;0;0;1;1;1
11283;3;311000000133;110;3;3;0;1;0;0;0;-34,29229;-71,882881;12;8;2;0;0;0;6;1;1
11283;4;411000000133;110;4;3;0;1;0;0;0;-34,29229;-71,882881;9;0;0;0;0;0;0;1;1
11283;5;511000000133;110;5;3;0;1;0;0;0;-34,29229;-71,882881;10;2;1;0;0;0;1;1;1
11283;6;611000000133;110;6;3;0;1;0;0;0;-34,29229;-71,882881;8;4;2;0;0;0;2;1;1
11287;9;131000000133;310;1;3;0;1;0;0;0;-34,28756;-71,082123;135;69;0;0;0;0;69;1;1
11287;10;231000000133;310;2;3;0;1;0;0;0;-34,28756;-71,082123;120;17;0;0;0;0;17;1;1
11287;11;331000000133;310;3;3;0;1;0;0;0;-34,28756;-71,082123;45;7;0;0;0;0;7;1;1
11287;11;341041005133;410;3;3;41005;1;0;0;0;-34,28756;-71,082123;45;14;0;0;0;0;14;1;1
11287;11;371072007133;710;3;3;72007;1;0;0;0;-34,28756;-71,082123;45;41;2;6;0;0;33;1;1
11287;12;431000000133;310;4;3;0;1;0;0;0;-34,28756;-71,082123;45;14;0;0;0;0;14;1;1
11287;12;441041005133;410;4;3;41005;1;0;0;0;-34,28756;-71,082123;45;22;0;0;0;0;22;1;1
11287;12;471072007133;710;4;3;72007;1;0;0;0;-34,28756;-71,082123;45;27;0;0;0;0;27;1;1
11323;-1;401000000131;10;4;1;0;1;0;0;0;-35,113461;-71,279556;30;3;2;0;0;0;1;1;1
11323;-1;401000000132;10;4;2;0;1;0;0;0;-35,113461;-71,279556;30;0;0;0;0;0;0;1;1
11323;0;501000000131;10;5;1;0;1;0;0;0;-35,113461;-71,279556;30;5;2;0;0;0;3;1;1
11323;0;501000000132;10;5;2;0;1;0;0;0;-35,113461;-71,279556;30;0;0;0;0;0;0;1;1
11323;1;111000000132;110;1;2;0;1;0;0;0;-35,113461;-71,279556;70;4;2;0;0;0;2;1;1
11323;7;711000000131;110;7;1;0;1;0;0;0;-35,113461;-71,279556;76;0;0;0;0;0;0;1;1
11333;-1;401000000133;10;4;3;0;1;0;0;0;-35,283298;-71,783302;10;10;2;2;0;0;6;1;1
11333;0;501000000133;10;5;3;0;1;0;0;0;-35,283298;-71,783302;10;8;2;0;0;0;6;1;1
11333;1;111000000133;110;1;3;0;1;0;0;0;-35,283298;-71,783302;10;7;2;0;0;0;5;1;1
11333;7;711000000133;110;7;3;0;1;0;0;0;-35,283298;-71,783302;15;10;0;0;0;0;10;1;1
11334;1;111000000133;110;1;3;0;1;0;0;0;-35,8964;-71,574173;5;5;0;1;0;0;4;1;1
11336;-1;401000000132;10;4;2;0;1;0;0;0;-36,143059;-71,817841;35;0;0;0;0;0;0;1;1
11336;0;501000000131;10;5;1;0;1;0;0;0;-36,143059;-71,817841;45;0;0;0;0;0;0;1;1
11336;1;111000000133;110;1;3;0;1;0;0;0;-36,143059;-71,817841;45;0;0;0;0;0;0;1;1
11336;7;711000000133;110;7;3;0;1;0;0;0;-36,143059;-71,817841;41;0;0;0;0;0;0;1;1
11336;9;131000000133;310;1;3;0;1;0;0;0;-36,143059;-71,817841;45;0;0;0;0;0;0;1;1
11339;-1;401000000132;10;4;2;0;1;0;0;0;-35,44923;-71,629303;70;0;0;0;0;0;0;1;1
11339;0;501000000131;10;5;1;0;1;0;0;0;-35,44923;-71,629303;70;2;0;0;0;0;2;1;1
11339;1;111000000133;110;1;3;0;1;0;0;0;-35,44923;-71,629303;80;1;0;0;0;0;1;1;1
11339;7;711000000133;110;7;3;0;1;0;0;0;-35,44923;-71,629303;80;1;0;0;0;0;1;1;1
11342;-1;401000000133;10;4;3;0;1;0;0;0;-35,444698;-71,632698;35;21;0;0;0;0;21;1;1
11342;0;501000000133;10;5;3;0;1;0;0;0;-35,444698;-71,632698;60;34;0;0;0;0;34;1;1
11342;1;111000000133;110;1;3;0;1;0;0;0;-35,444698;-71,632698;60;22;0;0;0;0;22;1;1
11342;7;711000000133;110;7;3;0;1;0;0;0;-35,444698;-71,632698;60;13;0;0;0;0;13;1;1
11343;-1;401000000132;10;4;2;0;1;0;0;0;-35,423149;-71,632294;34;0;0;0;0;0;0;1;1
11343;0;501000000131;10;5;1;0;1;0;0;0;-35,423149;-71,632294;34;2;0;0;0;0;2;1;1
11343;1;111000000132;110;1;2;0;1;0;0;0;-35,423149;-71,632294;40;0;0;0;0;0;0;1;1
11343;7;711000000131;110;7;1;0;1;0;0;0;-35,423149;-71,632294;37;3;0;0;0;0;3;1;1
11344;-1;401000000233;10;4;3;0;2;0;0;0;-35,758377;-71,417976;33;24;2;0;0;0;22;1;1
11344;0;501000000233;10;5;3;0;2;0;0;0;-35,758377;-71,417976;33;18;2;0;0;0;16;1;1
11344;1;111000000233;110;1;3;0;2;0;0;0;-35,758377;-71,417976;30;27;2;2;0;0;23;1;1
11348;0;501000000131;10;5;1;0;1;1;0;0;-35,443958;-71,695839;35;0;0;0;0;0;0;1;1
11348;1;111000000131;110;1;1;0;1;1;0;0;-35,443958;-71,695839;40;1;0;0;0;0;1;1;1
11348;7;711000000133;110;7;3;0;1;1;0;0;-35,443958;-71,695839;64;2;0;0;0;0;2;1;1
11348;9;131000000133;310;1;3;0;1;1;0;0;-35,443958;-71,695839;80;6;0;0;0;0;6;1;1
11352;1;111000000133;110;1;3;0;1;0;0;0;-34,855419;-71,333542;10;8;0;0;0;0;8;1;1
11394;-1;401000000131;10;4;1;0;1;0;0;0;-36,602139;-72,957657;60;17;4;0;0;0;13;1;1
11394;0;501000000131;10;5;1;0;1;0;0;0;-36,602139;-72,957657;60;4;3;0;0;0;1;1;1
11394;1;111000000133;110;1;3;0;1;0;0;0;-36,602139;-72,957657;90;15;4;0;0;0;11;1;1
11394;7;711000000133;110;7;3;0;1;0;0;0;-36,602139;-72,957657;90;5;0;0;0;0;5;1;1
11395;1;111000000133;110;1;3;0;1;0;0;0;-36,689651;-72,753677;3;3;2;1;0;0;0;1;1
11397;-1;401000000132;10;4;2;0;1;1;0;0;-37,090839;-73,161598;35;0;0;0;0;0;0;1;1
11397;0;501000000131;10;5;1;0;1;1;0;0;-37,090839;-73,161598;35;0;0;0;0;0;0;1;1
11397;1;111000000133;110;1;3;0;1;1;0;0;-37,090839;-73,161598;45;0;0;0;0;0;0;1;1
11397;7;711000000133;110;7;3;0;1;1;0;0;-37,090839;-73,161598;45;0;0;0;0;0;0;1;1
11397;9;131000000133;310;1;3;0;1;1;0;0;-37,090839;-73,161598;45;0;0;0;0;0;0;1;1
11398;-1;401000000133;10;4;3;0;1;0;0;0;-37,00285;-73,186111;20;0;0;0;0;0;0;1;1
11398;0;501000000133;10;5;3;0;1;0;0;0;-37,00285;-73,186111;25;0;0;0;0;0;0;1;1
11398;1;111000000133;110;1;3;0;1;0;0;0;-37,00285;-73,186111;30;2;1;0;0;0;1;1;1
11398;7;711000000133;110;7;3;0;1;0;0;0;-37,00285;-73,186111;30;0;0;0;0;0;0;1;1
11399;1;111000000133;110;1;3;0;1;0;0;0;-37,925831;-73,215118;3;3;0;1;0;0;2;1;1
11400;9;131000000131;310;1;1;0;1;0;0;0;-38,343781;-73,494942;75;8;0;0;0;0;8;1;1
11404;1;111000000133;110;1;3;0;1;0;0;0;-37,082489;-72,026756;12;12;0;2;0;0;10;1;1
11405;-1;401000000133;10;4;3;0;1;0;0;0;-37,121052;-72,019447;60;41;4;0;0;0;37;1;1
11405;0;501000000133;10;5;3;0;1;0;0;0;-37,121052;-72,019447;60;12;0;0;0;0;12;1;1
11405;1;111000000133;110;1;3;0;1;0;0;0;-37,121052;-72,019447;90;58;0;0;0;0;58;1;1
11405;7;711000000133;110;7;3;0;1;0;0;0;-37,121052;-72,019447;105;25;0;0;0;0;25;1;1
11407;1;111000000133;110;1;3;0;1;0;0;0;-36,570869;-72,602966;10;2;0;0;0;0;2;1;1
11408;-1;401000000133;10;4;3;0;1;0;0;0;-37,42218;-72,337219;20;17;0;1;0;0;16;1;1
11408;0;501000000133;10;5;3;0;1;0;0;0;-37,42218;-72,337219;20;10;0;0;0;0;10;1;1
11408;1;111000000133;110;1;3;0;1;0;0;0;-37,42218;-72,337219;20;11;2;0;0;0;9;1;1
11408;7;711000000133;110;7;3;0;1;0;0;0;-37,42218;-72,337219;30;16;0;0;0;0;16;1;1
11414;-1;401000000133;10;4;3;0;1;0;0;0;-36,926891;-73,035606;12;11;0;2;0;0;9;1;1
11414;0;501000000133;10;5;3;0;1;0;0;0;-36,926891;-73,035606;20;14;0;0;0;0;14;1;1
11414;1;111000000133;110;1;3;0;1;0;0;0;-36,926891;-73,035606;25;16;2;0;0;0;14;1;0
11414;7;711000000133;110;7;3;0;1;0;0;0;-36,926891;-73,035606;25;8;0;0;0;0;8;1;0
11418;1;111000000133;110;1;3;0;1;0;0;0;-37,332088;-72,996262;15;15;0;3;0;0;12;1;1
11419;1;111000000133;110;1;3;0;1;0;0;0;-37,272301;-72,877769;5;4;0;0;0;0;4;1;1
11420;0;501000000132;10;5;2;0;1;0;0;0;-36,99091;-73,167633;42;23;1;0;0;0;22;2;1
11420;1;111000000132;110;1;2;0;1;0;0;0;-36,99091;-73,167633;42;3;2;0;0;0;1;2;1
11420;7;711000000131;110;7;1;0;1;0;0;0;-36,99091;-73,167633;42;2;0;0;0;0;2;2;1
11425;1;111000000133;110;1;3;0;1;0;0;0;-37,47533;-73,1689;5;5;0;1;0;0;4;1;1
11429;-1;401000000133;10;4;3;0;1;0;0;0;-37,46841;-72,341179;10;2;0;0;0;0;2;1;1
11429;0;501000000133;10;5;3;0;1;0;0;0;-37,46841;-72,341179;20;2;1;0;0;0;1;1;1
11429;1;111000000133;110;1;3;0;1;0;0;0;-37,46841;-72,341179;27;13;1;0;0;0;12;1;1
11429;7;711000000133;110;7;3;0;1;0;0;0;-37,46841;-72,341179;13;4;0;0;0;0;4;1;1
11430;-1;401000000132;10;4;2;0;1;0;0;0;-37,497898;-72,682167;70;0;0;0;0;0;0;1;1
11430;0;501000000131;10;5;1;0;1;0;0;0;-37,497898;-72,682167;84;1;0;0;0;0;1;1;1
11430;1;111000000131;110;1;1;0;1;0;0;0;-37,497898;-72,682167;90;0;0;0;0;0;0;1;1
11430;7;711000000133;110;7;3;0;1;0;0;0;-37,497898;-72,682167;90;0;0;0;0;0;0;1;1
11430;9;131000000133;310;1;3;0;1;0;0;0;-37,497898;-72,682167;84;0;0;0;0;0;0;1;1
11462;-1;401000000131;10;4;1;0;1;0;0;0;-39,08078;-72,294762;6;2;0;0;0;0;2;1;1
11462;0;501000000131;10;5;1;0;1;0;0;0;-39,08078;-72,294762;9;1;0;0;0;0;1;1;1
11462;1;111000000133;110;1;3;0;1;0;0;0;-39,08078;-72,294762;10;8;0;0;0;0;8;1;1
11462;7;711000000133;110;7;3;0;1;0;0;0;-39,08078;-72,294762;7;2;0;0;0;0;2;1;1
11465;1;111000000133;110;1;3;0;1;0;0;0;-38,735371;-72,56366;45;42;2;7;0;0;33;1;1
11465;7;711000000133;110;7;3;0;1;0;0;0;-38,735371;-72,56366;27;19;0;0;0;0;19;1;1
11467;-1;401000000133;10;4;3;0;1;0;0;0;-38,671009;-72,223343;25;20;0;0;0;0;20;1;1
11467;0;501000000133;10;5;3;0;1;0;0;0;-38,671009;-72,223343;25;16;0;0;0;0;16;1;1
11467;1;111000000133;110;1;3;0;1;0;0;0;-38,671009;-72,223343;35;13;0;0;0;0;13;1;1
11467;7;711000000133;110;7;3;0;1;0;0;0;-38,671009;-72,223343;50;17;0;0;0;0;17;1;1
11471;-1;401000000131;10;4;1;0;1;0;0;0;-39,02948;-72,454536;15;15;2;3;0;0;10;1;1
11471;0;501000000131;10;5;1;0;1;0;0;0;-39,02948;-72,454536;15;5;2;0;0;0;3;1;1
11471;1;111000000133;110;1;3;0;1;0;0;0;-39,02948;-72,454536;13;9;2;0;0;0;7;1;1
11471;7;711000000133;110;7;3;0;1;0;0;0;-39,02948;-72,454536;13;5;0;0;0;0;5;1;1
11472;-1;401000000131;10;4;1;0;1;0;0;0;-39,363602;-72,633774;22;6;2;0;0;0;4;1;1
11472;-1;401000000132;10;4;2;0;1;0;0;0;-39,363602;-72,633774;22;16;2;0;0;0;14;1;1
11472;0;501000000131;10;5;1;0;1;0;0;0;-39,363602;-72,633774;44;2;2;0;0;0;0;1;1
11472;1;111000000131;110;1;1;0;1;0;0;0;-39,363602;-72,633774;46;13;2;0;0;0;11;1;1
11472;7;711000000131;110;7;1;0;1;0;0;0;-39,363602;-72,633774;25;4;0;0;0;0;4;1;1
11473;1;111000000133;110;1;3;0;1;0;0;0;-38,410419;-72,720261;10;10;0;2;0;0;8;1;1
11498;0;501000000131;10;5;1;0;1;0;0;0;-38,7495;-72,940689;35;30;0;2;0;0;28;1;1
11498;1;111000000133;110;1;3;0;1;0;0;0;-38,7495;-72,940689;25;7;2;0;0;0;5;1;1
11498;7;711000000133;110;7;3;0;1;0;0;0;-38,7495;-72,940689;56;13;2;0;0;0;11;1;1
11498;9;131000000133;310;1;3;0;1;0;0;0;-38,7495;-72,940689;173;110;3;0;0;0;107;1;1
11501;1;111000000133;110;1;3;0;1;0;0;0;-39,428082;-72,196701;11;9;2;0;0;0;7;1;1
11501;7;711000000133;110;7;3;0;1;0;0;0;-39,428082;-72,196701;15;11;0;1;0;0;10;1;1
11509;-1;401000000131;10;4;1;0;1;0;0;0;-38,767029;-72,608139;35;7;2;0;0;0;5;1;1
11509;0;501000000131;10;5;1;0;1;0;0;0;-38,767029;-72,608139;40;3;2;0;0;0;1;1;1
11509;1;111000000133;110;1;3;0;1;0;0;0;-38,767029;-72,608139;70;32;4;0;0;0;28;1;1
11509;7;711000000133;110;7;3;0;1;0;0;0;-38,767029;-72,608139;70;8;0;0;0;0;8;1;1
11522;1;111000000133;110;1;3;0;1;0;0;0;-38,215149;-72,865623;10;7;0;0;0;0;7;1;1
11526;1;111000000133;110;1;3;0;1;0;0;0;-39,393749;-72,239777;15;12;0;1;0;0;11;1;1
11527;9;131000000133;310;1;3;0;1;0;0;0;-38,750599;-72,937477;90;34;0;0;0;0;34;1;1
11528;1;111000000133;110;1;3;0;1;0;0;0;-38,84803;-72,844391;5;3;0;0;0;0;3;1;1
11532;-1;401000000131;10;4;1;0;1;0;0;0;-38,765499;-72,587624;42;42;0;7;0;0;35;1;1
11532;0;501000000132;10;5;2;0;1;0;0;0;-38,765499;-72,587624;42;42;0;7;0;0;35;1;1
11532;1;111000000133;110;1;3;0;1;0;0;0;-38,765499;-72,587624;34;34;0;6;0;0;28;1;1
11532;7;711000000133;110;7;3;0;1;0;0;0;-38,765499;-72,587624;34;29;0;2;0;0;27;1;1
11539;1;111000000133;110;1;3;0;1;0;0;0;-42,384399;-73,602669;2;2;0;1;0;0;1;1;1
11539;2;211000000133;110;2;3;0;1;0;0;0;-42,384399;-73,602669;2;1;0;0;0;0;1;1;1
11539;3;311000000133;110;3;3;0;1;0;0;0;-42,384399;-73,602669;2;2;0;1;0;0;1;1;1
11539;4;411000000133;110;4;3;0;1;0;0;0;-42,384399;-73,602669;2;1;0;0;0;0;1;1;1
11539;5;511000000133;110;5;3;0;1;0;0;0;-42,384399;-73,602669;2;1;0;0;0;0;1;1;1
11539;6;611000000133;110;6;3;0;1;0;0;0;-42,384399;-73,602669;2;2;0;1;0;0;1;1;1
11540;1;111000000133;110;1;3;0;1;0;0;0;-39,531361;-73,208168;10;10;0;2;0;0;8;1;1
11542;1;111000000133;110;1;3;0;1;0;0;0;-39,5355;-72,816902;6;6;0;1;0;0;5;1;1
11543;1;111000000133;110;1;3;0;1;0;0;0;-39,357719;-72,885986;5;5;0;1;0;0;4;1;1
11544;-1;401000000133;10;4;3;0;1;0;0;0;-39,625629;-73,074364;30;22;0;0;0;0;22;1;1
11544;0;501000000133;10;5;3;0;1;0;0;0;-39,625629;-73,074364;28;12;1;0;0;0;11;1;1
11544;1;111000000133;110;1;3;0;1;0;0;0;-39,625629;-73,074364;31;5;0;0;0;0;5;1;1
11544;7;711000000133;110;7;3;0;1;0;0;0;-39,625629;-73,074364;18;2;0;0;0;0;2;1;1
11547;1;111000000133;110;1;3;0;1;0;0;0;-40,491589;-72,786186;4;3;0;0;0;0;3;1;1
11547;7;711000000133;110;7;3;0;1;0;0;0;-40,491589;-72,786186;2;1;0;0;0;0;1;1;1
11548;-1;401000000133;10;4;3;0;1;0;0;0;-41,113529;-73,053192;33;22;0;0;0;0;22;1;1
11548;0;501000000133;10;5;3;0;1;0;0;0;-41,113529;-73,053192;33;18;0;0;0;0;18;1;1
11548;1;111000000133;110;1;3;0;1;0;0;0;-41,113529;-73,053192;35;13;0;0;0;0;13;1;1
11548;2;211000000133;110;2;3;0;1;0;0;0;-41,113529;-73,053192;40;6;0;0;0;0;6;1;1
11548;3;311000000133;110;3;3;0;1;0;0;0;-41,113529;-73,053192;40;13;0;0;0;0;13;1;1
11548;4;411000000133;110;4;3;0;1;0;0;0;-41,113529;-73,053192;40;6;0;0;0;0;6;1;1
11548;5;511000000133;110;5;3;0;1;0;0;0;-41,113529;-73,053192;40;7;0;0;0;0;7;1;1
11548;6;611000000133;110;6;3;0;1;0;0;0;-41,113529;-73,053192;40;1;0;0;0;0;1;1;1
11548;7;711000000133;110;7;3;0;1;0;0;0;-41,113529;-73,053192;40;17;0;0;0;0;17;1;1
11548;8;811000000133;110;8;3;0;1;0;0;0;-41,113529;-73,053192;40;25;0;0;0;0;25;1;1
11553;1;111000000133;110;1;3;0;1;0;0;0;-42,529861;-73,840263;10;10;0;2;0;0;8;1;1
11553;2;211000000133;110;2;3;0;1;0;0;0;-42,529861;-73,840263;10;5;0;0;0;0;5;1;1
11553;3;311000000133;110;3;3;0;1;0;0;0;-42,529861;-73,840263;10;5;0;0;0;0;5;1;1
11553;4;411000000133;110;4;3;0;1;0;0;0;-42,529861;-73,840263;10;6;0;0;0;0;6;1;1
11553;5;511000000133;110;5;3;0;1;0;0;0;-42,529861;-73,840263;10;7;0;0;0;0;7;1;1
11553;6;611000000133;110;6;3;0;1;0;0;0;-42,529861;-73,840263;10;7;0;0;0;0;7;1;1
11553;7;711000000133;110;7;3;0;1;0;0;0;-42,529861;-73,840263;10;5;0;0;0;0;5;1;1
11553;8;811000000133;110;8;3;0;1;0;0;0;-42,529861;-73,840263;10;10;0;2;0;0;8;1;1
11575;1;111000000133;110;1;3;0;1;0;0;0;-41,72599;-73,125267;6;6;0;1;0;0;5;1;1
11575;2;211000000133;110;2;3;0;1;0;0;0;-41,72599;-73,125267;6;6;0;1;0;0;5;1;1
11575;3;311000000133;110;3;3;0;1;0;0;0;-41,72599;-73,125267;6;5;0;0;0;0;5;1;1
11575;4;411000000133;110;4;3;0;1;0;0;0;-41,72599;-73,125267;6;6;0;1;0;0;5;1;1
11575;5;511000000133;110;5;3;0;1;0;0;0;-41,72599;-73,125267;6;2;0;0;0;0;2;1;1
11575;6;611000000133;110;6;3;0;1;0;0;0;-41,72599;-73,125267;5;3;0;0;0;0;3;1;1
11576;1;111000000133;110;1;3;0;1;0;0;0;-41,07246;-73,207153;5;5;0;1;0;0;4;1;1
11576;2;211000000133;110;2;3;0;1;0;0;0;-41,07246;-73,207153;5;4;0;1;0;0;3;1;1
11576;3;311000000133;110;3;3;0;1;0;0;0;-41,07246;-73,207153;5;5;0;1;0;0;4;1;1
11576;4;411000000133;110;4;3;0;1;0;0;0;-41,07246;-73,207153;5;4;0;0;0;0;4;1;1
11576;5;511000000133;110;5;3;0;1;0;0;0;-41,07246;-73,207153;5;3;0;0;0;0;3;1;1
11576;6;611000000133;110;6;3;0;1;0;0;0;-41,07246;-73,207153;5;4;0;0;0;0;4;1;1
11578;1;111000000133;110;1;3;0;1;0;0;0;-41,815269;-73,885399;3;3;0;1;0;0;2;1;1
11578;2;211000000133;110;2;3;0;1;0;0;0;-41,815269;-73,885399;3;3;0;1;0;0;2;1;1
11578;3;311000000133;110;3;3;0;1;0;0;0;-41,815269;-73,885399;4;4;0;1;0;0;3;1;1
11578;4;411000000133;110;4;3;0;1;0;0;0;-41,815269;-73,885399;1;1;0;1;0;0;0;1;1
11578;5;511000000133;110;5;3;0;1;0;0;0;-41,815269;-73,885399;2;0;0;0;0;0;0;1;1
11578;6;611000000133;110;6;3;0;1;0;0;0;-41,815269;-73,885399;1;0;0;0;0;0;0;1;1
11581;1;111000000133;110;1;3;0;1;0;0;0;-40,230068;-72,931717;7;7;0;2;0;0;5;1;1
11581;7;711000000133;110;7;3;0;1;0;0;0;-40,230068;-72,931717;15;10;0;0;0;0;10;1;1
11582;1;111000000133;110;1;3;0;1;0;0;0;-40,175621;-73,003487;5;5;0;1;0;0;4;1;1
